content,rating,type,publishedDate,tokenization,text,sequence_num,status,origin
很喜歡這次的懶人露營體驗管家服務超級貼心，土耳其燈的教學我也超喜歡的！兩天一夜的體驗太划算～非常推薦你們也去走走放鬆,5,2,2023/12/07,,喜歡懶人露營體驗管家服務超級貼心土耳其燈教學超喜歡兩天一夜體驗太划算推薦走走放鬆,3275,1,1
非常糟糕的經驗，CP值非常非常差非常貴的露營地！接待與規劃完全沒有任何專業可言，從頭到尾只有一個小弟弟拿著一本手冊在說書跟點交器材，炊事帳中的椅子都是濕的，完全沒在客人抵達前做確認，只是一直強調是露水反潮，食材也不好吃，需要自己清洗完所有的餐具才能離開，結束前清點器材的感覺也很差，好像我們會偷東西一樣，傻眼⋯非常不推薦！,1,2,2021/05/07,,糟糕經驗CP值差貴露營地接待規劃專業可言從頭到尾小弟弟著本手冊說書點交器材炊事帳中椅子濕客人抵達前做確認露水反潮食材好吃清洗完餐具離開結束前清點器材感覺差好像偷東西傻眼推薦,3276,-1,1
掛燈把帳篷裝飾的超有氣氛很適合家人及朋友聚會聊聊天我們來的時候營區還有附晚餐 超棒的 推推 …,5,2,2023/05/07,,掛燈帳篷裝飾超有氣氛適合家人朋友聚會聊聊天營區附晚餐超棒推推,3277,1,1
山思雲想真的是很棒的地方 短暫的跳脫都市的喧囂在這裡放鬆一下真的很美好從活動到餐點可以感受到他們的用心！村長跟管家們都非常熱情很自來熟XD超棒！！(稱讚一下我們這層的管家小陳，很細心唷)會想跟朋友再來 …,5,2,2022/05/07,,山思雲想真的很棒地方短暫跳脫都市喧囂放鬆真的美好活動餐點感受用心村長管家熱情自來熟XD超棒稱讚這層管家陳細心唷會想朋友再來,3278,1,1
地點絕佳，服務人員親切，扣分原因是洗手台沒清堵了，飲料無限暢飲是由網路資訊來的服務人員沒有說明,4,2,2018/05/07,,地點絕佳服務人員親切扣分原因洗手台沒清堵飲料無限暢飲網路資訊服務人員,3279,1,1
營區相當乾淨 漂亮餐點也非常好吃 乾淨衛生烤肉餐點新鮮 用炭火烤 身上不會有味道早餐清淡美味到不行,5,2,2022-03-22T09:03:47+08:00,,營區乾淨漂亮餐點好吃乾淨衛生烤肉餐點新鮮炭火烤身上味道早餐清淡美味不行,3280,1,1
環境很不錯。記得帶防蚊液。很多營地可以選擇。適合親子同遊。,5,2,2023/05/08,,環境不錯記得帶防蚊液營地選擇適合親子同遊,3281,1,1
所謂蟬說，也只聽得到間隔僅僅兩步旁隔壁帳篷的派對音樂。所謂雲海，帳篷方向卻緊密朝內絲毫沒有看到view的機會，只剩與陌生人緊密相連間面面相覷的尷尬感。大概是大老遠驅車而來，卻彷彿置身假日大安森林公園正中央般，來自台北俗的惆悵。兩顆星向親切的櫃檯致意,2,2,2023/12/08,,蟬說聽間隔兩步旁隔壁帳篷派對音樂雲海帳篷方向緊密朝內絲毫view機會剩陌生人緊密相連間面面相覷尷尬感大老遠驅車而來彷彿置身假日大安森林公園正中央般台北俗惆悵兩顆星向親切櫃檯致意,3282,-1,1
看得出業者很用心打造環境的品質雖然知道露營性質的條件有限，但也不是因為工作人員的問題導致客人無法享受吧，知道你們吧台11點結束營業想說忍一下就好了，你們餐廳的吵鬧聲從晚餐吵到凌晨兩點無法入睡，跟客人打成一片很好，但也要看一下時間吧，如果說叫我跟一群喝醉的人反應我是真不敢，而且也不是我們付費的人該做的事情。再來早上八點左右我們這排帳篷正後方工作人員開始拿機器樹葉吹了30分超過，一開始以為是後方廚房榨果汁機的聲音，我受不了出去看才發現是吹樹葉，準備拿手機拍工作人員就閃了超讓人生氣耶，完全沒在考慮旅客感受，而且我們還是包vip區的地方，完完全全都是在我們後方吵鬧，這次真的很失望,1,2,2024/01/03,,看得出業者用心打造環境品質露營性質條件有限因為工作人員導致客人享受吧台11點結束營業想說忍餐廳吵鬧聲晚餐吵到凌晨兩點入睡客人打成一片時間如果說一群喝醉真付費做事情再來早上八點這排帳篷正後方工作人員機器樹葉吹30分超過以為後方廚房榨果汁機聲音受不了看才發現吹樹葉手機拍工作人員閃超生氣耶旅客感受包vip區的地方完完全全後方吵鬧真的失望,3283,-1,1
地处山區，空氣超級好，空曠适合团体露營，但不知餐飲如何?,3,2,2021/05/08,,地处山區空氣超級空曠适合团体露營不知餐飲,3284,0,1
第一次體驗懶人露營️，整體體驗很好營區的服務人員服務很好，瓦斯不夠還是有什麼問題都會立即來幫忙！我們是有訂這邊的烤肉食材，四人份超級多根本吃不完，留了很多東西在冰箱房間和衛浴都很乾淨，很像是住在飯店裡！蠻推這間懶人露營️，有機會會想再來,5,2,2024/05/07,,第一次體驗懶人露營️整體體驗營區服務人員服務瓦斯幫忙有訂烤肉食材四人份超級吃不完留東西冰箱房間衛浴乾淨像是住飯店裡推這間懶人露營️機會會想再來,3285,1,1
川夏位於苗栗南庄，海拔不高，是一處鬧中取靜的好地方！露營區內設備、設施齊全，有小木屋、露營車、神殿帳可選擇，每一個房間都有其主題，環境乾淨視野開闊，看得出來老闆從規劃開始就很貼心～大朋友想放鬆，小朋友想玩樂，在這裏都能得到滿足！想要輕鬆露營這裡是個好選擇,5,2,2024/02/08,,川夏位於苗栗南庄海拔不高一處鬧中取靜地方露營區內設備設施齊全小木屋露營車神殿帳可選擇房間主題環境乾淨視野開闊看得出來老闆規劃貼心朋友想放鬆小朋友想玩樂這裏想要輕鬆露營選擇,3286,1,1
6/18入住，整個園區規畫得很不錯，廁所跟衛浴在帳篷裡面超級方便，帳篷環境乾淨整潔冷氣也夠強這裡的服務人員態度都很好 尤其是利仁態度超級讚又很親切，讓我們賓至如歸。早餐好豐盛，調酒也好喝有機會的話會想再來,5,2,2023/07/07,,18入住園區規畫不錯廁所衛浴帳篷超級帳篷環境乾淨整潔冷氣夠強服務人員態度利仁態度超級讚親切賓至如歸早餐豐盛調酒好喝機會會想再來,3287,1,1
謝謝Eva從我們ㄧ到達就熱情的迎接我們～真心感謝但住宿環境及晚餐餐點部分可以再更好，希望帳篷內的濕氣及清潔可以改善，讓房客有更好的住宿體驗！ …,2,2,2023/05/07,,謝謝Evaㄧ到達熱情迎接真心感謝住宿環境晚餐餐點更好希望帳篷濕氣清潔改善房客更好住宿體驗,3288,-1,1
很美的露營區～免裝備露營️食材、設備、都很齊全環境乾淨工作人員超會拍照 …,5,2,2023/05/07,,美的露營區免裝備露營️食材設備齊全環境乾淨工作人員超會拍照,3289,1,1
第一次體驗懶人露營️感覺好棒，當天也很幸運天氣很好，拍到超級美的夕陽。環境很舒適，很適合來這邊放鬆度假，帳篷內乾淨舒適，早餐也好吃，推推！,5,2,2024/05/07,,第一次體驗懶人露營️感覺好棒當天幸運天氣拍超級美的夕陽環境舒適適合放鬆度假帳篷乾淨舒適早餐好吃推推,3290,1,1
透過Klook感謝祭不但能有優惠價格，整個全包式行程也很棒，不但有泳池、沙坑跟兒童遊戲場，還有手作pizza以及射箭，晚餐也非常豐盛，打燈後的營區超級美～期待下次再訪！,5,2,2022-09-13 07:39:29,,透過Klook感謝祭優惠價格全包式行程很棒泳池沙坑兒童遊戲場手作pizza射箭晚餐豐盛打燈營區超級美期待下次再訪,3291,1,1
風景優美，鳥語花香，有山有水，很適合露營，工作人員也是很和尚有禮貌 …,5,2,2023/05/06,,風景優美鳥語花香有山有水適合露營工作人員和尚禮貌,3292,1,1
服務很好！也因為環境清幽 有一段山路很難開 非常謝謝營區人員即刻救援,5,2,2022-02-11T15:02:33+08:00,,服務因為環境清幽一段山路難開謝謝營區人員救援,3293,1,1
訪客2小時每個人頭要300元，國小生也算，說網站公告有寫，沒看到耶！,1,2,2023/05/08,,訪客小時人頭300元國小生算說網站公告寫耶,3294,-1,1
超級爛～～～真的沒有這個CP值 不要來拜託大家不要被5星評論影響是我跟同行人沒有做好功課來到這個貴鬆鬆又爛一點也不懶人 又沒啥風景好看 帳篷還漏水 床鋪有味道的露營是我們活該^_^拜託大家真的不要來～～～～～～,1,2,2021/05/07,,超級爛真的CP值要來拜託星評論影響同行人做好功課來到貴鬆鬆又爛一點懶人風景好看帳篷漏水床鋪味道露營活該拜託真的要來,3295,-1,1
在事前連絡都很有耐心回答，位置就在日月潭旁，走到龍鳳宮也很近，停車方便。因為此行有帶狗，所以才選擇帳篷屋，後來才知道有其中一台寵物友善的露營車。晚餐選了BBQ，四人可以吃飽但其實很空虛，覺得品項內容不是優，尤其是炭很小一包，卡在一個尷尬的量最後還是買一包。住客有租車的優惠還不錯，不過車況比較舊一點~因為就在平地晚上睡覺外面路邊車聲會較大，營區雖然有管制進出時間卻沒有管制音量，半夜2-3點住客都在大聲聊天，同行友人整夜幾乎沒好好睡，最後走去請他們安靜才好一點。,4,2,2023/05/08,,事前連絡耐心回答位置日月潭旁走龍鳳宮停車因為此行帶狗選擇帳篷屋一台寵物友善露營車晚餐選BBQ四人吃飽空虛品項內容優炭很小一包卡尷尬量買一包住客租車優惠不錯車況舊一點因為平地晚上睡覺外面路邊車聲較大營區管制進出時間管制音量半夜點住客大聲聊天同行友人整夜好好睡走請安靜一點,3296,1,1
第一次來水管屋還不錯，高cp值還有早晚餐，下午茶,5,2,2023/05/08,,第一次水管屋還不錯高cp值早晚餐下午茶,3297,1,1
享受大自然的好地方風很涼～～浴室.廁所乾淨 …,5,2,2021/05/08,,享受大自然地方風很涼浴室廁所乾淨,3298,1,1
用餐環境乾淨，食材新鮮！服務人員曉玲態度親切互動，下次會再來,5,2,2023/05/07,,用餐環境乾淨食材新鮮服務人員曉玲態度親切互動下次再來,3299,1,1
環境舒服愜意，體驗活動也蠻加分的但是一泊二食其中的晚餐真的非常難吃，菜幾乎不是沒味道就是調味很奇怪，大家都吃個兩三口就不吃，要不是我們有自備烤肉，不然還要開下山去便利商店買食物充飢了，建議業主可以把泊食兩者分開用加購的方式，我是來體驗環境不是來吃難吃的食物的,3,2,2023/05/08,,環境舒服愜意體驗活動加分一泊二食晚餐真的難吃菜味道調味奇怪吃兩三口不吃自備烤肉開下山便利商店買食物充飢建議業主泊食分開用加購方式體驗環境吃難吃食物,3300,0,1
讓遊客在刻意停在溪邊的車上拍照放，但根本沒有涉水，不是全地形體驗。不會排隊伍的教練，讓隊伍速度慢比碰碰車還不如，特地放棄花蓮找過來，結果只有沙塵吃到飽。不但沒有騎車涉水，一路上沙塵嚴重也不事先灑水不處理，不但硬體很爛，動線規劃也很不ok，跟網路圖文完全不符。,1,2,2023/05/08,,遊客刻意停溪邊車上拍照放涉水全地形體驗排隊伍教練隊伍速度慢碰碰車特地放棄花蓮找沙塵吃騎車涉水一路上沙塵事先灑水硬體很爛動線規劃ok網路圖文不符,3301,-1,1
真的非常的糟糕的露營地！明明就知道颱風要來了，新聞也一直在報導確認了2次，出發前又再確認1次。始終堅持，（相信他們專業的判斷）結果呢？塞了1小時的車，都到山下。才跟我們說，應雨勢變大，緊急取消！這到底是什麼專業判斷？？新聞就一直說（宜蘭會有豪大雨發生）你們卻一直不取消？11點多才打電話來！真的被這營地的處理，氣到。（非常不推薦來）,1,2,2022/05/08,,真的糟糕露營地明明颱風要來新聞報導確認次出發前確認次始終專業判斷塞小時的車山下說應雨勢變大緊急取消專業判斷新聞直說宜蘭豪大雨發生取消11點多打電話真的營地氣到推薦,3302,-1,1
免搭帳帳篷發霉了！晚餐的烤肉很豐富但是炭火不太夠，烤到後面火力不足再買碳又浪費了！風景很漂亮但是總覺得價格有點貴，CP值不高！,3,2,2023/05/08,,免搭帳帳篷發霉晚餐烤肉炭火不太夠烤火力買碳浪費風景很漂亮總覺價格貴CP值不高,3303,0,1
態度惡劣，剛到營區要上廁所每個馬桶都髒的要死，叫營主（女的）不理，還說他要先去顧一帳8000元的客人，半夜三更 1點多還有很大聲的聲音（好像是鍋爐），叫我們晚上不要下營釘，會影響到一帳8000元的客人，結果旁邊一堆人在打釘又不阻止，不知道是在殺小，爛營主，爛營區。,1,2,2022/05/08,,態度惡劣剛到營區廁所馬桶髒要死營主女不理還說先去顧一帳8000元客人半夜三更點多大聲聲音好像鍋爐晚上下營釘影響一帳8000元客人旁邊一堆釘阻止殺爛營主爛營區,3304,-1,1
前台的服務與安排很差，露營車的內裝老舊和廁所味很重，營位似乎也超收，安排的很擠。很可惜的營地。,2,2,2022/05/08,,前台服務安排很差露營車內裝老舊廁所味很重營位超收安排很擠可惜營地,3305,-1,1
這次住到上層，景觀滿好的每個帳都離滿遠的，不會被吵到，也有很大的空地可以玩樂!。帳篷明顯有霉味，這不可避免，怕霉味的可能要避開，炊具已被刮壞滿可惜的,5,2,2023/03/01,,住上層景觀滿好帳都離滿遠吵到很大空地玩樂帳篷霉味不可避免霉味避開炊具刮壞可惜,3306,1,1
地點方便，離市區開車約10分鐘設備充足，只要帶食材，很適合體驗露營新手！衛浴及寢具都很乾淨，而且衛浴水很熱服務人員很熱心也很用心值得推薦,5,2,2022/05/07,,地點市區開車約10分鐘設備充足食材適合體驗露營新手衛浴寢具乾淨衛浴水很熱服務人員熱心用心值得推薦,3307,1,1
1.我們3.要入住，2.45我們就到了結果跟我們說還沒整理好拖到3.30才可以進去2.然後那邊有下午茶，炸物食物吃起來像冷凍食品類的，東西也少少的一般般3. 說是很多設施可以玩，現場只有一個撞球桌，跟一台要投幣的卡拉ok、跟一台格鬥機（可以跟櫃檯借桌遊但都是兒童向的那種桌遊)然後草地上有一些小朋友在玩的網球跟飛盤，然後有個可以大家喝酒坐著聊天的地方椅子也都是灰塵沒打掃的感覺。4.食物的部分是火鍋跟燒烤，火鍋感覺都沒什麼味道，自助的東西也很少，燒烤的牛排我咬了快5分鐘才吞下去，完全沒有星級餐廳的感覺。總體來說該有的是都有沒有騙人，但以這價錢產生的期待跟現場狀況落差實在太大了，我唯一能擠出的優點，大概就是人員都很親切有禮貌,1,2,2023/11/07,,入住2.45說還沒整理拖3.30下午茶炸物食物吃冷凍食品類東西少少的一般般說設施玩現場撞球桌一台投幣卡拉ok一台格鬥機櫃檯桌遊兒童那種桌遊草地上小朋友玩網球飛盤有個喝酒坐著聊天地方椅子灰塵打掃感覺食物火鍋燒烤火鍋感覺沒什麼味道自助東西燒烤牛排咬分鐘吞下去星級餐廳感覺總體有沒有騙人價錢期待現場狀況落差實在太唯一擠出優點人員親切禮貌,3308,-1,1
很放鬆舒服，老闆人超nice～很好聊！神殿帳六人住剛剛好很溫馨，很適合ㄧ群朋友或家人來放鬆烤肉旅遊推推 …,5,2,2023/05/06,,放鬆舒服老闆人超nice聊神殿帳六人住剛剛溫馨適合ㄧ群朋友家人放鬆烤肉旅遊推推,3309,1,1
"很不錯的狩獵帳。美麗的風景,狩獵帳很方便,非常適合想要體驗大自然卻又不喜歡搭帳篷的人",5,2,2022/12/04,,不錯狩獵帳美麗風景狩獵帳非常適合想要體驗大自然喜歡搭帳篷,3310,1,1
帳篷新、活動豐富，餵兔子、看煙火、搗麻糬、做棉花糖，孩子玩的非常高興。去的時候水池未開，立馬再預訂,5,2,2021/05/11,,帳篷新活動兔子煙火搗麻糬做棉花糖孩子玩非常高興水池未開預訂,3311,1,1
太空和海洋的氣氛非常寒冷。晚上和早上，我總是坐著刷牙。太感謝了。海風真讓我害怕被淹死。房間裡的燈光很弱，營造出一種黑暗而神秘的感覺，晚上我甚至關掉所有的燈才能睡個好覺。早上7:00，陽光明媚，我不得不起床。,5,2,2023/05/08,,太空海洋氣氛寒冷晚上早上坐著刷牙太感謝海風真害怕淹死房間裡的燈光很弱營造一種黑暗神秘感覺晚上關掉燈睡個好覺早上00陽光明媚起床,3312,1,1
糟成這樣還敢出價這麽貴，哪來的自信。我們為了準時check-in取消掉一個行程，結果到現場卻說還沒整理好等了半個小時，這樣就算了一進去還破破爛爛，草皮完全沒整理，設施也破破舊舊，看起來不知道壞多久了，每個帳篷前面的小花草也枯的跟什麼一樣，帳篷前的燈也壞的有夠可憐，死白光到底是給誰住的，一整個亂糟糟，衛浴也差的可以，甚至不附牙刷牙膏梳子，有說明是有說明，但是其他高級露營區比你們便宜都附的超級完整。整個園區都很髒亂，一進園區前面的燈泡也不知道壞多久了沒有要修的意思，早餐也不夠意思，看網上以為你們多好多好，一進去發現4000塊我也不要住，喔對我是住豪華四人房，根本不豪華。,1,2,2023/12/07,,糟成還敢出價麽貴哪來自信為準時checkin取消掉行程現場卻說還沒整理半個小時破破爛爛草皮整理設施破破舊舊壞多久帳篷花草枯帳篷前燈壞有夠可憐死白光是給住亂糟糟衛浴差不附牙刷牙膏梳子高級露營區比便宜附超級完整園區髒亂一進園區燈泡壞多久修早餐不夠意思網上以為好多發現4000塊住喔住豪華四人房豪華,3313,-1,1
空中帳篷位置太過擁擠，無充分的使用空間，4個家庭共用一個洗手槽實在是極不方便的設計....商業化的思維，無法讓人感受露營的美好,1,2,2017/05/08,,空中帳篷位置太過擁擠空間家庭共用洗手槽實在是極設計商業化思維感受露營美好,3314,-1,1
沒有誠信的商家，打電話問好價格訂好時間，到了之後完全不一樣，一句話說櫃檯口誤，打壞我們旅遊心情。,1,2,2022/05/08,,誠信商家打電話問好價格訂好時間一句話說櫃檯口誤打壞旅遊心情,3315,-1,1
環境舒適，餐點好吃，整體服務很好！重點是！！帥哥來有妹子看！！！女生來有帥哥看！！！,5,2,2022/05/08,,環境舒適餐點好吃整體服務重點帥哥妹子女生來帥哥,3316,1,1
晚餐精心準備，食材非常有特色！人員很有親和力 …,5,2,2023/06/08,,晚餐精心食材特色人員親和力,3317,1,1
老闆人超好～我們忘記帶燈還立馬借給我們 …,5,2,2023/05/08,,老闆人超忘記帶燈還借給,3318,1,1
應該看完評價再來的 收費飯店的價碼起碼不能太差帳篷裡面的透明棚頂髒到連星星都看不到 廁所 淋浴間 完全沒有門 起碼做個浴簾 房間內最值得的是有超大電視但隔音極不好 整晚帳篷內充滿小蟲子與你共枕 睡覺嘴巴會打開的 一口吃掉 洗澡一半還會有多腳蟲子從水管爬出來跟你say hello,1,2,2022/05/07,,完評價再來收費飯店價碼起碼太差帳篷透明棚頂髒星星看不到廁所淋浴間門起碼做個浴簾房間內值得超大電視隔音不好整晚帳篷充滿小蟲子枕睡覺嘴巴打開一口吃掉洗澡一半還會腳蟲子水管爬出來sayhello,3319,-1,1
每餐都很滿足風景優美，佈置很用心，接近萬聖節還會有活動～～重點小丑管家和老背少都超有趣，服務也很好～～精油課程老師也很專業必須帶家人來體驗一次的～～ …,5,2,2023/05/07,,每餐風景優美佈置用心接近萬聖節還會活動重點小丑管家背少超有趣服務精油課程老師專業家人體驗,3320,1,1
看了各種評論原本很擔心，但到現場反而都覺得還可以接受，人員很快的幫我們處理check in，也準備推車給我們使用，帳篷很大不會很擁擠，當天下午到是有點悶熱，後來下了雨就很涼快，夜景也蠻美。不過覺得浴室有點少間，有的營地有水管但沒有洗手台，早上太陽直射帳篷會蠻熱的。整體來說，覺得蠻不錯的，建議可以自己再多帶一台電扇,4,2,2021/05/07,,評論原本擔心現場接受人員很快幫checkin推車帳篷很大擁擠當天下午悶熱雨涼快夜景美浴室少間營地水管洗手台早上太陽直射帳篷蠻熱整體不錯建議一台電扇,3321,1,1
地點好 風景好 房間也乾淨 還能帶狗狗一起來 體驗非常棒 很放鬆很悠閒 還可以烤肉 如果頂棚能打開看星星就更好了,5,2,2021-12-09 05:12:25,,地點風景房間乾淨能帶狗狗體驗棒放鬆悠閒烤肉頂棚打開星星更好,3322,1,1
這裡的人員都超親切，還可以體驗採菜！環境乾淨，餐具應有盡有～推薦平常想懶人放鬆的人～,5,2,2023/07/07,,人員超親切體驗採菜環境乾淨餐具應有盡有推薦平常想懶人放鬆,3323,1,1
場地很大，很適合小孩放電有泡腳池、表演、恐龍遊行等設施及活動。服務人員郁岫很親切,5,2,2023/05/07,,場地很大適合小孩放電泡腳池表演恐龍遊行設施活動服務人員郁岫親切,3324,1,1
帳篷發霉帳篷內缺少的東西根據要求透過line傳訊卻無人回應 直至退房前都沒有補齊 除非是直接跟小幫手說 只有告知退房才回訊息食材不新鮮 下午茶及餐後點心很令人困惑明明是來大自然放鬆 結果卻一直被以帶團的方式過完整個行程 其他的小幫手態度是好的只是感覺比較缺乏組織性四點想要進帳篷卻被告知還沒收拾好 整體在帳篷內待的時間非常短熱水只供應到12點Overall it doesn’t worth it. I’d rather spend that money elsewhere…,1,2,2023/05/07,,帳篷發霉帳篷缺少東西透過line傳訊無人回應直至退房前補齊幫手說告知退房回訊息食材新鮮下午茶及餐點心令人困惑明明大自然放鬆帶團方式完行程幫手態度感覺缺乏組織性四點想要進帳篷告知還沒收拾整體帳篷內待時間短熱水供應12點Overallitdoesn’tworthitI’dratherspendthatmoneyelsewhere,3325,-1,1
營區規定12點前需要離場，這點有露營的人會很明瞭沒錯，但是10/16當天受到颱風外圍影響營區大爆風雨，這次搭在雨棚區，但帳篷後方因為雨棚區沒有防護做好，導致也有雨水灌進來，以致這次搭的區域帳篷也濕（這不就失去搭雨棚的意義嗎），然後不知道是營主還是員工跑來2次催促提醒12點前要撤帳。我們事後再告知營主雨棚區需要改善進水以及催促感受不佳，真心覺得大暴風雨還要在雨棚區收濕帳感受上確實很糟呀！！營區解釋1點要消毒（同一區還有一帳還在露營要到明天才撤帳，有人在的情況下還要消毒？？廁所浴室都不大乾淨了），當然營主很好心的提醒我們1:30才離開，意思是有給你通融我還要抱怨嗎？每個營區營主作法都不同，大家各有各的規定，我尊重老農夫營主的規定，所以只是來反訴雨棚區收濕帳感受不佳以及廁所沒有很乾淨！！,1,2,2023/05/06,,營區12點前離場露營人會很明瞭沒錯1016當天颱風外圍影響營區大爆風雨搭雨棚區帳篷後方因為雨棚區防護做好導致雨水灌進來搭區域帳篷濕這不搭雨棚意義營主員工跑次催促提醒12點前撤帳事後告知營主雨棚區改善進水催促感受不佳真心暴風雨雨棚區收濕帳感受確實很糟營區解釋點要消毒區一帳還在露營明天撤帳有人情況消毒廁所浴室乾淨營主好心提醒30離開有給通融抱怨營區營主作法各有尊重老農夫營主反訴雨棚區收濕帳感受不佳廁所乾淨,3326,-1,1
腹地廣大，可感覺營主很用心在經營多種風格、附屬設備屬皆中上品質，且結合義式餐廳用餐，對於沒裝備的家庭是挺好嘗試露營趣，但可惜的是營區內某些營地飄著尿騷味及海拔低了一點…,4,2,2023/05/08,,腹地感覺營主用心經營多種風格附屬設備屬皆中品質義式餐廳用餐裝備家庭挺嘗試露營趣可惜營區營地飄著尿騷味及海拔低一點,3327,1,1
推薦清水那方，環境好、食物好吃服務態度很好，慶生有恐龍裝跟彩帶，真心感謝豪華露營一定要選清水那方，房間冷氣強、乾淨、有自己的衛浴設備浴缸一泊三食的最好選擇,5,2,2023/10/07,,推薦清水那方環境食物好吃服務態度慶生恐龍裝跟彩真心感謝豪華露營要選清水那方房間冷氣強乾淨衛浴設備浴缸一泊三食選擇,3328,1,1
懶人露營好去處五星級夕陽美景生態導覽很有趣收獲滿滿,5,2,2023/05/08,,懶人露營好去處五星級夕陽美景生態導覽有趣收獲滿滿,3329,1,1
超棒的地方，幫我們拍照的姊姊很會炒熱氣氛很好笑 …,5,2,2023/05/07,,超棒地方幫拍照姊姊很會炒熱氣氛好笑,3330,1,1
住的地方漂亮程度無可挑剔，服務也很友善，房間也很整潔，很愉快~,5,2,2021-12-14T14:12:35+08:00,,住地方漂亮程度無可挑剔服務友善房間整潔愉快,3331,1,1
霖霖的服務真的很好，笑容可掬環境也不錯乾淨是個不錯的地方,5,2,2023/09/09,,霖霖服務真的笑容可掬環境不錯乾淨不錯地方,3332,1,1
這次跟朋友團露訂在樹語區A區，環境舒適，浴廁是廁所跟浴室一起，覺得有點悶不通風，置物架上都潮濕有發霉，所以不是很喜歡浴廁部分，其餘環境都還不錯！營主態度都很客氣。,3,2,2022/05/07,,朋友團露訂樹語區區環境舒適浴廁廁所浴室悶通風置物架潮濕發霉喜歡浴廁環境都還不錯營主態度客氣,3333,0,1
舒適、清幽，住在這邊讓人很放鬆，老闆跟工作人員都很棒,5,2,2023/05/07,,舒適清幽住放鬆老闆工作人員很棒,3334,1,1
怎麼沒有0顆星的功能，只能說完全不推薦1.帳篷充滿塑膠味像毒氣室一樣。2.馬桶旁的水管一直漏水，非常潮濕。3.門是鋁門，不知道是房東還是房務人員在一大早七八點還沒到退房的時候就會來敲門，鋁門非常大聲，完全沒有在客氣的，只差沒有直接把門拆掉進來。4.外面的假草皮掉草非常嚴重，基本上進出房間幾次你房間的地板也跟草皮一樣。5.隔音非常差，睡不著不用數羊，可以數有幾台車經過。6.房間沒有冰箱，公共冰箱幾乎沒有保冷的功能，要自備食材烤肉的請務必注意一下食材的保存。7.風景的部分，第一排看馬路，第二排看第一排的帳篷，應該只有第三排有機會看到風景。,1,2,2022/05/07,,顆星功能只能說完全不推薦帳篷充滿塑膠味像毒氣室馬桶旁水管漏水潮濕門是鋁門房東房務人員一大早七八點還沒到退房會來敲門鋁門大聲客氣只差把門拆掉外面假草皮掉草進出房間幾次房間地板草皮隔音差睡不著不用數羊數有幾台車房間冰箱公共冰箱保冷功能自備食材烤肉請務必食材保存風景第一排馬路第二排第一排帳篷第三排機會風景,3335,-1,1
入住帳篷：9/17-9/18 海景第一排 狩獵區B3優點：1.浴室及廁所很乾淨2.靠海的關係沒什麼小黑蚊缺點：1.帳篷內部嚴重發霉，上面滿滿都是發霉，一度以為我住到另類星空帳，帳篷四面及拉鍊夾縫也是滿滿的發霉，看了很多人反應帳篷嚴重發霉的問題，但店家好像沒有要解決的意思（？2.官網上寫著「狩獵B區 海景前排小包區」，但實際入住後發現帳篷前面直接被雜草樹木擋住，想看海必須走到帳篷旁的空地才看得到，視野極差，號稱海景前排突然覺得有被騙的感覺,2,2,2023/05/08,,入住帳篷1718海景第一排狩獵區B3優點浴室廁所乾淨靠海關係沒什麼小黑蚊缺點帳篷內部發霉滿滿發霉一度以為住另類星空帳帳篷四面拉鍊夾縫滿滿的發霉帳篷發霉店家好像解決官網上寫著狩獵B區海景前排小包區入住發現帳篷雜草樹木擋住想看海走帳篷旁空地視野極差號稱海景前排被騙感覺,3336,-1,1
"營主很友善親切, 帳篷設備方便，帳篷旁邊就可停車，每一帳都有專屬的洗手台，懸吊式烤肉架很特別，很有露營烤肉的氣氛，共用冰箱空間超大，衛浴乾淨。美中不足的是離馬路真的太近，車輛來往較沒有深山露營的寧靜，選擇較安靜的區域價格會再貴上不少。",5,2,2023-06-01T13:06:36+08:00,,營主友善親切帳篷設備帳篷旁邊停車每一帳專屬洗手台懸吊式烤肉架特別露營烤肉氣氛共用冰箱空間超大衛浴乾淨美中不足馬路真的太近車輛來往深山露營寧靜選擇安靜區域價格貴上,3337,1,1
晚上氣氛很美，也很安靜，只是完全沒風，烤肉時很悶很熱，帳篷有冷氣非常舒服下次可以改冬天來，應該很不錯適合假日出遊玩,5,2,2023/09/07,,晚上氣氛美安靜沒風烤肉時很悶很熱帳篷冷氣舒服下次改冬天不錯適合假日遊玩,3338,1,1
