content,rating,type,status,sequence_num,tokenization,publishedDate,origin
路面維護良好，卻仍有環境衛生改善的空間，常見公廁清潔維護不足，垃圾分類箱滿溢未清理的現象。,3,1,0,195,,2021/05/06,0
四月前，友人安排好的露營行程，前天上午，十九個家庭各自出發，來自基隆的北部人，來自台南的南部人，大約十一點半，所有朋友都會合，在小孩子也包含在內，總共有九十三位。中午後我們聊天、吃喝、歡樂、尖叫，不停地到現在！我相信，依目前現場的情況，接下來的兩天，必然會很開心！我的想法如此。,3,1,0,204,,2021/05/06,0
洗手間距離遙遠，飲水機也沒有，環境還算不錯。,3,1,0,238,,2020/05/06,0
廣場寬敞，草地樹木修剪得當，駕車前往營區，路線清晰易辨。,3,1,0,261,,2019/05/06,0
營地落葉多，水壓不穩，靜區部分位子落葉多，雨後潮溼，水壓不穩。,3,1,0,290,,2022/03/01,0
營主善良，卻管理上有些問題，七點多還沒八點，就抱怨聲音大，十點還沒，就來跟我說聲小聲點，氣死我了。,3,1,0,356,,2023/05/06,0
營地環境清幽，光線柔和，時光靜好，除蟲鳴鳥叫外，堪稱絕佳的野營去處。,3,1,0,393,,2023/05/06,0
營地鄰近道路，若擔心車輛噪音，建議預訂時選擇靠近釣魚池的區域，較遠離馬路。營本部與雨遮區相連，若非常在意在他人門前露營，則不建議選擇雨遮區。營本部設有兩台冰箱，在雨遮區露營時，夜間會聽到壓縮機運作聲，相當吵雜。營地道路狀況良好，導航設備可順利導航至目的地。五星級衛浴設備寬敞，一家四口同浴不會擁擠，且提供洗髮精及沐浴乳。釣魚池需視老闆開放時間而定，無法隨時釣魚。,3,1,0,437,,2020/05/06,0
"優點：營地空間大，營主用心維護，設施親子眾多，景色宜人。缺點：野貓眾多，易偷食物，第一晚肉類被偷，第二天全雞也遭殃，最後未食用；早上7點會有猴子出沒，須注意食物安全。
",3,1,0,539,,2024/01/06,0
優點：營地清潔度高，管理者用心維護。缺點：地勢堅硬，不宜紮營；樹木稀疏，有些地方高度低，警示燈亦缺乏，夜間行駛須特別注意；區內有蜜蜂、虎頭蜂，安全須多加留意。,3,1,0,542,,2023/11/06,0
此地營地聲勢浩大，帳篷林立，地堅如石，熱鬧非凡。,3,1,0,568,,2023/05/06,0
"巨大營地約有120座帳篷，步行至頂端約300公尺，對路況評等4.5星，最後一段山路坡度大，會車不易。Google Nav會指示提前左轉，但營主已立牌告知應再前行150公尺後左轉，方為正確上山道路。水電設施、冰箱(4星，共用2帳)及廁所浴室(3.5星，尖峰時段需排隊)皆有優缺點。營地4星，缺點是無法下鋼釘，若鋼釘不夠粗易歪斜。營地位處群山環繞，梯田式設計，夜間洗澡時段偶有尿騷味，視風向而定。活動區設施在人多時需排隊，營地空間大，建議自備玩具給小朋友玩。
我的回覆是：這座巨大營地擁有眾多優點，如群山環繞的美景、梯田式設計與充足的停車空間，然而也有一些缺點，如最後一段山路的坡度大、無法下鋼釘、共用衛浴設施在尖峰時段需排隊，以及夜間洗澡時段可能出現尿騷味等。整體而言，營地仍值得一遊，建議遊客自備玩具給小朋友玩，以充分享受營地的樂趣。",3,1,0,581,,2023/05/06,0
"1。被熱水燙到洗澡~不是太冷就是太熱，旅客要留意水溫要留心2。碎石地上石塊尖銳，一跌就好幾處受傷，下營要小心，地硬敲不動3。廁所乾淨是一項優點
2。一顆橘子一個錢，買一個便當要五、六十元，台灣東部生活費貴3。我髮線高，走路時總是撞到頭，騎車時要小心，後照鏡看不到4。台灣婦女生很多，小孩到處都是，公車上尤其明顯
3。我到夜市吃飯，看到一家賣野味的攤位，好奇心驅使我走過去看看，結果看到熊貓我就嚇跑了，太可怕了！4。台灣交通真的很亂，車子左駕，常常車撞車，真是一場麻煩5。我到超市買菜，看到一個標籤寫著「本產品經過豬打過」，我就不買了，豬打過的東西我可不吃呢！",3,1,0,594,,2022/05/06,0
營地空間寬敞，景觀尚可，設有冰箱供使用。但地面石塊密布，打釘不易且易脫落，須使用30公分以上粗壯的營釘方能勉強打穩。夜間風勢強勁，許多帳篷、天幕遭吹倒，驚叫聲此起彼落。入住此營地需選對好天氣，不宜初學者，供參考。曾見有人車宿。,3,1,0,598,,2022/05/06,0
我營地環境還不錯，雖然沒有特別驚豔之處，但整體來說還是維持得不錯，唯一比較不理想的是熱水器時常出問題，洗澡時水溫忽冷忽熱，其他設施還算可以。,3,1,0,599,,2022/05/06,0
營地的風真大，碎石地難以釘旗！廁所數量稍嫌不足，如果能設置分區衛浴會更好，不過兒童還是玩得不亦樂乎呢！,3,1,0,620,,2022/05/06,0
該營地的優點在於周圍環境清幽，缺點則是過多的露營客與孩童，造成相當的噪音問題。管理者對於營區的秩序維護似乎也不足，晚上11點多仍可聽到巨大聲響。,3,1,0,622,,2022/05/06,0
環境還可以，石塊多於草地，行走起來像健康步道，廁所雖設施多，但距離稍遠，惟每小時皆有人打掃垃圾及整理廁所環境，維持乾淨。,3,1,0,626,,2022/05/06,0
前往的路幾乎都是雙線道可會車，路線流暢。營地本身碎石甚多，尖銳，建議攜不銹鋼營釘，或備妥多支營釘。景緻秀麗，令人心曠神怡！遊戲區在最低處那一區，需步行一小段下坡路。1月1日當晚，營地停電至少5次，原因不明，建議攜帶非插電燈照明。廁所熱水不穩定，時冷時熱，無飲水機，請攜帶充足水分。,3,1,0,636,,2021/05/06,0
"我同意你的說法，營地確實有改善的空間，關於你提到的幾點，我有以下的看法：

1. 垃圾桶位置：我會建議營主將垃圾桶放置在更明顯的位置，方便家長丟棄垃圾，也避免垃圾堆積的困擾。
2. 廁所照明：增設夜間照明，確實能提升安全度，我會向營主反映此事，並建議增設夜燈或LED燈帶，以確保使用者安全。
3. 熱水器穩定性：關於熱水器忽冷忽熱的問題，我會建議營主定期檢查熱水器，以確保其正常運作，並請專業人員進行維修。
4. 營釘與碎石：關於營釘問題，我會提醒營主工作人員在為客人搭設帳篷時，要確保營釘打得夠深，以免打到石頭，也請他們注意地面狀況，以避免客人受傷。

整體而言，營地還是一個不錯的選擇，相信營主會重視這些意見，並做出相應的改善。若有其他問題或需求，歡迎再向我反映。",3,1,0,652,,2021/05/06,0
不要怕被咬，地板硬梆梆，還在淹水呢。,3,1,0,654,,2021/05/06,0
"1.雖然地石不泥濘，卻不利打樁2.租帳篷不但不會幫忙搭，也不教怎麼搭，還好有朋友一起研究3.進營地未見主辦人，亦不知去向，不似他處熱情4.帳費自行收(完全自行處理，但價錢比外租高)5.充氣墊也無電可充，還好有朋友，否則不知要踩到何時6.能接受的事，就是洗澡水驚死人燙又冷，洗不乾淨，後來乾脆不洗，調一下就燙得半死7.小孩玩處少，也遠，無法在附近就能看到小孩初露！也許其他處亦如此，但朋友常露，覺得這一切很不可思議 環境很靜，離老街也近，只希望能改善這些，否則真只會去一次而已。
8.環境雖靜，離老街近，期盼能改善缺失，否則恐僅去過一次而已。",3,1,0,664,,2020/05/06,0
路況不佳，導航卻堅持要走內灣老街，週末時段車潮湧現，導致嚴重塞車，營地地面硬度高，石塊眾多，普通的營釘難以打入，廁所設施則尚可。,3,1,0,674,,2020/05/06,0
從未遇過如此惡劣的營地地形，下營釘極為不易，加上狂襲的東北季風，導致帳篷被吹得東倒西歪，一半的露營客在半夜撤營，真是一場慘痛的經驗。 ~~,3,1,0,701,,2019/05/06,0
場地雖幽靜，卻有待更廣泛的行銷策略及資金挹注，以發揮其最大潛力。,3,1,0,714,,2019/05/06,0
露營地融合良好；礫石地營釘好釘否？,3,1,0,725,,2019/05/06,0
你對獨立廁所的需求，是否是擔心隱私或衛生問題呢？,3,1,0,727,,2019/05/06,0
土石鬆軟，驟難鑿石撐根基。,3,1,0,755,,2018/05/06,0
堅硬的岩石不易打入釘子，廁所太少，垃圾桶也一樣。,3,1,0,786,,2020/11/28,0
排水極度不良的營地，非常適合小孩；露營難免會下雨，但雨下不到5分鐘，水就淹起來，比打下去的營釘還高。心想半小時前下大雨，營主終於來「關心」了，一下子就走了。。心想再度浮現。我們3年來雖然只露營30次，也碰到不少豪大雨，卻未遇過排水如此極度不良的淹水營地，礫石、草地不平，明顯高低起伏，加上排水緩慢。蚊蟲蒼蠅蟑螂螞蟻多沒關係啦，大自然嘛，我想這營地在100%好天氣下，應該是個很好的營地，主人客都樂的兒童樂園。,3,1,0,799,,2020/05/18,0
感覺還不錯，營位寬敞，5*8天的帳篷搭設空間充足，不過釘子打起來還真有些辛苦，風大時更是如此，擔心會不會被吹起來。,3,1,0,821,,2019/03/14,0
晚上浴室潮濕寒冷，似乎是常有之事，你可不可以告訴我，可能的原因在哪裡？是地板材質的關係，還是通風設計的問題？,3,1,0,919,,2017/05/02,0
整體而言環境還不錯，視野寬闊，鄰近購物也方便(全聯)，唯獨山路坡度較陡，會車時須特別小心，而老闆的信譽問題，也為整體感受扣分。,3,1,0,964,,2023/05/07,0
D區女生認為應增設坐式廁所，或添裝安全扶手，以方便年長者及不習慣蹲式廁所者；共用冷凍庫則希望能增設冷藏功能，且增設大雨棚以提供遮雨避風處。,3,1,0,1039,,2019/05/07,0
環境與衛生俱佳，地處視野極佳，空氣清新。,3,1,0,1041,,2019/05/07,0
位置便利，自三星鄉味之珍、全家開車來去僅需10-15分鐘，附近亦有不少景點，如松羅及九寮溪步道，惟秋冬季易起強風，夜間睡眠略感不穩。,3,1,0,1063,,2018/05/07,0
週末小度假，聽起來真不錯，營地地址你可不妨說說看。,3,1,0,1068,,2018/05/07,0
在C區草地，散步道上鋪著草地墊，小孩子們跑跳不堪，摔倒受傷頻仍，遊玩空間縮小，只剩沙坑旁一小塊地。好處是，有熱水水龍頭及獨立區域可使用廁所，廁所清潔普通。,3,1,0,1170,,2024/02/07,0
從內灣上去，車多人也真多，不過路程還好，耐心駕駛就好。,3,1,0,1192,,2023/05/07,0
整潔的上坡小徑，枝葉扶疏，值得3.5顆星。,3,1,0,1216,,2023/05/07,0
眾人評價引發期待，向老闆求證飄逸河確實開放與否，結果只有A區有飄逸河，其他區都未開放，感到相當失望；但園區內設施完善，例如廁所加裝蚊網，這點還算貼心。,3,1,0,1444,,2023/10/07,0
下午驟雨，地勢泥濘，明顯砂石鋪設不足，惟其他區域石塊鋪設較多，影響不大，乾爽許多，其他設施還算不錯，適合帶小孩前來玩水消暑，水質清澈見底，感覺是直從山上流下，晚間則蚊蟲蛾類眾多。,3,1,0,1459,,2023/06/07,0
"新營主熱情接待客人，定期清潔並消毒廁所和浴室，一人一間浴室和廁所是防疫的好選擇，浴室並提供沐浴乳和洗髮乳。然而，只有A區(營本部)提供一台冷凍櫃、一台冷藏櫃、一台飲水機和一台脫水機，全區A至F區僅一台冰箱實在不足，建議增設。營地內有許多流浪貓和狗，睡前要將食物收好，以免貓咪跳上桌子找食物。晚上11點遇到熱水器沒電，所幸老闆娘值班協助更換電池，但較不能接受熱水器水壓不穩，時常不是太熱就是太冷，建議改善。這次在露營樂訂C區包區，營地介紹可容納4個營位(6*10)，附1睡帳、1客廳帳、1車位，但覺得4個營位擁擠，幾乎沒有活動空間。感謝老闆提供水球和可樂給小朋友。
此行不幸遇上3天大雨，C區積水未退，變成爛泥巴坑，行走時鞋子常黏住或滑倒，營主努力協助排除問題，搬來護草墊使用，但第一次露營如此狼狽，將許多泥土帶回家做紀念。雨後走訪A、B、D區，均無積水問題，僅C區狀態極差，營主承諾會改善。",3,1,0,1524,,2023/05/07,0
營地管理員態度和藹，惟位子規劃尚有改善空間，先到先得。,3,1,0,1554,,2022/05/07,0
營地整體來說還不錯，不過確實有幾點需要改進，如客滿時可能會稍嫌擁擠，衛浴設施雖然不錯，但營主似乎沒有定期清潔，我們帳篷旁的草地還有一隻野狗出沒，還有時會有重機車隊經過，聲音相當吵雜。可能與營地位置有關，緊鄰大馬路，因此噪音和車輛往來較多。,3,1,0,1560,,2022/05/07,0
感覺是過去頗受重視，現今卻乏人管理的營地。..可能因為大家上班忙、上課忙，所以我們包下整個營地；營地沒有大門，的確有些不安全的感覺，會有陌生人隨意開車進來，遊玩園區和使用廁所。營主只有在收錢時才出現。浴室的水，有幾間會忽冷忽熱。,3,1,0,1566,,2021/05/07,0
浴室瓦斯量不足，夜間洗澡寒冷，草莓價格低廉。,3,1,0,1567,,2021/05/07,0
"鄰近區有一條小溪，營位旁有一池青苔蝌蚪水草生態，戲水區水質不太清澈，滑溜溜的，孩童戲水要小心。缺點1.廁所很髒，每天僅固定清潔一次，須露客要求/提醒才會清潔2.營地排水慢，未提供草地墊，但可提供帆布3.營位較小，帳篷緊鄰4.洗手台旁無垃圾桶，垃圾桶無蓋，半夜會有流浪狗翻垃圾。優點1.浴室水量大，溫度穩定，提供洗髮精、沐浴乳2.設有冰箱、飲水機、脫水機，湯屋有優惠。
縮寫版：鄰近有小溪，營位旁有生態池，戲水區水質不清，滑溜要小心。缺點：廁所髒、排水慢、無草地墊、營位小、洗手台無垃圾桶。優點：浴室水量大，溫度穩定，附洗髮精等，並有冰箱等設施及湯屋優惠。
翻譯版：區域旁有一條小溪，營位旁有一池青苔蝌蚪水草生態，戲水區水質不太清澈，滑溜溜的，孩童戲水要小心。缺點1.廁所很髒，每天僅固定清潔一次，須露客要求/提醒才會清潔2.營地排水慢，未提供草地墊，但可提供帆布3.營位較小，帳篷緊鄰4.洗手台旁無垃圾桶，垃圾桶無蓋，半夜會有流浪狗翻垃圾。優點1.浴室水量大，溫度穩定，提供洗髮精、沐浴乳2.設有冰箱、飲水機、脫水機，湯屋有優惠。",3,1,0,1579,,2020/05/07,0
"關於清水溪河濱公園頂級區維護、收費標準，以及設施管理的疑慮，我提供以下幾點意見：

1. 維護成本高：由於頂級區擁有更完善的設施與景觀，維護成本也相對較高，這可能導致門票價格較貴。
2. 雨水排水問題：在下雨天時，若排水系統無法及時疏通，可能會造成區域內積水，影響遊客安全與舒適度。
3. 草皮維護：為維持草皮品質，公園當局可能需要定期修剪與澆水，這會增加營運成本，也可能影響其他遊客的休憩體驗。
4. 護墊借用機制：為確保遊客安全，公園當局可能設有護墊借用機制，但此舉可能造成行政負擔，且有可能被濫用。
5. 與鄰近場地協調：由於頂級區可能鄰近其他場地，公園當局需與這些場地管理單位協調，以確保雙方設施與服務不受影響。
6. 收費標準：門票價格是否合理，需視市場供需、設施品質、維護成本等因素而定。若價格過高，可能降低遊客造訪意願；但若價格過低，則可能無法支應維護成本。
7. 其他替代方案：公園當局可考慮其他替代方案，如部分區域免費開放，但需付費使用特定設施等，以滿足不同遊客的需求。

基於所提疑慮，建議遊客在造訪前先查閱公園官方網站或聯繫公園當局，以獲得最新資訊並確認自己的權益。",3,1,0,1590,,2020/05/07,0
狹小的活動空間，換來乾淨的環境，我還能接受。,3,1,0,1593,,2020/05/07,0
露營區公廁，維護得宜，免得一進去就看到些不雅的「藝術品」，是十分重要的。,3,1,0,1594,,2020/05/07,0
我同意，車位確實略顯擁擠，如果能包下整區，對家庭來說，應該會更舒適些，尤其是小孩子在附近，要隨時注意安全。區域周邊環境怎麼樣，聽說附近有不少不錯的登山步道。,3,1,0,1647,,2022/10/12,0
"尊敬的營主，感謝您的寶貴意見，我們很高興您對我們的設施有熱忱。我們已將您的顧慮，關於C區的排水系統及衛浴水壓，轉達給相關人員，他們將儘速檢修、改善。

關於貓咪跳上桌子的問題，我們會加強宣導，請旅客在用餐時將食物收好，以免貓咪取得。我們也會在營區內張貼提醒標語，並與工作人員合作，確保貓咪不會在旅客用餐時打擾。

再次感謝您的回饋，我們重視每一位客人的意見，這將有助於我們提供更優質的服務和住宿體驗。如果還有其他需求或疑慮，請不吝與我們分享。謝謝！

祝 旅行愉快！如有任何需求，請不吝與我們聯繫。",3,1,0,1651,,2022/06/27,0
落差預期的產生，常源於對現狀的誤判，或對未來狀況的誤解。這可能源自對資訊的不完整、對情況的誤解，或對不同因素間的複雜交互作用缺乏認知。,3,1,0,1666,,2021/03/03,0
C區浴室及廁所髒汙，蟑螂出沒，疑因業主未入住；鄰座族群夜半10點開始高聲卡拉OK，直至凌晨12點才歇，向業主反映亦無效，顯見該營地管理鬆散。,3,1,0,1669,,2020/08/21,0
我同意，交通雖是問題，但城市綠地、文化氣息，我覺得還是吸引不少遊客。,3,1,0,1672,,2020/03/04,0
基地位於山谷，夏季稍顯炎熱，廁所則髒亂未淨，沒有人願意二度光臨。,3,1,0,1673,,2019/12/23,0
"壯圍鄉B區營地 夜衝主+一般週六一晚的好處 環境清潔，靠近北埔市區，補給很方便，不用煮食也沒問題，適合輕裝露營休閒。 其他需注意的事項1. 營地照片未更新，原本在A區旁的鞦韆、水池(球池)、沙坑不知為何都消失了，記得自備遊具。2. 洗到一半沒熱水(約2030)，可能是尖峰時段的關係，沐浴乳/洗髮精的按壓器兩間都故障。3. 標示2200後安靜，但第一晚隔壁營地喝酒喧嘩到深夜，第二晚有小孩奔跑喧嘩到2230，未見營地主實際出面勸說。
翻譯如下：
壯圍鄉B區營地 夜衝主+一般週六一晚的好處 環境清潔，靠近北埔市區，補給很方便，不用煮食也沒問題，適合輕裝露營休閒。 其他需注意的事項1. 營地照片未更新，原本在A區旁的鞦韆、水池(球池)、沙坑不知為何都消失了，記得自備遊具。2. 洗到一半沒熱水(約2030)，可能是尖峰時段的關係，沐浴乳/洗髮精的按壓器兩間都故障。3. 標示2200後安靜，但第一晚隔壁營地喝酒喧嘩到深夜，第二晚有小孩奔跑喧嘩到2230，未見營地主實際出面勸說。",3,1,0,1720,,2023/12/07,0
下雨絕對不宜，礫石區一淹就成泥沼，簡直就是水鄉澤國；廁所沒有乾濕分離，雖然還是希望能至少準備有蓋垃圾�子，以減少異味及美觀度；從廁所到營地的排水，都需要加強處理。礫石區那段大斜坡，在下雨時，大人小孩都滑倒好幾次，相當危險，務必要處理。,3,1,0,1723,,2023/11/07,0
根據我的資料庫，營地老闆親切和藹，卻少了親子淋浴間，這或許是家長們的小失望，否則應該是個不錯的選擇。請你再說說，看是否能提供更多相關資訊。,3,1,0,1774,,2020/05/07,0
精緻的營地，可惜車停入後空間顯得略顯擁擠，遊戲區設計頗具創意，孩童玩得不亦樂乎，惟蚊蟲肆虐實在令人頭痛，全家人皆無一倖免，腳上至少叮了兩百多包，孩童被叮咬嚴重，只好強行撤離，否則此地確實是方便舒適的營地。,3,1,0,1778,,2020/05/07,0
在北埔市集附近，營地大小適中，通往營地的道路平坦好走，唯獨需要注意蚊子眾多。,3,1,0,1781,,2019/05/07,0
營地狹窄擁擠，鄰營喧嘩不斷，營內道路狹窄，車底刮傷磨損,3,1,0,1957,,2023/11/07,0
規劃過度，彷彿隔間套房，帳篷擺滿後，活動空間幾乎沒有；廁所潔淨度還算不錯，但以比例來說，數量仍嫌不足。,3,1,0,1974,,2023/05/07,0
營地狀況大致上還不錯，不過電箱及洗滌台共用5棟宿舍，顯然略顯不足。廁所浴室的設計，在夏天使用上，確實可能有些悶熱，淋浴間的洗手台也略顯狹小，使用上稍嫌不便。,3,1,0,1989,,2023/05/07,0
營地各區地段都不大，還好平日客流量不大，才不會顯得擁擠，唯一能賞夕陽的方向多半會被樹木擋住視線，最上層的營位緊鄰馬路，會有些許噪音，環境整體來說還算乾淨。比較讓人不滿意的是，入住時雙方約定車輛停放免費，卻在隔天要離營時才說營車無法使用電力，要額外收費！付同樣的費用，露營可以用電，車輛停放卻不能用電？這讓人覺得營主對於車輛停放較不友善，有意入住的車宿愛好者請三思。...)。,3,1,0,1996,,2022/05/07,0
"我認為你的建議很有道理，與營主溝通，找出雙方都能接受的解決辦法，是很重要的。或許可以考慮像你所提的，以時間計費，而不是以人頭計費，對參加者來說，應該會比較公平。

你可以這樣回應營主：「我理解你們需要營收來維持營地，但對我們這些只是要一起露營的遊客來說，付一筆不少錢，實在有點吃不消。我想提一個可能的解決辦法，或許可以改用時間計費，例如入場前一小時免費，之後每小時收費50元，超過兩小時則收費100元，如此一來，對我們這些只是要一起露營的遊客來說，應該會比較合理。

我知道你們需要收入，但我也希望你們能體諒我們遊客的立場，我們只是想好好享受大自然，與家人朋友共度時光，不想額外的費用影響了我們的興趣。我相信這樣的安排，應該可以讓雙方都滿意。」

這樣的回應，不僅展現出你對營主的尊重，也表明你已經認真考慮過他們的立場，並提出一個公平合理的解決辦法。",3,1,0,2005,,2022/05/07,0
環境不錯，步行至觀景台約30分鐘，景色360度無阻礙。營地巡邏費每人100元，位在道路邊的營位地質以磚塊為主，不利釘營釘。,3,1,0,2010,,2022/05/07,0
不過，還是有它的好處，像泡湯似的暖和身體，對疲累一整天的人來說，真是一大享受。,3,1,0,2045,,2020/05/07,0
濃霧濕氣，能見度極低，搭棚費時費力。,3,1,0,2047,,2020/05/07,0
初次夜遊遇濃霧，頭燈下如水珠的景象，蚊子紛飛，營地廣大，斜坡處處，冰箱龐大但位置偏遠，業者帶領露客遊覽附近景點，卻以貨車載著露客蹲坐在車斗，有安全疑慮，建議提供地圖，讓露客自行開車前往。,3,1,0,2051,,2020/05/07,0
草地寬敞，營位主人親切，卻與你所言相同，夜裡蚊蟲確實是個困擾，廁所數量也略顯不足。,3,1,0,2087,,2019/05/07,0
老闆熱中於夏日消暑飲品、園藝耕作，及經營露營區。,3,1,0,2088,,2019/05/07,0
理解您的意思，下次還是帶好洗髮精和吹風機，以免尷尬。您去過附近新開的SPA會館沒?聽說他們的按摩很棒。,3,1,0,2090,,2019/05/07,0
五月天白天高溫，午後炎熱夜晚涼爽，露水較重，草地綠意盎然，但蚊蟲稍多，廁所數量稍少，洗澡時常有人排隊，建議中午前搭帳，隔天早點收拾，避開酷暑。,3,1,0,2093,,2019/05/07,0
業者不管露客，半夜有人打麻將、喧嘩，洗澡沒熱水，孩子自己硬著頭皮洗，向業者反映，業者也無動於衷，孩子因此生病，業者亦不聞不問，夜晚溫度低，須人一一通知換瓦斯，實屬不合常理；而業者對露客漠不關心，在深夜仍有人喧嘩、嬉鬧，更是讓人不滿。,3,1,0,2111,,2024/04/23,0
擁擠是真實，住在G區，廁所、淋浴間與鄰居共用，空間確實略顯擁擠，不過整體來說，環境還算清潔。電源插座位置稍遠，需拉長電線(10M+15M)，活動空間稍嫌狹窄，而冰箱僅設置在營本部，對住戶而言，稍嫌不便。,3,1,0,2139,,2022/04/13,0
營地或許略顯擁擠，且寵物時常會闖入偷竊鞋子，聽說附近新開的寵物公園，不妨去走走。,3,1,0,2174,,2020/08/12,0
七星潭區，場地狹長，面積狹小，不敷七帳使用，已向主辦單位反應，卻未獲善意回應。,3,1,0,2188,,2019/08/03,0
蟲蟲噠真多(蟲蟲真多哎)，第七號場地太擠(超級擠，小孩子沒空間跑跳)，我不會推薦露營的。,3,1,0,2256,,2018/06/20,0
認同，營地維護得不錯，設施也還不錯，唯有廁所稍嫌不敷所需，下次還是會再去的。,3,1,0,2267,,2018/05/01,0
"寬容度似未如言；2017-12/30-31-2018-1/1A區包訂10帳，卻因故被多占用3帳，業者稱是APP預約系統錯誤，卻又不願確認他人APP預訂訊息，和事佬業者不願得罪人，卻要客人吃悶虧，雖僅一夜，然我們五個月前之訂為何不算數？ 實在很不滿，雖亦自我安慰三天(不然要我們怎麼想)，期營主下次有主見，勿再推託責任，問題出就要勇於解決。
寬容度似未如言；2017-12/30-31-2018-1/1A區包訂10帳，卻因故被多占用3帳，業者稱是APP預約系統錯誤，卻又不願確認他人APP預訂訊息，和事佬業者不願得罪人，卻要客人吃悶虧，雖僅一夜，然我們五個月前之訂為何不算數？ 實在很不滿，雖亦自我安慰三天(不然要我們怎麼想)，期營主下次有主見，勿再推託責任，問題出就要勇於解決。",3,1,0,2292,,2018/01/08,0
營位配置與網站不同，我進去還沒看到營位，就馬上去問工作人員......，感覺很差。準備要搭方形帳篷時，才發現根本太小搭不下。(我們在草地區，單人帳旁邊)方形帳篷尺寸是440*550......，營區網站上標示營位是5*5......，供大家參考。無意間。,3,1,0,2348,,2017/07/14,0
蟲子很多，浴室常見到Dior標誌。沒水，沒有飲水供應，再加上路途艱辛，開車麻煩，標誌轉進去還得花二十五分鐘，G區只有G1景點好看，可是夜景不是宜蘭市夜景，應該不會再去第二次。一千塊錢，在地方上還是可以玩得不亦樂乎。,3,1,0,2408,,2023/05/07,0
本次在草地G區露營，週末期間下了整整一整天的雨，抵達時因下雨導致濃霧，整個G區只有廁所、浴室前的微弱小燈，十分黑暗，加上營地排水不良，到處都是大小不一的水坑，增添搭帳的困難度，且因下雨濃霧，也沒能欣賞到景致。結論是：日後不會再到宜蘭露營。,3,1,0,2410,,2023/05/07,0
路況不佳，惹惱了營主，崎嶇的山路，讓他開車相當吃力。,3,1,0,2421,,2022/05/07,0
廁所數量不足，的確會造成不便，尤其是排隊等候的窘境，你覺得政府應該增設公廁，尤其是在觀光景點、公共場所，更是重要。,3,1,0,2461,,2020/05/07,0
"風景還不錯，未開發的G區，可眺望龜山島及蘭陽平原夜景，夜晚若熄燈，有滿天星斗，還有機會看到銀河。草地區小孩子超開心，中間草地很適合玩遊戲、玩沙，旁邊也有遮陽處和水區，不過水池邊緣較高，沒有上下水的地方，要注意天氣涼爽，管理員人很好、熱心，廁所衛浴清潔度高。ab區離廁所稍遠，營位若帳篷數量多，衛浴可能不夠，熱冷水控制不佳，有提供水桶，沒蚊子但這次遇到很多蒼蠅。
我在這裡住過幾次，都還不錯，符合我的預期。園區內有很多樹木和綠地，營位間隔還算寬敞，不會覺得擁擠。洗澡間和廁所都保持得乾乾淨淨，工作人員也都很親切。唯一比較不方便的是，要走一段路才到廁所和淋浴間，對年長者或小孩子來說，可能會有點累。但整體而言，我還是會再去過的，價格也還算合理。",3,1,0,2465,,2020/05/07,0
對於營地住客的行為，不滿意，學生吵鬧影響他人，老人則在深夜造成擾鄰，公共區域維護不善，熱水供應也不穩定，來此露營得碰運氣。,3,1,0,2470,,2020/05/07,0
營地雖小，海拔高度卻足，夜晚晴朗時，星辰閃爍如織，白天烈日當頭，午後不宜上山紮營，無樹蔭遮蔽，水電供應則無虞。,3,1,0,2479,,2019/05/07,0
我同意G區夜景確實迷人，但公共區域的清潔維護，確實有待加強，遊客的衛生意識也需再加強！。,3,1,0,2492,,2019/05/07,0
生日在那兒過真不愉快，從台7甲線上下來，轉一轉沒路燈的路，至少也得開20分鐘，夜衝要小心；營區蚊蟲超多，還沒有飲水機，有住宿的朋友要注意。營地上的照片應該是N年前的事了，一晚1000元，還有許多更好的選擇。,3,1,0,2537,,2022/12/08,0
我在G區營地白天夜晚看風景，確實是兩回事！綠油油的草地營位，草長到膝蓋，那份感覺卻好久沒整理過了！時時都有虎頭蜂在飛舞呢！設施上，衛浴設備、冰箱冷凍櫃都方便得很，淋浴間和廁所卻是分開的，衛浴的清潔就比較不盡理想了！營地最大的賣點還是風景，尤其是G區，可以賞到夜景和龜山島，真的是不錯！。,3,1,0,2540,,2022/08/01,0
下雨天，卻不見泥濘，孩童仍嬉戲玩耍，樂在其中。,3,1,0,2544,,2022/04/08,0
普通，我會把環境整理乾淨，確保設備運作順暢。這是維持高生產力和品質的基本。,3,1,0,2547,,2021/11/22,0
二度光臨G區營地，發現位子狹小，營地規劃有待改善。營地內車輛停放凌亂，公共空間狹窄，帳篷前經常有其他車停放。營地收費18元，卻僅提供2間廁所、4間淋浴間，水溫時冷時熱。提供2台冰箱卻無法冷藏，食物腐壞，不便於洗滌處在廁所區，洗滌不便。晚上跳電頻繁，早上5時30分亦曾跳電，夏日無電扇可吹，須早起收拾帳篷。優點是風景秀麗，夜晚睡眠涼爽。強烈建議勿訂房G區營地。,3,1,0,2562,,2020/06/29,0
草地維修、階梯修繕、浴室蟲害處理。,3,1,0,2570,,2020/02/22,0
連假期間雨勢不小，卻仍見營區客滿，設施明顯不足以應付滿載，另發現原有冰箱略顯不潔，期許能增設冷凍式分離式冰箱。,3,1,0,2574,,2019/07/17,0
