content,rating,status,type,label,sequence_num,publishedDate,text
一帳一千，收費偏貴新開的營地，草皮還在整理樸實無華，表現中庸沒什麼記憶點另外，山區隔壁的住戶早晚一直吹直笛，很吵,4,1,1,1,624,2022/05/06,一帳一千收費偏貴新開營地草皮還在整理樸實無華表現中庸沒什麼記憶點山區隔壁住戶早晚吹直笛吵
老闆講話非常不客氣停電、洗澡水冷熱不穩定都來了到服務中心詢問事情還被冷嘲熱諷進去營地的路都是落石十分危險,1,-1,1,0,1289,2022/05/06,老闆講話客氣停電洗澡水冷熱穩定服務中心詢問事情還被冷嘲熱諷營地路落石危險
1.營主大姐親切。夜衝會主動聯繫、抵達時，會介紹環境並先收費。但，主動提供明星花露水驅除小蟲。2.浴廁為鐵皮屋頂，空間較小（有提供臉盆、水桶、吹風機）。廁所男有小便斗、皆為馬桶。3.有冰箱，但冷度有限。4.臨溪。但下溪不易，需小心。溪面平緩，有一處深度較深（約140公分）建議玩水安全配置要有。5.有野貓6.夏天好熱啊！,5,1,1,1,5652,2023/05/06,營主大姐親切夜衝會主動抵達時介紹環境先收費主動提供明星花露水驅除小蟲浴廁為鐵皮屋頂空間提供臉盆水桶吹風機廁所男有小便斗皆為馬桶冰箱冷度有限臨溪下溪不易需小心溪面平緩一處深度深約140公分建議玩水配置野貓夏天好熱
地方給很大，廁所很乾淨熱水很充足穩定都是燒柴的唷！很棒的露營經驗 …,5,1,1,1,5165,2023/05/07,地方很大廁所乾淨熱水充足穩定燒柴唷很棒露營經驗
風景好，場地乾淨，花很漂亮，但缺少了兒童玩樂設施,4,1,1,1,2019,2019/05/08,風景場地乾淨花很漂亮缺少兒童玩樂設施
開新帳篷獻給這個營地，很開心幾乎沒什麼蚊蟲！包區空間不錯，朋友住貨櫃屋也舒適（寒流來有暖氣羨慕死搭帳的我們）小孩玩起來空間大也安全～營主還很熱情唷！推薦 …,5,1,1,1,1541,2022/05/07,開新帳篷獻給營地開心沒什麼蚊蟲包區空間不錯朋友住貨櫃屋舒適寒流來暖氣羨慕死搭帳小孩玩起來空間營主還熱情唷推薦
廁所乾淨舒服洗澡的水壓及水溫都很夠吹風機更是大又有力旁邊就有德芙蘭步道可爬山小朋友有瑜珈球，水池、沙坑可玩還有小免子可以餵食可以感受到營主的用心不定時的會掃廁所收圾垃,5,1,1,1,994,2022/05/07,廁所乾淨舒服洗澡水壓水溫很夠吹風機更是旁邊德芙蘭步道爬山小朋友瑜珈球水池沙坑可玩小免子餵食感受營主用心定時掃廁所收圾垃
營主待人親切.熱心.營區戲水.螢火蟲生態解說,5,1,1,1,3994,2019/05/29,營主待人親切熱心營區戲水螢火蟲生態解說
那麼多露營區～最推這家100分！！老闆娘老闆人超好 很親切服務超喜歡～還有看得到很漂亮的夜景上來放鬆真的心情超舒服唷保證不會失望的露營區首選就在這！,5,1,1,1,902,2024/01/09,露營區推這家100分老闆娘老闆人超親切服務超喜歡很漂亮夜景放鬆真的心情超舒服唷保證失望露營區首選
老闆娘有在顧草皮 保養的超棒 環境也很乾淨但露營區在馬路旁偶爾有車輛吵雜聲第一次單人機車露營就有很好的體驗會想要二刷的營地！,5,1,1,1,4717,2023/05/06,老闆娘顧草皮保養超棒環境乾淨露營區在馬路旁車輛吵雜聲第一次單人機車露營體驗想要二刷營地
臨時約團來個機車露營，在落羽松下覺得唯美小區域剛好適合我們幾個小帳,5,1,1,1,3396,2023/07/06,臨時約團來機車露營落羽松下唯美區域適合幾個小帳
老闆熱情親切，收費平價·烤肉之餘也可玩水，也可散步到玉門關瀑布！,5,1,1,1,3424,2023/05/07,老闆熱情親切收費平價烤肉之餘玩水散步玉門關瀑布
不錯的營區，營主常打掃，排水很ok，低底盤(12cm)油電車也能陡坡直上入營區,5,1,1,1,1130,2021/05/07,不錯營區營主常打掃排水ok低底盤12cm油電車陡坡直上入營區
洗澡的地方很小間  而且洗澡很燙沒辦法調。洗澡水很燙 ，要馬很燙要馬冷的....冬天要命,4,1,1,1,772,2023/12/05,洗澡地方很小間洗澡燙辦法調洗澡水燙馬燙馬冷冬天要命
環境很好，當天下大雨但是雨棚很堅固，碎石地也完全不積水，很棒的地方,5,1,1,1,5913,2020/05/06,環境天下大雨雨棚堅固碎石積水很棒地方
營主超熱情，有在地導覽行程竹筒飯體驗，晚上還有搗麻糬、晚會。,5,1,1,1,50,2018/05/07,營主超熱情導覽行程竹筒飯體驗晚上搗麻糬晚會
營區雖然不大，但衛浴乾淨，小朋友設施豐富完善，是會讓人想再去的營地,5,1,1,1,5328,2022/04/11,營區衛浴乾淨小朋友設施完善想營地
廁所衛浴乾淨，營主親切。碎石區露營下雨天很方便,5,1,1,1,1852,2022/05/06,廁所衛浴乾淨營主親切碎石區露營下雨天
整體環境非常乾淨舒適，營主人很親切。下午提供挫冰、鬆餅，晚上還有團康活動，謝謝營主這麼用心招待！小孩們玩的開心、吃的也很開心唷！！下次有時間再安排家人到湯尼瑪麗露營。,5,1,1,1,1714,2021/04/23,整體環境乾淨舒適營主人親切下午提供挫冰鬆餅晚上團康活動謝謝營主用心招待小孩玩開心吃開心唷下次時間安排家人湯尼瑪麗露營
什麼都要收費，廁所環境衛生差。說真的露營的話真的來錯地方了，晚上連燈都沒有，廁所距離遠。差差,2,-1,1,0,113,2020/05/08,收費廁所環境衛生差說真的露營真的來錯地方晚上連燈廁所距離遠差差
營區是狹長形的，剛好訂到C區最擁擠的一區。小孩只能到別區玩耍。廁所算蠻乾淨。洗澡熱水也夠熱，只是間數很少，洗澡需避開熱門時段，否則需要等待。缺點是蚊子超多，在有擦防蚊液的狀況下，全身總共被叮了17包，癢了4.5天。,3,0,1,0,4363,2023/12/07,營區狹長形訂到C區最擁擠一區小孩只能別區玩耍廁所算蠻乾淨洗澡熱水夠熱間數洗澡需避開熱門時段等待缺點蚊子超多擦防蚊液狀況全身總共叮17包癢4.5天
整體環境還可以但時不時就來巡邏，看看是不是又有來訪客，有的話一台車要收300，還一台一台錄影存證，還真不是付不起，只是那個態度不敢恭維，露這麼多次也沒遇過停車費收這麼勤的營主呢，（但照平台規定ok，也都有照付），最後要離開時，應該是營區的員工，過來要我們收護草墊，我們當然很樂意幫忙復原（那我是不是也要搬出平台規定沒必要將護草墊復原？），當然最後還是有將護草墊集中，不過那員工的態度真的也是有待加強..都不能好好說話嗎，第一次遇到這種態度的！補一開始的回覆還不承認有錄影我們的車輛，結果後面又可以拿出我們車輛的影片？而且說唱歌影響到其他露友的品質，當時才晚上7點而已（平台規定是晚上10點後不能唱歌），也才唱兩三首，也不是說很大音量，就來說影響到其他營位的露友，都不知道是不是真的有其他露友反應，而且態度都並不友善！,1,-1,1,0,149,2022/05/07,整體環境時不時巡邏來訪客一台車要收300一台一台錄影存證還真付不起態度不敢恭維露遇過停車費收勤營主但照平台ok照付要離開時營區員工收護草墊樂意幫忙復原搬出平台將護草墊復原將護草墊員工態度真的有待好好說話第一次態度補一回覆還不承認錄影車輛拿出車輛影片唱歌影響露友品質晚上點平台晚上10點後唱歌唱兩三首說很大音量影響營位露友真的露友態度友善
很用心的營區。非雨棚區的營位，加上停放車子後，空間不太足夠，建議減少帳數,5,1,1,1,2273,2020/06/23,用心營區非雨棚區的營位停放車子空間不太足夠建議減少帳數
4/8-4/9第一次來選了靠森林系這邊 ，蟲鳴鳥叫超療癒的馬月台的百萬夜景獨一無二的真的很美 會在來的 …,5,1,1,1,3442,2023/05/09,第一次來選森林系蟲鳴鳥叫超療癒馬月台百萬夜景獨一無二真的美
營主很nice，浴廁很乾淨，熱水很穩定，還備有提供給露友熱水洗餐具的流理檯，餐具即使低溫也不會油油膩膩，能洗乾淨。營區很乾淨沒蟑螂，場地也夠開闊，草皮養護的很好，感覺的出營主的用心，每區都有獨立浴廁，聽說各區都有提供冰箱，除了我們這次訂的E區，但E區有美麗的景色。雖然各區的道路很陡，但是個很值得再訪的營區，建議最好是包區，會提升很大的愜意舒適度。,5,1,1,1,2417,2022/05/07,營主nice浴廁乾淨熱水穩定備有提供給露友熱水洗餐具流理檯餐具低溫油油膩膩洗乾淨營區乾淨蟑螂場地也夠開闊草皮養護感覺出營主用心每區獨立浴廁聽說各區提供冰箱訂E區E區有美麗景色各區道路陡值得再訪營區建議包區提升很大愜意舒適度
11/05來農家樂營區露營️也是第一次來到南投這個地方露營營主熱情，又很體諒我們從較遠地方來所以也體貼請我們慢慢來不要趕環境乾淨，冰箱很大，廁所與廁所明亮乾淨是一個會讓我二露的營區這次搭的是B區位置如果喜歡搭雨棚的這個你不要錯過,5,1,1,1,4722,2023/05/08,1105農家樂營區露營️第一次來到南投地方露營營主熱情體諒較遠地方體貼請慢慢來環境乾淨冰箱很大廁所廁所明亮乾淨二露營區搭B區位置喜歡搭雨棚錯過
蒼蠅超多….菜很普通，第一次看到芋頭米粉的芋頭煮到黑色，問店員問什麼是黑的，店員說不要吃？？？？？,1,-1,1,0,5545,2023/07/07,蒼蠅超多菜第一次芋頭米粉芋頭煮黑色問店員問黑店員說吃
此次我們營位位在景觀A2區.帳與帳之間超擁擠的一點空間感都沒有…去之前雖然知道營主有增加營位位置（跟之前的營位不一樣），但不知道是變成這麼擠的位置…一個帳位變成約莫是5*8天幕大（不建議帶5*8天幕），人一多廁所就髒、臭，營主也沒有勤於打掃夾垃圾….除了景色尚可以外…其他真的讓人蠻失望的。,3,0,1,0,6152,2024/04/09,營位位景觀A2區帳與帳之間超擁擠一點空間感營主有增加營位位置營位擠位置帳位約莫天幕建議天幕人一多廁所髒營主勤於打掃夾垃圾景色尚可真的人蠻失望
好棒。轉彎車子上不去（車的問題）？！但很舒服,4,1,1,1,3207,2021/08/16,好棒轉彎車子上不去車的舒服
"規範禁止卡拉ok，通知營主也消極處理，明顯管理失當，若要尋求有品質的露營地,，此地完全不推薦。",1,-1,1,0,3248,2023/11/07,規範禁止卡拉ok通知營主消極管理失當尋求品質露營地推薦
電壓不足，衛浴設備也不足有點髒髒，營位旁沒有水槽，水槽全集中在廁所旁，下雨天刷牙洗臉需打傘，連個遮雨棚都沒有，讓人有點失望,2,-1,1,0,2311,2018/05/07,電壓衛浴設備髒髒營位旁水槽水槽全廁所旁下雨天刷牙洗臉需打傘連個遮雨棚失望
風景美 最讚的營主 最好吃的烤魚 最佳地點 露營初學者也可以考慮 …,5,1,1,1,4502,2021/05/08,風景美讚營主好吃烤魚最佳地點露營初學者
這裡有池塘可釣魚，也有溪邊捉蝦，環境優雅，喜歡清靜的朋友，很適合。,5,1,1,1,4691,2019/05/06,池塘釣魚溪邊捉蝦環境優雅喜歡清靜朋友適合
一個不錯的營地小而美，咖啡也好喝，營主也有盡到應盡的責任10點半要求露友降低音量，是個盡責的營主 。,5,1,1,1,5461,2022/05/07,不錯營地小而美咖啡好喝營主盡到應盡責任10點半露友降低音量盡責營主
中央最大的池子已經圍起來了，因此周遭有很多的牛蛙，晚上會開party，聲音很壯觀，要記得戴耳塞。上游的溪水潺潺，但周圍有蜘蛛絲跟蚊蟲的干擾，要下去玩水似乎要斟酌一下。另外，小黑蚊跟大隻蚊的班表應該有協調過了，前面的大約是上午11：00開工，後面的是在黃昏前開始出門覓食，所以3瓶防蚊液很快就會耗盡，出門在外露營本來就需要跟大自然相處，充分準備才能玩得愉快。,1,-1,1,0,5820,2022/05/07,中央池子圍起來周遭牛蛙晚上會開party聲音壯觀記得戴耳塞上游溪水潺潺蜘蛛絲蚊蟲干擾玩水斟酌一下小黑蚊大隻蚊班表協調過了上午1100開工黃昏前出門覓食瓶防蚊液很快耗盡出門在外露營本來大自然相處充分準備玩得愉快
是個很方便露營區，有買什麼都有，還可以叫熊貓，但是老闆，這麼好的營地，希望你可以再好好規劃。動先區分真的很不明顯，洗澡的地方真的有點少，重點是…….希望你可以想想辦法除一下蟲，蚊子真的真的真的太多了，噴了超多超多防蚊液，點了超多超多蚊香，但全身被叮了187個包，真的不誇張，可能我是比較酸性體質容易被咬，但蚊子真的太多了。我是很樂意再去，但真的希望老闆改善一下。,4,1,1,1,150,2023/07/07,露營區買熊貓老闆營地希望好好規劃動先區分真的洗澡地方真的少重點希望想想辦法蟲蚊子真的真的真的太多噴了超多超多防蚊液點了超多超多蚊香全身叮187包真的誇張酸性體質咬蚊子真的太多樂意真的希望老闆改善
下雨後起霧會超美的一個地方這次在A區靠最外側山路崎嶇會暈車的一定要吃藥蒼蠅很多、有供電、有熱水、寵物友善,5,1,1,1,299,2023/09/08,下雨起霧超美的地方區靠外側山路崎嶇暈車吃藥蒼蠅供電熱水寵物友善
我已經在新竹怡然自德露營區營區來過三次了，這裡的營區非常乾淨和舒適。我很喜歡這裡的環境，非常適合與家人和朋友一起享受戶外生活，體驗露營的樂趣。這個營區設施齊全，提供了所有我們需要的東西。它們的露營區非常寬敞，設備也很齊全，並且一直保持著非常高的清潔度。工作人員也非常友好和樂於助人，總是願意回答我們的問題，提供我們所需的幫助。總的來說，我非常推薦新竹怡然自德露營區。這裡的環境舒適，乾淨且非常寬敞，設備完善。如果您正在尋找一個理想的露營區，這裡是一個非常不錯的選擇。,5,1,1,1,5365,2023/05/07,新竹怡然自德露營區營區來過三次營區乾淨舒適喜歡環境非常適合家人朋友享受戶外生活體驗露營樂趣營區設施齊全提供東西露營區寬敞設備齊全著高清潔度工作人員友好樂於助人回答提供需推薦新竹怡然自德露營區環境舒適乾淨寬敞設備完善尋找理想露營區不錯選擇
雖然露營的場地（多區硬地）跟地點（馬路旁）稱不上最佳最合適的地點，但是但是！廁所絕對乾淨（地板乾，牆壁乾淨，馬桶乾淨，磁磚漂亮），是可以在整個廁所赤腳走來走去那種（由於我們是兩帳包場）沒有用到冰箱，所以無法評論，但飲水機放在室外，上頭卻完全沒有灰塵！ 唯一的缺點，說真的蚊子跟小黑蚊特別多， 推薦穿薄長褲跟長袖以及大量防蚊液來保護自己跟小朋友。還有一些隱翅蟲，要小心不要拍打或捉不知道的昆蟲。還有露營不就是想到野外去看看一些跟都市不一樣的地方嗎！春天來訪，沿路到營裡的花都很美麗，油桐，牽牛，泰國櫻，荷花夜裡人超級nice的老闆跟闆娘帶著我們散步看滿坑滿谷的螢火蟲，太喜歡了。旁邊的水社水尾溪，現在水量少，看起來有點像大排，不過有魚有蝦還有蟹！還有看到幾隻蜂鳥。附近林裡也看到猴子的蹤跡，太棒，太值了， 推薦平日來包帳！ 因為這些就是人一多 就會看不到的景象。,5,1,1,1,2424,2021/05/08,露營場地多區硬地地點馬路旁稱不上最佳最合適地點廁所乾淨地板乾牆壁乾淨馬桶乾淨磁磚漂亮廁所赤腳走來走去那種兩帳包場用到冰箱評論飲水機放在室外上頭灰塵唯一缺點說真的蚊子小黑蚊特別推薦穿薄長褲長袖防蚊液保護小朋友隱翅蟲小心拍打捉昆蟲露營想到野外都市地方春天來訪沿路營裡花都美麗油桐牽牛泰國櫻荷花夜裡超級nice老闆闆娘著散步滿坑滿谷螢火蟲太喜歡旁邊水社水尾溪水量少有點像大排有魚蝦蟹幾隻蜂鳥林裡猴子蹤跡太棒太值推薦平日包帳因為人一多看不到景象
小而美的營區，營主親手打造的設施超新超乾淨，霧散去還有無敵夜景！營主夫婦的熱心健談，下次還會再去！,5,1,1,1,3100,2019/01/13,小而美的營區營主打造設施超新超乾淨霧散無敵夜景營主夫婦熱心健談下次還會
露營區位於300多公尺，視野遼闊，可以看見兩山之間的河谷景觀，早上六點二十分，迎來了晨曦，由明到亮，晚上夜遊不時出現希奇小昆蟲，還可居高臨下觀賞萬家燈火，晚上睡覺時蟲鳴蟬聲伴你到天明；老闆很親切，如有收成，還會分享我們，衛廁也乾淨整潔，不失理想的營地。,5,1,1,1,6508,2022/05/07,露營區位於300公尺視野遼闊兩山之間河谷景觀早上六點二迎來晨曦由明亮晚上夜遊希奇昆蟲還可居高臨下觀賞萬家燈火晚上睡覺時蟲鳴蟬聲伴天明老闆親切收成還會分享衛廁乾淨整潔不失理想營地
風景超好！老闆娘人也超好！推推園區還有鹿鹿 一級棒,5,1,1,1,3006,2023/05/07,風景超好老闆娘超好推推園區鹿鹿一級棒
本身營區就是停車場兼露營區，洗手台及衛浴都是一組，場地不大算是小而精美，好像擴建的計畫。,5,1,1,1,6330,2022/05/07,營區停車場兼露營區洗手台衛浴一組場地算是小而精美好像擴建計畫
營地設備偏普通，有一組插座是壞掉的16個人兩天只使用了3.4包衛生紙，廁所常常沒有補衛生紙，不夠即時的補充,1,-1,1,0,5787,2023/05/09,營地設備偏一組插座壞掉16兩天3.4包衛生紙廁所補衛生紙即時補充
很安靜 很乾淨的營地 雖這次露營首次遇上了雨天 心中的不安營主都能有耐心地給了很大的協助，感謝營主的熱情，給了我們難忘的回憶，謝謝星光山夜 我們還會再光顧的！^^,5,1,1,1,3362,2021/05/07,安靜乾淨營地露營首次遇上雨天心中安營主都耐心地給很大協助感謝營主熱情給了難忘回憶謝謝星光山夜還會光顧
營主熱情，會寒軒小聊。營區蚊蟲蒼蠅少~營主說會定期消毒，很棒的營區，會再訪~,5,1,1,1,5140,2022/05/19,營主熱情會寒軒小聊營區蚊蟲蒼蠅少營主說定期消毒很棒營區再訪
老闆親切，但管理占地八甲地真的很難顧好露營區，廁所乾淨是我可以接受下次再去的原因,3,0,1,0,1838,2021/05/07,老闆親切管理占地八甲真的難顧露營區廁所乾淨接受下次原因
很棒的露營地！我們很幸運能在櫻花盛開的時間來到這裡。這是一個可以同時看到不同風景的好地方。櫻花，星夜，雲落，櫻花落。設施簡單但乾淨。你可以在這裡買到野生蜂蜜。考慮到這裡的水源非常有限，建議盡量減少使用餐具並提前清洗食物。,5,1,1,1,340,2020/05/07,很棒露營地幸運櫻花盛開時間來到這是風景地方櫻花星夜雲落櫻花落設施簡單乾淨買野生蜂蜜水源有限建議量減少餐具提前清洗食物
四月去蒼蠅沒有想像中那麼多，但有蚊子，這次去車子沒電，營主還很熱心的開車去鄰居家借接電的給我們，小而美的營地，環境也好，有機會會再造訪。,5,1,1,1,5423,2022/05/07,四月蒼蠅想像中蚊子車子沒電營主還熱心開車鄰居家接電的給小而美的營地環境機會造訪
營主是很和善但營位區畫不夠完善，先來先搭，,3,0,1,0,5863,2022/05/07,營主是和善營位區畫完善先來先搭
"帳帳相連,規劃很差,一家烤肉萬家香,有夠吵的。超收了吧!",1,-1,1,0,2012,2023/05/08,帳帳相連規劃很差一家烤肉萬家香有夠吵超收
老闆夫婦待人誠懇，泡茶招待及導覽美景！近期內將再度重遊。,5,1,1,1,3360,2021/05/07,老闆夫婦待人誠懇泡茶招待導覽美景近期內再度重遊
用心經營的優質營區。太喜歡營主的海派個性了聊天聊得很愉快還提供水球給孩子們小朋友玩水也玩的很開心一定要再揪團前往這麼棒的營區不推不行啊,5,1,1,1,6466,2022/09/20,用心經營優質營區太喜歡營主海派個性聊天聊得愉快提供水球孩子小朋友玩水玩開心揪團前往棒營區推不行
近郊但有巨黑蚊。主人家很友善 自有湖在露營地滿不錯但蚊子很驚人 超大又多，沒看到浴廁,4,1,1,1,665,2019/03/31,近郊巨黑蚊主人家友善自有湖在露營地不錯蚊子驚人超大浴廁
很好的營地。營主超級熱情，也很用心在維護營地，會想再來一次,5,1,1,1,4817,2023/12/25,營地營主超級熱情用心維護營地會想再來
落日下的雲海很美 營位很寬 空間很大感覺很放鬆  營位獨立不會跟鄰帳互相干擾,5,1,1,1,2768,2019/01/02,落日雲海美營位寬空間很大感覺放鬆營位獨立鄰帳干擾
園區整體算乾淨，廁所也很乾淨。美中不足就是g區離衛浴廁所很遠，冰箱也離很遠，煮個東西光跑一趟冰箱就很累，g區只有一間蹲式廁所，小孩不會蹲，剛好遇到廁所有人，就直接拉在褲子上。山區蟲子多是正常，但是居然有不知道是什麼的大螞蟻會咬人，回來腳上都三四個包，裡面有很刺痛的感覺。露營那麼多次，第一次被限制帳篷只能睡四人，多了要加收人頭費，還不看年齡，只要是人超過四個就收錢。,1,-1,1,0,6140,2024/04/07,園區整體算乾淨廁所乾淨美中不足g區離衛浴廁所很遠冰箱很遠煮東西光跑一趟冰箱累g區一間蹲式廁所小孩蹲廁所有人拉褲子山區蟲子螞蟻咬回來腳上三四個包刺痛感覺露營第一次帳篷只能睡四人加收人頭費還不看年齡超過四個收錢
1.石頭地雖然沒有爛泥，但是不好紮釘2.租借帳篷完全不會搭，也沒幫搭，也沒教學，還好有朋友一起研究3.進來完全沒見到營主，也不知道去向，不像別家的熱情4.要自己收帳（完全自己處理，但價錢比外租還貴）5.充氣墊也沒有電充，還好有朋友，不然不知道要踩到什麼時候以上都覺得還好，畢竟就是讓初學者體驗露營6.不能接受就是洗澡水嚇死人的超燙又超冷完全無法洗，後來乾脆不洗了調一點就超級燙到要熟7.小孩玩樂的很少也很遠，無法在附近就能看到小孩初露！也許別家也這樣但是朋友是常露，都覺得這一切很不可思議環境很安靜，離老街也挺近就是希望能改善這些不然真的只會去一次而已。,3,0,1,0,3993,2020/05/06,石頭爛泥不好紮釘租借帳篷搭幫搭教學還好朋友研究見到營主去向不像別家熱情收帳價錢比外租還貴充氣墊電充還好朋友踩到還好初學者體驗露營接受洗澡水嚇死人超燙超冷洗乾脆不洗調一點超級燙熟小孩玩樂很遠小孩初露也許別家朋友常露不可思議環境安靜老街挺希望改善真的只會
場地設施完備，熱水燙；營主會帶隊至週邊植物環境導覽！,4,1,1,1,4504,2019/05/07,場地設施完備熱水燙營主會帶隊週邊植物環境導覽
跨年發生小插曲 好險天公還賞臉給了個好天氣！入夜開始整區不間斷大跳電  超低溫 連暖氣都無法好好發揮作用…伴隨不安尖叫聲也蠻…難安心的。廁所規劃太特別，可能想說洗澡的人會想要一起上廁所的概念 所以衛浴和馬桶一起 ，導致廁所只有兩間..朋友和小孩洗澡竟然洗到沒有熱水 不是很熱就是冷水在這種天氣真的是一種考驗 很擔心小朋友會感冒！最最最重要的是…靠近溪水旁安全措施做得很不ok！隨時小孩靠近都有掉落的危機，小孩要盯很緊不然真的蠻危險的其實，出們在外安全第一嗯嗯 加油！,1,-1,1,0,2313,2022/05/06,跨年發生插曲好險天公賞臉給了天氣入夜整區不間斷大跳電超低溫暖氣好好發揮作用伴隨不安尖叫聲難安心廁所規劃太特別想說洗澡人會想要廁所概念衛浴馬桶導致廁所兩間朋友小孩洗澡洗熱水很熱冷水天氣真的一種考驗擔心小朋友感冒最最靠近溪水旁安全措施做ok小孩靠近掉落危機小孩盯緊真的危險出們在外第一加油
知性、休閒、自然、野趣的露營區。在營區裡渡過了24小時，感受到營主對部落文化的熱情與愛護，也被營主的幽默深深吸引，領略了不同以往的露營新感受。我將這次的經驗剪輯成影片，讓大家快速了解營區的服務內容與營主的熱情，希望大家會喜歡。YT頻道：河馬愛什麼       @hippolovesunny                         https://youtu.be/GZKSjICsa84,5,1,1,1,2966,2023/01/13,知性休閒自然野趣露營區營區裡渡過24小時感受營主對部落文化熱情愛護營主幽默深深吸引領略以往露營新感受我將經驗剪輯成影片快速營區服務內容營主熱情希望喜歡YT頻道河馬愛hippolovesunnyhttpsyoutubeGZKSjICsa84
露營狀況尚可，廁所不太乾凈，野貓數量及情況嚴重，會一直來偷東西吃騷擾你，睡覺最為誇張， 會一直翻東西發出很多聲音， 食物的保管要非常小心,2,-1,1,0,192,2021/05/07,露營狀況尚可廁所不太乾凈野貓數量情況嚴重偷東西吃騷擾睡覺最為誇張翻東西發出聲音食物小心
小巧可愛的營區有步道 可賞櫻步行5分鐘更有鄒族文化部落可以參觀看表演來這露營 行程滿滿 不虛此行,5,1,1,1,5352,2021/05/07,小巧可愛營區步道可賞櫻步行分鐘鄒族文化部落參觀表演露營行程滿滿不虛此行
營主熱情，風景漂亮，水槽有熱水可以洗碗真的太貼心了，值得再去 …,5,1,1,1,6000,2023/05/07,營主熱情風景漂亮水槽熱水洗碗真的太貼心值得
週五夜衝一帳包場（2晚$1350）晚上睡覺聽得到溪水的聲音東西買不夠的話營主有開柑仔店價格還算合理人也很好.近老鷹溪可以踏踏水隔天有遇到團露的釣友非常幸運分到一盤香魚.本來以為會遇到螢火蟲結果營主說量很少.缺點：白天有少少的大蒼蠅（振翅有聲那種）營地在溪谷內所以沒啥大景看不見的蚊子無意中會被叮（蚊香防蚊液無用）還很毒的.叮完超癢有流浪狗晚上食物要收.早上起來發現天幕圍布被尿尿做記號了.優點：是塑膠墊高的棧板不怕有昆蟲一直跑到帳篷裡不下溪水營區有戲水池,4,1,1,1,2719,2024/04/23,週五夜衝一帳包場晚1350晚上睡覺聽溪水聲音東西買營主有開柑仔店價格算老鷹溪踏踏水隔天團露釣友幸運分一盤香魚本來以為螢火蟲營主說量缺點白天少少的蒼蠅振翅有聲那種營地溪谷大景看不見蚊子無意中會叮蚊香防蚊液無用還很毒叮完超癢流浪狗晚上食物要收早上發現天幕圍布尿尿做記號優點塑膠墊高棧板昆蟲跑帳篷裡溪水營區有戲水池
很棒很新的營區，營主人很好。廁所很新很乾淨，唯獨通風不良，很悶熱。泳池水有些許髒，有換水會更棒，其他設備都很棒,5,1,1,1,5347,2017/09/29,很棒新營區營主人廁所新乾淨唯獨通風不良悶熱泳池水有些許髒換水棒設備很棒
既然要寫評論，就不能違心之論先說優點1：室內兒童室很大很棒，也有蚊子電影院2：營主人不錯缺點1：小黑蚊多到不像話，不管白天到黑夜，蚊香，防蚊液都用了，依然被叮快100包（一個人）2：雨天排水系統等於0    遇到下雨地上都是積水泥濘3：旁邊是馬路，夜晚車聲大，難以入睡總結：因為小黑蚊關係，嚇到了，不會考慮回露,2,-1,1,0,5557,2023/05/07,寫評論違心之論先說優點室內兒童室很大很棒蚊子電影院營主人不錯缺點小黑蚊多到不像話白天黑夜蚊香防蚊液依然叮快100包雨天排水系統等於下雨地上積水泥濘旁邊馬路夜晚車聲難以入睡因為小黑蚊關係嚇到回露
草地綠油油的，山景也美，來露營變的更舒服了。,5,1,1,1,3947,2020/05/07,草地綠油油山景美露營變舒服
露營區規劃區域佳，小朋友遊戲區也棒，營主人員很親切，讚喔！,4,1,1,1,3571,2022/05/06,露營區規劃區域佳小朋友遊戲區也棒營主人員親切讚喔
全新營地，小包區，厚厚的草皮，乾淨的廁浴，露營第一晚時遇大風下雨停電，隔日起來，排水良好，不見積水情況，營主所有大小事都親力親為，帶活動跳舞、搗麻吉、煮桂竹筍、健行導覽溪口台吊橋...等，要不是因為天況不好，相信營主還會有更多活動帶領我們導覽他的家鄉，很喜歡這營地，有小朋友的大型充氣跳跳堡， 戲水池還在興建中，這裡一定會規劃的更美更好，我們一定還會再來。,5,1,1,1,5204,2018/05/07,全新營地小包區厚厚的草皮乾淨廁浴露營第一晚時遇大風下雨停電排水不見積水情況營主大小事親力親為活動跳舞搗麻吉煮桂竹筍健行導覽溪口台吊橋因為天況不好營主還會活動帶領導覽家鄉喜歡營地小朋友大型充氣跳跳堡戲水池還在興建中規劃美更好還會再來
更新露營樂營地資訊。1. 「與網站圖片不符」，更新露營樂的營區資訊，提供增設的營地以及設施與現況樣貌才不會產生落差感。2.  「熱水極冷極熱」，在D區上方的浴室，在帳篷內就可以聽到浴室的慘叫聲，連收帳後都沒人使用的情況下也是難以控制水溫,3,0,1,0,5992,2022/04/10,更新露營樂營地資訊網站圖片不符更新露營樂營區資訊提供增設營地設施與現況樣貌落差感熱水極冷極熱D區上方浴室帳篷聽到浴室慘叫聲收帳沒人情況難以控制水溫
雖然難逃新帳魔咒而遇雨，但也欣賞到園區迷濛的落羽松美景。有很棒的腹地(九九莊園)可以溜小孩。,5,1,1,1,779,2020/10/07,難逃新帳魔咒遇雨欣賞園區迷濛落羽松美景很棒腹地九九莊園溜小孩
