content,rating,type,status,sequence_num,tokenization,publishedDate,origin,label
老闆的態度很不好，而且浴室沒有熱水。,1,1,-1,521,,2022/05/06,0,負向
冷熱水的溫度非常不穩定，只有非常燙或者非常冷兩種選擇，而且還經常跳電。,1,1,-1,523,,2022/05/06,0,負向
老闆說話的態度很惡劣，停電、洗澡水溫不穩定等問題都出現了，前往服務中心詢問事情時也被冷嘲熱諷，路上還有落石，非常危險。,1,1,-1,524,,2022/05/06,0,負向
這段句子的意思是：在一個訂了三天兩夜的飯店住宿經驗中，熱水溫度總是太低而讓小孩受涼發抖，而且老闆的態度也很差，甚至有誇張的行為怠慢客人，生意太好時還嫌麻煩。在結帳時也表現出跋扈的態度，整體印象很差，推薦改去住尖石。,1,1,-1,525,,2022/05/06,0,負向
這個住處的衛浴設備有點不足，需要跟其他區的人共同使用四間浴室和廁所，可能會遇到洗澡和早上上廁所要排隊的情況；而且熱水供應不太穩定，有時候會有溫度忽冷忽熱的情況；另外，營主的服務態度也不太好。,1,1,-1,529,,2022/05/06,0,負向
營地主人的態度很差，甚至說要讓客人趕快離開山上。,1,1,-1,530,,2022/05/06,0,負向
營地的老闆態度很差，我不建議你去那裡，他甚至會要求客人下山離開還有事？我真的很雫。,1,1,-1,531,,2022/05/06,0,負向
去了三天兩晚的跨年活動，發現熱水供應不穩定，和民宿主人反映後感覺沒有改善，回應也比較冷淡。廁所雖然有打掃，但最後一天變得很髒，讓我沒有留下好印象。很可惜，每個區域都客滿。,1,1,-1,532,,2022/05/06,0,負向
場地的草皮規劃得很好，但熱水洗澡的供應不太穩定，竟然要忍受8度冷水淋浴，真的太冷了！,2,1,-1,534,,2022/05/06,0,負向
這周我們去了露營區，租了一個帳篷和一個客廳帳。其中一個客廳帳已經不防水了，嚴重滴水。下午四點時請老闆來看，但工作人員直到七點雨停才到。他們只擦了一遍裏布，檢查後說沒有破洞就要離開。我們強調這是防水塗層失效了，因為另一個帳篷沒有這個問題，要求更換。老闆一直強調這是正常現象，客廳帳裡會滴水是合理的，態度強勢且輕蔑，完全不理會客人的反應，堅持自己的想法，並嫌錢難賺。查看過往的評論，處理問題的方式確實與我們這次的經驗很相似。不小心就惯著老闆了，雖然露營區很美，但碰到問題心情會變得很疲累。,1,1,-1,538,,2022/05/06,0,負向
營地整理不錯，但管理人員的服務態度非常糟糕。我們滿足房間人數約65人左右，當我們到達時發現冰箱已經沒有空間了。在結帳時反應這個問題，建議將冰箱分區，但他說無法做到。他還建議我們早點到達，但所有區域都沒有垃圾桶，需要我們自己整理。他說人手不足，問我們要怎麼樣。,1,1,-1,548,,2022/05/06,0,負向
這次露營經驗並不愉快，因為營地地面太硬難以釘植，晚上風大讓帳篷幾乎被吹走，無法好好入眠。詢問營主後得到無奈的回應，連浴廁洗澡水溫也難控制。總結來說，這次露營並不宜人，不建議朋友前來此地。,1,1,-1,554,,2021/05/06,0,負向
營區的帳篷太多用電，導致半夜停電，早上九點多才恢復供電。廁所很髒，還有很多蜜蜂。,1,1,-1,561,,2021/05/06,0,負向
對於印象尖石，我的經驗並不理想。第一次就是最後一次造訪，營地的地板非常硬，我打了釘子打到手都快軟了，營地空間狹小，營主還不斷地超收費用，帳篷擁擠排列，相互連接一直延伸到天邊，也沒有提供合適的停車位，大家隨意搭設帳篷，隨意停放車輛，每個區域至少有40個帳篷位，共用一台冰箱及8間浴室。,1,1,-1,572,,2021/05/06,0,負向
洗澡時水溫不穩定，缺少水桶，但可以用其他容器裝水。小孩洗澡時因水溫不穩被燙到哭泣。,1,1,-1,579,,2021/05/06,0,負向
這個營地的地面是石頭，所以很難釘營釘。若風力大的話，營釘容易被吹起。我下次不打算再去那裡了。,1,1,-1,584,,2020/05/06,0,負向
說好保留的位置卻被告知沒有留位置，感覺很差，不過在收取費用時有道歉。浴室蓮蓬頭突然爆開，水四處噴灑，但小孩的遊樂設施倒是很棒。,1,1,-1,593,,2020/05/06,0,負向
營區地面都是石頭，無法插入釘子。晚上的熱水供應不穩定，洗澡時可能會突然沒熱水，讓人感覺像被冷水淋頭一樣。,1,1,-1,597,,2020/05/06,0,負向
車子在抵達目的地前遇到了難以上山的山路。,1,1,-1,624,,2019/05/06,0,負向
這個營區位於山中的鞍部，受到季風影響，內部可能會有強風，營地負責人應該熟悉這裡的地形風勢，提供協助與建議。在十一月裡已經兩次發生帳篷營柱斷裂，讓人半夜驚醒逃離的情況。,2,1,-1,765,,2017/11/21,0,負向
週末放鬆的好地方，欣賞日落的露營地,1,1,-1,813,,2017/05/02,0,負向
規定不允許卡拉OK，營地管理員也沒有積極處理這個情況，顯示管理不善。如果你想找一個品質好的露營地，不建議選擇這個地方。,1,1,-1,1263,,2023/11/07,0,負向
公告上已經明確禁止唱卡拉OK了，為什麼還要容許某區營地在晚上唱出超級走音的噪音呢？這樣其他人當然覺得為什麼他們要乖乖遵守規則呢？,1,1,-1,1264,,2023/11/07,0,負向
在同一個露營區和營主的朋友一起露營，營主人很友善，但最後一天在整理東西時，營地員工和我們一同收拾，把我們的洗碗精和菜瓜布誤收到垃圾桶裡，一開始詢問員工時他否認有收，直到我們向營主求助後，員工才去撿回我們的洗碗精。我們正在忙著打包離開，而員工卻趕急著收拾，有時候收拾比較晚不代表不要。延長線幾乎不見了，問員工他們卻說沒有，只能請營主幫忙，最後在共用空間找到。當場知道遺失的東西還好，如果不知道或忘記，就會被拿走了。水區附近營地常有濃濃的二手菸味，請帶小孩玩水的家長注意。營主的朋友帶狗去露營，狗主人不負責任，讓狗在別人營區隨意大小便，並且不清理。還伴隨著他們的吵雜歌聲和尖叫聲，一直到深夜12點。,1,1,-1,1288,,2023/06/07,0,負向
水上活動很有趣，但是在營地周圍一直聞到有人抽菸，味道很難聞！,1,1,-1,1289,,2023/06/07,0,負向
在最後一天收拾東西的時候，營地雇用的工作人員也在我們營區幫忙收拾，就在我們還沒離開的時候！真是有點扯！他們不僅把我們的洗碗精和菜瓜布丟掉，連延長線也一起拿走，放在露營區營主的朋友群旁邊。起初問工作人員時，他們直接否認沒有拿，直到我們找營主要回東西，工作人員才去垃圾桶找洗碗精給我們，但還是不承認拿了延長線！大家本來就忙著收拾露營用具，員工還跟在後面收拾！有時候晚一些收拾並不代表不要，為什麼要亂動別人的東西，沒水準，也沒教養。在靠近水域和廁所的營地本部，總聞得到濃濃的煙味，也要讓每個人去聞煙味！營主的朋友帶著狗去露營，在別人的營區任由自家寵物隨處大小便，卻不清理，真是沒品德！這次真的很倒霉，和營主的朋友在同一區，還要忍受他們不雅的歌聲和吵雜尖笑聲一直到午夜12點。,1,1,-1,1290,,2023/06/07,0,負向
聽說新的營地經營者在C區進行了水溫試試，但一打開車門就聞到一股腐爛泥土的氣味，讓人擔憂。6月25日至26日降下了約100毫米的大雨，導致C區地面全部積水無法排走，直接形成爛泥坑。腳下一踩便黏附，小朋友經常跌倒。營地主人和老闆娘將全區的草皮墊子搬到我們的區域，第一次露營時就用了26片草皮墊子。雨後我跑去A、B、D區發現完全沒有積水，而C區約積水5公分高。主人承諾改善這個情況，期待他們能真正改善，我會再給他們5顆星。,2,1,-1,1348,,2023/05/07,0,負向
淋浴時熱水溫度不穩定，每隔十秒就變冷一下，冷水又要等一分鐘才能變熱，實在太痛苦了。而且淋浴間居然還有使用過的衛生棉？！需要整理了吧？,1,1,-1,1379,,2022/05/07,0,負向
重點不是錢的問題，而是我租的地方。廁所沒有整理，還有兩間牆壁上黏著女生的衛生棉。除此之外，一間沒有熱水，另一間的熱水無法調溫。,1,1,-1,1381,,2022/05/07,0,負向
網友反映的情況真是令人困擾！環境骯髒，有大量蒼蠅和不明昆蟲，造成許多人在下山後遇到過敏和蚊蟲叮咬的情況！水壓不穩定，要麽很熱很痛，要麽又冷得讓人難受，整個營區就像個冰箱，四個帳篷只有一個廁所，且那裡沒有衛生紙。總的來說，並不值得推薦，尤其是有小孩的家庭。,1,1,-1,1384,,2022/05/07,0,負向
我們露營了七八年，從來沒有遇到像這個營區這麼多蒼蠅的情況。白天滿是蒼蠅，晚上則滿是各種小蟲。廁所裡沒有衛生紙，熱水又是那種熱到會燙死人的程度，調節不到適合的溫度，要麼是超燙，要麼是超冷。從評論中得知，這種情況似乎從未改善過。我們住在D區，空間很擁擠，小孩子幾乎沒有地方可以奔跑。而四張包區的營地竟然只有一間廁所和一間浴室。總之，我們不推薦這裡。,2,1,-1,1385,,2022/05/07,0,負向
環境很髒亂，蠅蟲很多，連續3天2夜都沒有時間整理清潔。,1,1,-1,1386,,2022/05/07,0,負向
看了google評論後感到擔心，但實際到了營地才明白網友的評論是公正的。廁所沒有備有衛生紙，晚上還有斷電不給開燈。水槽沒有清潔，也沒有照明設施，廚餘桶也缺失。浴室中有幾間積水問題且沒有定期供應熱水，生態池散發惡臭。A區的營位塞滿且擁擠，還有一個荒地狀態的角落沒有整理，只好將營位擠進去。幸好旅程中有朋友相伴，否則這次228連假出遊真的就泡湯了。,1,1,-1,1390,,2021/05/07,0,負向
官網上提到浴廁有提供衛生紙和沐浴乳，但實際上廁所沒有衛生紙，而且沐浴乳也沒有補充不知道多久。洗澡水幾乎都是冷的，在3天2夜的露營中浴廁完全沒有清潔過，也沒有添置垃圾桶。另外還發現有少許蟑螂跟蒼蠅。總括來說，這個營地還算不錯，但管理方面需要改進。,2,1,-1,1391,,2021/05/07,0,負向
總結來說，露營地的管理態度不友善，廁所沒有備有衛生紙且衛生狀況不佳，草地也沒有被照顧好，營區光線不足，因此我不建議大家前往露營。,1,1,-1,1392,,2021/05/07,0,負向
我們到達營區時發現洗手槽沒有清潔，還有上一批人留下的殘渣。TOP區的草沒有除草，也沒有維護。事先電話詢問TOP區是否有獨立冰箱，但到達後發現只有在營區本部，距離很遠。營區裡有許多會飛的小蟑螂（甚至有大隻的）。兩晚露營期間廁所沒有打掃，也沒有提供衛生紙。只有在付錢時看到營主。朋友是新手，租借的帳篷和睡袋全都濕了，儘管反應給營主後有換新，但是這是一次非常糟糕的經驗。,1,1,-1,1393,,2021/05/07,0,負向
生態環境有改善的空間，可是河道清潔不足，底部充滿了樹枝、樹葉、蟲屍、泥沙... 公共廁所兩天沒有清潔，垃圾滿滿都擠滿地上，浴室使用到一半水溫變冷（不僅自己，其他露營友也有相同經驗）。只有交費時才看到工作人員，其他時間都看不到人影。午後雷陣雨後排水不良，積水無法迅速排除。,1,1,-1,1395,,2021/05/07,0,負向
室外正在下著大雨，廁所卻只有小雨，營區排水不良，導致積水堆積。,1,1,-1,1396,,2021/05/07,0,負向
衛浴沒有補充衛生紙，戲水區也不夠乾淨。營區位置較小，且沒有護草墊，且有許多小蟑螂。,1,1,-1,1397,,2021/05/07,0,負向
"晚上去夜店但沒有人接待，廁所沒有人補充衛生紙，到處都是蟲，馬桶還堵塞著，洗澡時水溫時冷時熱，僅幾天就沒人來打掃，只是放了點衛生紙而已，甚至沒有打招呼。最重要的是說好的飄飄河呢？場地雖小、草地不茂密、有些泥地也沒關係，小強到處亂跑也無所謂，但飄飄河上滿是青苔和落葉，根本沒有整理，連說水源不足。這樣的狀況，怎麼能讓我們玩得開心？難道我們不是客人嗎？即便水像洗腳水一樣骯髒，小朋友們都非常期待。否則我們也可以提前準備其他活動啊…現在只差著泳衣、拿著水槍和泳圈就能夠""玩手機""了…",1,1,-1,1398,,2020/05/07,0,負向
露營區很擁擠，除了水上活動外，沒有太多草地供小朋友玩耍。,2,1,-1,1403,,2020/05/07,0,負向
可惜的是，跟鄰近的土牧驛相比，這裡的經營品質稍嫌不足。露營區浴室的熱水不太穩定，水道也長滿青苔，還有不少小蟑螂（其他山區的營地幾乎看不到），洗水槽也只有請營主來清潔。總括來說，很可惜這個好地方，尤其是在對比過後。更糟的是，路過營地本部時還聽到營主驕傲地跟訪客說本週滿房，希望能更加努力維持優質的服務水準。,2,1,-1,1416,,2020/05/07,0,負向
希望營位可以在較安靜的地方，大一點且靠近共用浴室會更方便。另外，水池應該保持乾淨、提供飲水機、過濾系統和脫水機，同時提供高品質的洗髮精和沐浴乳會是很棒的！,2,1,-1,1417,,2020/05/07,0,負向
營區內的情況並不太好，有些人的行為很讓人無法接受。有些人不注意自己的環境衛生，讓狗在別人的營區亂拉，還有人在夜晚造成噪音干擾其他露營者。雖然面對歌聲、噪音、煙味、狗大便等等讓人不悅的情況，我們或許可以忍耐一晚，但遺失物品的情況就需要提醒大家注意了。,1,1,-1,1440,,2023/05/15,0,負向
在露營區和營主的朋友一起露營真的很不錯。營主人非常友善，但是最後一天我們在整理東西時，營地的員工也一起協助。不過當我們的洗碗精和菜瓜布被誤放到垃圾桶時，起初詢問員工時他們否認，直到我們找營主確認後，員工才將洗碗精撿回給我們。在整理露營東西時已經很忙，而員工卻一直在旁邊等著收取。有時候收取會較晚並不代表不要。另外我們的延長線差點被收走，詢問員工時他們都否認拿走，最後只能請營主幫忙尋找，在共用空間找到了延長線。幸好當時知道少了什麼，要是不知道或遺忘，可能就會被帶走了⋯⋯,1,1,-1,1441,,2023/05/15,0,負向
浴廁很骯髒，營地裡有很多蟑螂。,2,1,-1,1474,,2020/08/21,0,負向
感覺沒有認真管理。廁所都沒有清潔。,2,1,-1,1477,,2020/05/07,0,負向
提升水槽清潔和草地維護工作。,2,1,-1,1483,,2019/09/09,0,負向
"1. 衛浴空間比較小的露營區通常會適合家庭露營，尤其是有小朋友的家庭，要幫小朋友盥洗可能需要額外小心周到一些。
2. 露營區沒有護草墊並且下過雨的草地泥濘，這種情況下要注意如何擺放裝備，可以考慮使用防水墊來放置裝備。
3. 洗台設施較少的露營區確實讓人困擾。
4. 如果廁所衛生環境不佳，可能需要額外注意個人衛生。",1,1,-1,1519,,2024/04/23,0,負向
"1.當我透過露營樂系統訂了D區碎石區1帳時，系統顯示該區為3帳。然而當我下午2點抵達現場時，發現已經有3帳，而我是第4帳。向營主詢問時，營主卻告訴我是4帳。原本因為D區收3帳比較寬敞，才會選擇訂這區，沒想到營區超收，導致空間明顯不足。隔壁露友的兩個小孩玩拋接球時一直打到我的帳篷和桌椅，讓我感到被擠一帳有被騙的感覺。(照片中可以看到4帳)
2.洗手間的衛生紙堆得滿滿的，給人一種不太舒服的感覺，不過洗澡時倒是有穩定的熱水。
3.碎石區沒有護草墊，對帳篷底布造成一些傷害，而其他露營地都提供這項設施。
4.飲水機的水流量非常小，大概比滴水快一點而已。
5.傍晚時蚊蟲有些多，而前一位露友提到的驅蚊線香卻找不到。
6.營區垃圾桶只設置在少數地點，且沒有廚餘回收桶，這對來自北部的露友來說相當不習慣。",2,1,-1,1533,,2023/05/07,0,負向
事前約定好，到現場卻改變主意不參加！雖然說沒關係可以等待，但結果仍然不參加，直接讓我們前往灰塵遍佈的露營區域？提問毫不相關、蚊蟲多、環境髒亂！,1,1,-1,1542,,2022/05/07,0,負向
小黑真是非常活潑、非常有精神！,1,1,-1,1547,,2022/05/07,0,負向
沙坑球池和熱水池都讓小孩玩得很開心。熱水足夠和水量大，建議老闆在沙坑周圍加個沙圍，否則風吹時可能會把沙子吹進帳棚地墊裡，C區後面有一條死水溝，小黑蚊超多，建議處理水溝問題。整體露營感覺不錯！提醒露友使用完仙女棒後要立刻丟棄，否則在營區很危險。老闆收拾動作可能要更認真一些，以免小孩受傷。,2,1,-1,1585,,2019/05/07,0,負向
營主的最大缺點是晚上11點後不控制音量，給人造成困擾，影響睡眠品質。建議營主應該采取措施改善此問題，以提升露營體驗，吸引更多露友。另外，露營地點位置佳，距離下山購物點不遠，約15分鐘可抵達全家便利商店。場地寬敞，草地維護良好，景觀宜人，頂樓還設有餐廳。,2,1,-1,1746,,2024/04/16,0,負向
在營地的環境很美麗，草地保持得很好，廁所也很乾淨，營主還很友善地借給我們燈串。唯一讓我無法接受的是狗大便的問題。當我們不慎踩到營地旁的狗大便時，營主的四隻大狗正好在附近拉大便，雖然我請她們記得回來清理，但她們卻沒有回來。我們只好自己先行處理，以免其他人不小心踩到。這樣讓我們感到非常失望，再好的營地和營主都無法掩蓋被大便味包圍的噁心感覺。希望營主能對這個問題重視一點。,1,1,-1,1756,,2023/06/07,0,負向
這個周末在該區露營，硬體設施和風景都很好。但是，帳棚區的草地附近經常有狗大便。入住的第一天，兩名同伴就在帳篷旁的草地踩到了大便，讓晚餐不太舒適。第二天清晨，他們遇到了遛狗的小姑娘，告訴她要清理狗便，但仍沒有處理。只好通知了營地管理員，然而當收帳時，小姑娘又帶了幾條狗來我們帳篷附近，其中一隻大黑狗跑到我們帳篷旁的草地大便，還來了三次。小姑娘仍然視而不見地走了。雖然說露營要與自然共存，狗狗的大便也是無可厚非的，但是營地管理員是否應該至少維護旅客住宿的環境清潔呢？,1,1,-1,1757,,2023/06/07,0,負向
"優點：這個地方離三義市區很近，開車只要15-20分鐘。

缺點：
1. 營區位在山路旁，早上和半夜時有人跑山，相當擾人。
2. 整個營區有5-6層區域，30-40個帳篷的空間只有入口營本部有冰箱，夏天想要取東西時會很不方便。
3. 有些層數的營位太短或太窄，搭完帳篷後放客廳天幕會有困難，甚至後面也沒有足夠的空間通行，建議營主不要為了賺錢而讓營區太擁擠。
4. 雖然營主種了橘子樹，但如果週末沒有人來露營，為什麼不在平日修剪樹枝？週末修剪發動機油煙味和噪音真的令人困擾。",1,1,-1,1772,,2023/05/07,0,負向
曾經是舒適親切的休閒場所，但隨著野心膨脹，卻忘記了原本讓人喜愛的特色。雖然收取的門票只有100元，但逐漸與遊客之間產生疏遠感。,2,1,-1,1773,,2023/05/07,0,負向
這裡有很多昆蟲，水溫忽冷忽熱，還有許多飼主養的狗總是不停地吠叫，廁所不夠多容易需要排隊。,2,1,-1,1778,,2023/05/07,0,負向
這次露營經驗的營地位於第九區，環境景色宜人且營地整潔，營主一家笑臉迎人並十分親切。然而，由於生態豐富，蟲類相當多，其中包括藍鵲，甚至有人被牠們的尾巴擦到。許多會飛的小蟑螂和蚱蜢也相當常見，草地雖美但太高，導致蟲蟲擾人。建議在廁所的洗手台增加照明設施，早上有部分施工聲音及各種生物的叫聲，對於睡眠質量較差的人需準備耳塞。使用吹風機時電壓不穩，讓人感到有點不安，並建議攜帶長度較長的延長線，以上僅為個人經驗，若怕蟲者可能不太適合此地。給予兩顆星的評價是基於美麗的環境和熱情的營主。,2,1,-1,1781,,2023/05/07,0,負向
院子雖然長得很茂密，但排水不良，所以到處都是泥濘！戶外本來就有很多昆蟲在飛來跳去，但一直有蟑螂在桌子上下亂竄，這也太嚴重了！如果要養狗，就要注意好，因為如果對客人擺出牙齒和亂吠的話，可能會嚇到小孩子，讓他跑開或跌倒，那要怪誰呢？這樣的經驗一次就夠了，謝謝。,1,1,-1,1782,,2023/05/07,0,負向
這個營地的植物管理得很好，但我們租到的營地貌似沒有木棧板。因為下了大雨，整個營地滿是泥濘，連帳篷區都淹在泥水中⋯24小時以來，我們的鞋子始終沒有乾過⋯更糟糕的是，到處都是小蟑螂（還會飛），無論是在帳篷裡還是外面都有，帳篷也因泥水全毀了⋯環境雖美，但給予場主2顆星，因為我們關於服務的期望都沒有被滿足，只是開門收費後就放我們進場地裡，泥濘地-2顆星，充滿蟑螂-2顆星，租借費用-0.5顆星（如果環境及天氣如此，700～800元可能合理，但1000元就有些不值得）總之，下雨天真的不推薦前往，如果沒有租到木棧板區，會有很多蟑螂，總合評價1.5顆星（純屬個人體驗，與商家無關）。,2,1,-1,1783,,2023/05/07,0,負向
這個地方不太推薦，老闆態度不太友善。如果你有寵物，最好事先打電話詢問能否帶寵物，因為到了現場可能會被要求支付300元。浴室和廁所有點髒亂，而且水龍頭會時冷時熱。洗澡的時候可能會聞到廁所的異味，整體感覺真的不太好。,1,1,-1,1786,,2022/05/07,0,負向
營區裡蚊子真的太多了！另外，那提供的冰箱味道很奇怪，而且冷度也不夠，連保冷磚放一整晚還是沒有結冰。,2,1,-1,1788,,2022/05/07,0,負向
整體環境不錯，沒有甚麼值得挑剔的，應有盡有，唯一讓人無法接受的是在露營的時候，有一區超過晚上10點後還在放音樂、喧囂及打電話。向老闆反應後，老闆只是說要他們小聲一點，但是噪音持續到了晚上11:30，讓人無法入眠。若非此問題，整體評價能給予四顆星。,2,1,-1,1795,,2022/05/07,0,負向
營地主人非常熱情！會帶著狗來和大家打招呼，順便讓狗方便一下，（可能是來探詢人數和帳篷數）。,1,1,-1,1798,,2022/05/07,0,負向
總結來說，雖然營主親切、環境舒適，但晚上蟑螂太多了，而且還會飛。一個晚上我們抓了超過20隻蟑螂，真的非常困擾，希望能改善這個問題。,2,1,-1,1820,,2021/05/07,0,負向
營主很親切，積極告知大家有提供青草茶飲用，草地非常漂亮青翠，晚上也可觀賞到美麗星空！然而，最近幾天卻出現許多會飛的小蟑螂，造成困擾。這些小蟑螂常飛到食物、人身上甚至帳篷裡，讓害怕蟑螂的同行友人難以放鬆。為了預防蟑螂，我們不得不一直注意食物和餐具，以免被蟑螂污染；各營區間的距離比較近，導致音樂和交談聲音都相當明顯，讓我們擔心會打擾到別人；底下營區偶爾會飄上來相當刺鼻的廁所排泄物味道，雖然並不持續太久，也不太頻繁，所以我們沒有告知營主這部分。交通方面開車較為輕鬆，不難駕駛，冰箱容量也夠大，滿足大部分露營者的需求，但若有害怕蟑螂或在意隱私的露友，建議事先考慮一下。,2,1,-1,1821,,2021/05/07,0,負向
在這次露營中，我選擇了三號區，雖然營主非常熱情友好，但是卻有太多會飛的蟑螂！其他的昆蟲如蛾、大螞蟻、蒼蠅、蚊子等還好，但對飛著的蟑螂感到非常崩潰。另外，下方區域的廁所散發著惡臭，衛浴設施有些不夠，燈光昏暗，而且蟲蟲類較多。整個營區較為狹小，與其他帳篷相距較近。對於害怕蟑螂的人來說要三思而後行，但如果不怕蟲的話，這個露營地仍然是一個不錯的選擇。對我來說，由於對蟑螂過於害怕且它們還會飛，所以整個露營過程中都無法放鬆，因此只能給予一顆星評價…,1,1,-1,1822,,2021/05/07,0,負向
為什麼清晨去拜訪露營的朋友還需要付費？,1,1,-1,1837,,2020/05/07,0,負向
老闆為了不得罪遊客而讓我們接受了超收費用。一星期前提告知我們會有一個額外的包區，我們也接受了。但在跨年連假時，我們的包區被硬塞了三個陌生人，他們堅稱是在 app 上訂位的，後來查證發現是營主沒有確認他們身份就讓他們進入我們的包區。這讓我們感到很不舒服。,2,1,-1,1867,,2018/05/07,0,負向
這個露營地看來環境很好，浴廁乾淨，營主人也親切，提供免費的飲料和燈泡補助。但很可惜的是，有狗屎問題，第一天踩到了不知道是誰的狗，後來發現是營主的狗造成的。當中午準備離開時，營主的兩個小妹妹帶狗在我們的帳篷附近隨地大便，我們抗議她們卻視而不見，這個行為讓人無法接受。即使營地再美，一旦有狗屎問題出現，就會給人留下不好的印象。希望營主能重視這個問題。,2,1,-1,1887,,2023/05/19,0,負向
這個地方曾經是我們同學每年聚會的好去處，但隨著生意越來越興隆，老闆似乎忘了原先的初衷，對顧客的服務漸漸失心。連假日都沒有做基本的檢查，民宿和浴室的瓦斯檢查也被忽略，這二十幾年來第一次洗澡沒有熱水（雖然後來有裝好）。忘記了最初的熱情服務，這才是吸引我們一再光顧的原因，而現在只看重賺錢，甚至當著客人的面問孩子確定已經收錢了嗎？如果沒有信任，建議早點關門，守在自己的小天地裡，這樣才不會被欺騙。我們不是挑剔的顧客，這麼直言明白只是為了覺得可惜，這個曾經如此溫馨的露營區如今被荒廢。我們是否被在乎其實無關緊要，現在有很多地方可以露營住宿，缺乏用心的地方不值得我們花錢。,2,1,-1,1892,,2022/11/22,0,負向
浴室的水龍頭溫度時冷時熱。建議禁止養寵物，否則可以攜帶但不需支付費用。,2,1,-1,1905,,2022/04/18,0,負向
營區的主人讓他的狗亂吠，晚上讓人被吵得睡不好覺。雖然可以帶寵物，但每隻狗要再收取300元的清潔費這點讓人難以接受。山上的天氣很冷，但浴室的水龍頭時冷時熱，讓我差點感冒。廁所和浴室也有點骯髒，希望營區的主人可以改善一下。,2,1,-1,1906,,2022/04/18,0,負向
在半山腰的風景雖然不錯，但因缺乏用心規劃，美景已經消失了⋯抵達營區後，發現並非每個營位都有護草墊，管理員告訴我們大部分都已經損壞丟掉了，建議我們去其他地方看看。雜草叢生，地面布滿碎石，下過少許雨後到處都是爛泥，幸好雨勢不大，否則恐怕會積水。晚上洗澡時沒有熱水，水壓也不足，冷熱不均。連續假期客滿，廁所沒有定時清理，垃圾桶滿得溢出，散發尿騷味。營區只有一處垃圾區，需要走一段路才能找到，非常不便利。在結帳當天中午12點要離開時，已經沒有可用的水源，浴室的水已經關掉，感覺有點糟糕。停車場沒有規劃，車輛停放杂乱无章，營位周圍的格局讓整個營區看起來像是難民營，感到非常擁擠。,1,1,-1,2171,,2024/01/07,0,負向
有很多蟲，還有蜜蜂...但吹風機只有一隻。,1,1,-1,2172,,2023/11/07,0,負向
這間露營區管理較為嚴格，不適合喜歡慢慢收拾的人。他們要求12:00準時離場，並在10:30提醒離開時間。很不幸的是，他們在11:46還沒收拾完就已經關掉了水電和冰箱，導致您的體驗受影響。,1,1,-1,2173,,2023/05/07,0,負向
隔壁的聲音很大，大家都受不了了，根本無法入眠。,2,1,-1,2174,,2023/05/07,0,負向
因為我們的訂單被分開，所以園區管理員不慎安排了我們到其他人預定的露營區，還有其他住客的客廳帳篷和帳篷。起初大家以為是我們同行的朋友安排的，就開始搭帳篷和天幕。後來下大雨，天氣變得糟糕，搭帳篷的過程非常辛苦。更糟的是，營地管理員才告訴我們那塊區域是別人訂的，我們的訂位在另一邊（幸好離廁所較近一些）。於是大家只能在大雨中搬家。這絕對是我有史以來最糟糕的露營經歷。值得一提的是，浴室很大，熱水很快也很熱，但缺點是上山路較難開，路上都是掉下來的樹木，木板也破舊不堪，排水很差，讓我們的帳篷進水，氣墊床也變濕。,1,1,-1,2177,,2023/05/07,0,負向
那個露營區風景很美麗，有很寬敞的空間，且因為海拔不高，五月底去也不會太熱。我們當時選擇在G區的營位，但發現廁所環境並不是很乾淨，晚上九點左右想洗澡卻發現浴室根本沒水，得自己調整才能使用。洗完後吹風機沒電，洗手台水龍頭也沒水流，而且大蚊子和飛蟲非常多。當天被蚊子叮到眼睛腫起來，不得已去了急診，幸好營區負責人一開始有主動聯絡關於保險的事宜，讓我們感激不盡。雖然我們一開始也沒想到這個問題，但後來沒有再收到消息，他們的聯絡也不積極，整體上來說這次營地的經驗與感受並不太好。,1,1,-1,2179,,2023/05/07,0,負向
這個地方的環境很美，但是棧板比較小，只適合300人。浴廁方面，不太乾淨，3月時有很多蟲和飛蛾。每間浴室廁所都有一點垃圾，地面是磁磚。浴室和廁所是分開的，水壓弱且不穩定，水溫也不穩定，排水效果也不太好。浴室內的椅子和水桶上都有一些霉斑。另外，水槽旁邊沒有垃圾桶，有些不方便。週日離開時，營主洗廁所的水會直接流到C區帳篷。還有很多的營位都在道路旁邊。,2,1,-1,2181,,2022/05/07,0,負向
"1. 上山的路很難通行，因為枝葉與雜草擋住了去路。
2. 營區的設施（如熱水、電力）無法負荷連續假期人潮的需求。
3. 電壓不穩定，照明設備常閃爍或無法正常運作，建議攜帶額外充電式LED燈。
4. 熱水供應非常不穩定，洗澡時會經常遇到冰冷或燙熱水湯交替的情況，建議在中午洗澡或在外預先洗淨後再進入。
5. 營區的道路在雨天變得泥濘且坑洞明顯，造成步行不便，建議穿著靴子。
6. 雖然營地風景優美，但營區管理不夠細心，建議考慮轉往其他營地。",1,1,-1,2184,,2022/05/07,0,負向
這個地方的蒼蠅真的太多，洗澡水要麼熱得像火爐，要麼冷得像冰山，滑草時感覺心都碎了，游泳池的水更是骯髒不堪，垃圾卻奇蹟似地聚集在帳篷周圍，整個環境除了差勁外沒什麼值得讚賞的地方，總之非常糟糕，連一顆星都捨不得給。,1,1,-1,2185,,2022/05/07,0,負向
