tokenization,status,type,label
營區 | 冰箱 | 東西 | 地方 | 放 | 德式 | 香腸整 | 包不見 | 一點 | 控管 | 營區 | 一早 | 心情 | 不好 | 不吃 | 收帳 | 回 | 山下 | 吃,-1,1,0
路過 | 客不應 | 告訴 | 路 | 過客 | 有路 | 開,-1,1,0
瓦 | 礫風 | 營區 | 兩顆 | 星 | 給小業主 | 贊,-1,1,0
黑螞蟻 | 超多 | 下雨天 | 青草地 | 泥 | 積水 | 瀉水 | 差 | 浴室 | 新 | 稍微 | 髒 | 水溫 | 不穩 | 一家子 | 很近 | 🤣,0,1,1
營區訊號 | 不好 | wifi | 資訊 | 收不到,0,1,1
搭帳 | 難下 | 釘 | 好多 | 釘子 | 錘 | 壞 | 丟 | 垃圾 | 走 | 浴室 | 垃圾桶 | 丟 | 垃圾 | 廁所 | 夜衝 | 即日 | 髒 | 感覺 | 維護 | 廁所 | 沒衛 | 生紙 | 補 | 排水 | 系統 | 差 | 暴雨 | 雨水 | 衝進 | 帳篷 | 水都 | 排不掉,-1,1,0
浴室 | 大間 | 熱水 | 穩定 | 提供 | 洗 | 髮 | 乳 | 沐浴乳 | 電有 | 水 | 插座 | 夜景 | 很棒 | 晚上 | 上山 | 路上 | 暗 | 小心 | 開車,1,1,2
訂 | 木屋 | 前景 | 觀區 | 為 | 獨立 | 不受 | 打擾 | 想到 | 平 | 臺 | 綻 | 開 | 小木屋 | 接班 | 有人 | 住 | 尾 | 播 | 煩 | 抖 | 音歌 | 本來 | 想安靜 | 舒服 | 過上 | 三天 | 景象 | 迅即 | 不搭帳 | 回家 | 營主 | 希望 | 這狀況 | 之後別 | 生出 | 嘆,0,1,1
鬧區 | 旁 | 體驗 | 郊山 | 露營 | 地方 | 環境 | 清幽 | 設施 | 清新 | 翻然,0,1,1
參 | 活動 | 腹地 | 實在,0,1,1
營區 | 太宅 | 蚊子 | 老闆 | 巡視 | 告知 | 天氣 | 那麼熱 | 不用 | 吹電風 | 扇 | 地皮 | 土建 | 議沒 | 草皮 | 沒關 | 係 | 多用 | 點 | 碎石 | 小朋友 | 玩沙 | 工地 | 黑沙 | 水池 | 換水 | 起碼 | 清 | 一瞬 | 間,-1,1,0
蒼蠅 | 但戲 | 水池 | 毛孩子 | 喜歡,0,1,1
排水 | 很差 | 雨天 | 第一次 | 草地 | 美 | 第二次 | 時草 | 遇 | 下雨 | 爛泥 | 很糟 | 閱世,0,1,1
營地 | 景觀 | 美乾淨 | 整潔 | 但熱 | 水器 | 溫度 | 控制 | 有待,1,1,2
勞動 | 極差 | 訂位 | 前 | 問有 | 足 | 公司 | 報帳 | 收據 | 滿口 | 承保 | 說 | 供 | 統編 | 抬頭 | 同一天 | 索取 | 肇端 | 推 | 託 | 末尾 | 說用 | 遞寄給 | 收到 | 接下 | 詢問 | 不讀 | 不回 | 負責任 | 然後我 | 營位 | 擋著 | 超大 | 橘 | 水桶 | 擋 | 住 | 原本 | 美的 | 山景 | 無言 | 水槽 | 難用 | 天下 | 為 | 洗碗 | 盤 | 腰 | 快斷,-1,1,0
建議 | 至少 | 增設 | 一種 | 遊戲 | 設施 | 活動 | 空間 | 太小 | 建議 | 評估 | 減帳,0,1,1
蒼蠅 | 用餐 | 體驗 | 差 | 一顆 | 星給 | 風景 | 貓貓 | 一顆 | 給戲 | 水池,-1,1,0
風景秀麗 | 老闆 | 親切 | 場地 | 優良,1,1,2
茅房 | 髒 | 喔 | 要來 | 心理 | 😨,0,1,1
營地 | 蹲式 | 洗手 | 間 | 希望 | 幹淨些 | 一開啟 | 觀覽 | 片段 | 沾染 | 遺 | 蹟 | 實在 | 甚 | 大雅,0,1,1
800 | 價位 | 乾淨 | 整齊 | 算是 | CP | 值夠 | 但澡位 | 間 | 草地 | 養得 | 河岸 | 溼 | 氣 | 重 | 晚上 | 隔壁 | 鄰居夜 | 唱 | K | ㄒ | V | 有待 | 改進,0,1,1
大風雨 | 夜裡 | 謝謝 | 營主 | 熱情 | 款待,1,1,2
人收 | 100 | 車子 | 收 | 100 | 水 | 冰 | 可多 | 看別 | 評論 | 再決,-1,1,0
同意 | 露客 | 放煙火 | 營區 | 發超差,-1,1,0
營主 | 👍 | 一旁 | 小溪 | 夏天 | 好玩 | 熱水 | 真的 | 有夠 | 燙 | 營主 | 用心 | 燒 | 木材 | 水,1,1,2
景觀 | 一級 | 棒 | 浴 | 廁乾淨 | 老闆 | 二人 | 親切,1,1,2
營區 | 馬 | 路邊 | 交通 | 便利 | 腹地 | 很大 | 營區 | 馬 | 路邊 | 難免 | 車輛 | 吵雜 | 車流聲 | 距離 | 市區 | 鐘 | 路程,1,1,2
感謝 | 營主 | 叔 | 營主 | 阿姨 | 這兩天 | 兩夜 | 照顧 | 熱情 | 帳露友 | 留下 | 深深 | 映像 | 營地 | 乾淨 | 營主 | 叔 | 營主 | 姨無時 | 無刻 | 巡視 | 營區 | 髒 | 亂 | 浴廁 | 超級 | 無敵 | 乾淨 | 營地種 | 花草 | 無敵 | 山景 | 期待 | 下次 | 照訪,1,1,2
老闆 | 熱心 | 提供 | 夏日 | 消暑 | 茶品 | 用心,0,1,1
小孩 | 玩樂 | 設施,0,1,1
一顆 | 星 | 嫌多 | 營地 | 整片 | 泥巴 | 給人 | 走 | 廁所 | 超 | 髒 | 亂 | 衝不掉 | 尿 | 騷味 | 熱水 | 忽冷 | 忽熱 | 上個 | 廁所 | 走 | 老遠 | 整體 | 規劃 | 動線 | 不好 | 推薦,-1,1,0
蒼蠅 | 太多 | 營主 | 愛理 | 不理 | 營主 | 愛理 | 不理 | 以後會,-1,1,0
水泥 | 區 | 釘 | 排水 | 盤 | 整後再 | 開放 | 老闆 | 能虛心 | 接受 | 露客 | 納諫,0,1,1
環境 | 美 | 氣氛 | 佳 | 海拔 | 960m | 無時 | 無刻 | 皆 | 處 | 濛濛 | 大霧裡 | 清幽 | 環境 | 多餘 | 人工 | 建設 | 親子 | 互動手 | 做 | 真的 | 適合 | 露營 | 放 | 鬆 | 點 | 回露 | 太對,1,1,2
先說 | 結論 | 地雷 | 露營區 | 抵達 | 營區 | 映入 | 眼簾 | 景色 | 心曠神怡 | 想到 | 接下 | 來會 | 一連串 | 惡夢 | 水電 | 插座 | 共用 | 非 | 帳位 | 一座 | 換來 | 瘋狂 | 跳電 | 各區 | 輪流 | 跳電 | 管理 | 人員 | 兩手 | 一攤 | 用水 | 誇張 | 保養 | 水管 | 裂開 | 沒水 | 想像 | 廁所無法 | 沖 | 水有 | 噁 | 心 | 再來 | 請水車 | 灌水 | 天曉得 | 水塔 | 多久 | 清洗 | 保養 | 水質 | 混濁 | 不用 | 說 | 洗澡 | 水勢 | 忽大忽小 | 溫度 | 比長 | 年 | 失修 | 熱 | 水器 | 穩定 | 管理 | 人員 | 只會 | 說 | 太多人 | 再來 | 卡拉 | OK | 帳區 | 面積 | 規範類 | 僅寫 | 網頁 | 好看 | 管理 | 人員 | 出面 | 管理 | 音響 | 炸 | 整天 | 音樂 | 剛剛 | 場地 | 畫線 | 晚來 | 衰小 | 斜坡 | 設備 | 差還 | 敢收 | 帳篷 | 理直 | 氣壯 | 收錢 | 還覺 | 委屈 | 營區 | 消費者 | 欺騙 | 價位 | 野營 | 供 | 參考 | 小心 | 氣死 | 🙃,-1,1,0
下雨 | 積水 | 蚊蟲,0,1,1
〖 | 營主 | 臨時 | 取消 | 預定 | 〗 | 〖 | 帳的 | 露友 | 請 | 留意 | 〗 | 此營區 | 周一 | 周五 | 不開放 | 帳 | 周五 | 夜衝 | 營主 | 說 | 成本 | 考量 | 全營區僅 | 帳預定 | 提早 | 預訂 | 前 | 幾天 | 臨時 | 訊 | 強制 | 延期 | 取消 | 夜衝 | 退款 | 原 | 預定 | 月份 | 周間 | 露營 | 營主 | 前 | 天來訊息 | 告知 | 不開 | 放營 | 未主動 | 詢問 | 希望 | 延期 | 時間 | 主動 | 電話 | 聯 | 繫 | 詢 | 問 | 延期 | 月 | 假日 | 希望 | 周五 | 夜衝 | 前 | 天 | 告知 | 夜衝 | 理解 | 成本 | 考量 | 全營區僅 | 帳會 | 符合 | 成本 | 一開始 | 預訂 | 時應 | 先 | 提醒 | 評估 | 選擇 | 事前 | 提醒 | 原因 | 取消 | 總共 | 二度 | 更改 | 時程 | 退款 | 感覺 | 真的 | 很差 | 雖然僅 | 帳 | 代表 | 時間 | 安排 | 排班 | 排休 | 喬定 | 前 | 幾天 | 強制 | 取消 | 興致 | 打壞 | 提醒 | 帳的 | 露友 | 預定 | 此營 | 地時 | 留意 | 時間 | 做好 | 取消 | 心理,-1,1,0
小而 | 美的 | 營區 | 值得 | 再訪,1,1,2
路小有 | 幾段 | 路會車 | 風景 | 不錯,0,1,1
用心 | 經營 | 露客 | 迴 | 流 | 草皮 | 維護 | 增進些 | 公用 | 冰箱 | 鄰縣 | 髒 | 亂 | 改 | 進後會 | 更好,0,1,1
離城 | 山上 | 欣賞 | 風景 | 暫時 | 拋開 | 世俗 | 放空 | 為 | 出發,0,1,1
環境 | 放 | 鬆 | 營主 | 親切 | 營位 | 很大 | 建議 | 清洗 | 區 | 增加 | 熱水會 | 更好,1,1,2
水池 | 好玩 | 活動 | 冰棒 | 小孩 | 開心,1,1,2
廁所 | 衛生紙 | 建議 | 裝草紙 | 草地 | 幹 | 掉 | 狗 | 大便 | 不衛生 | 垃圾桶 | 沒裝 | 垃圾袋 | 垃圾桶 | 壓磚 | 半夜 | 野狗 | 野貓 | 翻 | 渣滓 | 完 | 之下 | 有待 | 改善,0,1,1
營位 | 整潔 | 營位 | 稍 | 小水龍頭 | 影響 | 動線,0,1,1
森林 | 區 | 毋庸置言 | 得以 | 遠看 | 關西 | 夜景 | 東北 | 季風 | 增強 | 森林 | 區 | 風較 | 森林 | 區沒 | 浴室 | 走 | 建議,0,1,1
雨棚 | 市區 | 營主 | 熱情,0,1,1
第一次 | 擁擠 | 營區 | 客廳 | 帳搭起 | 小子 | 沒可 | 奔跑 | 地方 | 建議 | 老闆 | 收 | 多帳 | 小木屋 | 裡面連 | 灌洗 | 用品 | 小半 | 馬 | 虎 | 優點 | 老闆 | 親切 | 客氣,-1,1,0
場地 | 推薦 | 天湖 | 露營區,0,1,1
條件 | 沉寂 | 漂亮 | 電壓 | 衛浴 | 不佳,0,1,1
浴廁 | 整潔要 | 著重 | 老闆娘 | 烘焙 | 咖啡 | 辦,0,1,1
幫補血 | 優質 | 美 | 拍營 | A1 | 檜木 | 帳包區 | 連假前 | 一週 | 好不容易 | 找到 | 營區 | 原本 | 評論 | 兩極 | 還擔 | 心會雷 | 得知 | 近期 | 地主 | 接手 | 經營 | nice | 不像 | 熱門 | 營區 | 龜 | 毛大膽 | 預測 | 會紅,1,1,2
營區 | 真得 | 不錯 | 鳥兒們 | 開心 | 處飛 | 環境 | 優良 | 熱水澡 | 在家 | 裡還要 | 舒服 | 老闆 | 還超級 | 熱情 | 友善,1,1,2
🤔 | 簡簡單 | 單露 | 營區,0,1,1
老闆 | 夫妻 | 很熱情 | 喜歡 | 小包 | 區的 | 可來 | 喜歡 | 陡峭 | 山路,1,1,2
營區 | 超收 | 賬帳 | 相連 | 活動 | 空間 | 還沒有 | 酒店,-1,1,0
部落 | 有人 | 情味,0,1,1
謝謝 | 老闆 | 老闆娘 | 熱情 | 款待 | 開心 | 露營 | 經驗 | 唷 | 開車 | 前往 | 露營區 | 一段路 | 陡 | 小條 | 開車 | 小心 | 慢慢 | 開 | 營區 | 舒適 | 老闆 | 老闆娘 | 親切 | 熱情 | 唷,1,1,2
地點 | 偏遠 | 導航 | google | map | 營區 | 收訊 | 不良 | 魯魚 | 帝虎 | 缺點 | 晚上 | 八點 | 前要 | 理會 | 小黑 | 蚊 | 隻 | 虎頭 | 蜂 | B | 區的 | 浴室 | 閒晃,0,1,1
經營者 | 親切 | 場地 | 簡單 | 外人 | 盥洗 | 設備 | 齊全 | 露營 | 舒服 | 兩天 | 一夜 | 安排 | 舒服,1,1,2
雙十連假 | 供電有 | 題材 | 心態 | 消極 | 敷衍 | 因為 | 態度 | 硬 | 想要 | 解決,-1,1,0
營區 | 專人 | 整理 | 空氣 | 不錯 | 景觀 | 美 | 路小了點 | 會車 | 注意安全 | 上山 | 開慢點,0,1,1
露營 | 水流 | 細 | 沙岸 | 地方,0,1,1
原始 | 自然美 | 好像 | 亞瑪遜 | 森林 | 中 | 感覺,1,1,2
老闆 | 不想 | 得罪 | 露客 | 委屈 | 膺 | 超收 | 跨 | 年前 | 星期 | 告知 | 十帳 | 包區 | 一帳 | 老闆 | 收費 | 吾 | 儕 | 接受 | 結莢 | 跨年 | 連假 | 硬是 | 塞 | 三帳 | 陌生人 | 包區 | 地方 | 說 | 說 | 訂 | 我輩 | 包區 | 區域 | 說 | app | 訂位 | 系統 | 錯 | 事後查 | 證是 | 營主 | 自我 | 未嘗 | 確認 | 那三帳 | 身份 | 隨意 | 包區 | 區域 | 人善 | 委屈 | 實在 | 吾 | 儕 | 不好 | 過啊,-1,1,0
小黑 | 蚊 | 蒼蠅 | 超多 | 假日 | 煙火 | 露營區 | 施放,-1,1,0
氣氛 | 但霧 | 大不建議 | 夜衝 | 營 | 物主 | 客氣 | 本部 | 多且 | 水壓 | 水溫 | 不穩 | 洗 | 一半 | 變洗 | 冷水 | 營主 | 夫人 | 當天 | 心情 | 不好 | 臉 | 週日 | 收帳 | 無帳 | 時間 | 還沒到 | 告訴 | 超過 | 時間 | 罰 | 錢 | 謝謝 | 回覆 | 未 | 提及 | 停車 | 操地 | 力所不及 | 生火 | 再來 | 回 | 改進 | 浴室 | 第一 | 間 | 浴池 | 評論 | 網友 | 象是 | 規則 | 改 | 一晃 | 有個 | 緩衝 | 時間 | 兩點 | 離場 | 三點 | 超過 | 罰 | 錢 | 但罰 | 錢給 | 露客 | 觀感 | 不好 | 罰 | 錢合 | 合法 | 記憶 | 執法 | 機關 | 方可 | 處分 | 小小 | 建言 | 獻計 | 希望 | 貴營區 | 改進 | 謝謝,-1,1,0
枯水期 | 沒水 | 肇端 | 收費 | 標準 | 玩水 | 烤肉 | 臺 | 車兩個 | 收 | 300 | 元 | 想想 | 老闆 | 靡 | 主動 | 詢問 | 炙 | 說 | 兩個 | 喔 | 300 | 只顧 | 收錢 | 黑心 | 店家 | 沒事別 | 真不知道 | 評分 | 點 | 多分 | over | rating,-1,1,0
老闆 | 兩口 | 友善 | 場地 | 裝置還 | 小型 | 露營區 | 分成 | 層 | 露宿 | 區 | 衛浴 | 裝置 | 下層 | 上層 | 露營 | 朋友 | 可得 | 走 | 遠些 | 上層 | 露營區 | 風光 | 坐下 | 層 | 景 | 竹林 | 擋 | 住 | 不見 | 地角天涯 | 民宿 | 很乾淨 | 可惜 | 水壓 | 不穩 | 洗澡 | 時有 | 說 | 洗 | 冷水 | 企盼 | 露營時 | 老闆 | 改善 | 這情況,0,1,1
老闆 | 親切 | 管理 | 佔地 | 八甲 | 真的 | 難顧 | 好露 | 營區 | 廁所徹 | 接受 | 下次 | 原因,0,1,1
東西 | 蒼蠅 | 真多 | 多到 | 思議 | 數量 | 20 | 黏蠅 | 板 | 電蚊 | 拍 | 解決 | 程度 | 千只 | 食材 | 拿出 | 蒼蠅 | 爬過 | 遊興大減 | ⁠ | ´ | ⁠ | ° | ̥ | ̥ | ̥ | ̥ | ̥ | ̥ | ̥ | ̥ | ⁠ | ω | ⁠ | ° | ̥ | ̥ | ̥ | ̥ | ̥ | ̥ | ̥ | ̥ | ⁠ | ｀ | ⁠,-1,1,0
蒼蠅 | 太多 | 一小 | 時 | 粘滿 | 四張 | 蒼蠅 | 板 | 一小 | 時,-1,1,0
自由自在 | 營區 | 營地給 | 很大,1,1,2
google | 導到 | 山家當 | 征途 | 建議導 | 竹峰 | 宮,-1,1,0
環境 | 好視 | 野好 | 空氣 | 適合 | 休閒 | 渡假 | 地方,1,1,2
裝置 | 簡單 | 裝置 | 廁所 | 露營區 | 還差 | 一點 | 流動 | 廁 | 所用 | 不習 | 為 | 景物 | 平地 | 燈 | 還不錯,0,1,1
營區 | 河床 | 旁 | 能維持 | 保護 | 原始 | 生態 | 環境 | 營主 | 好客 | 幽默 | 風趣 | 搭配 | 生態 | 旅 | 釣魚 | 採果 | 健走 | 適合 | 包場 | 群聚 | 地方,1,1,2
浴廁 | 乾淨 | 營地 | 可惜 | 漂漂 | 河縮,1,1,2
不錯 | 露營區 | 營長 | 不錯 | 營區場 | 寬廣 | 值得 | 推 | 機會 | 還會 | 露營,1,1,2
有分 | 草地 | 區 | 草地 | 區 | 樹林區 | 星星 | 沖 | 繩 | 光害 | 星星 | 超多超 | 美的 | 場地 | 還比別 | 推薦,1,1,2
營區 | 很漂亮 | 環境 | 優而 | 半夜 | 有人 | 吵鬧 | 唱 | 卡拉 | ok | 一群 | 年 | 輕胎 | 同船 | 鬧到 | 兩點 | 打電話 | 告知 | 營主 | 獨木難 | 支拍 | 賣 | 我門 | 講了 | 兩次 | 事 | 補然 | 道 | 爭吵 | 真心 | 建言 | 獻計 | 漂亮 | 營區 | 營區 | 規範 | 妳 | 整區 | 一群 | 再鬧 | 影響 | 二十 | 幾帳 | 下次 | 因為 | 真的 | 吵 | 間 | 接少 | 八帳 | 迴 | 流客 | 隔天 | 開車 | 倦 | 鳥 | 投林 | 累 | 翻營區 | 真的 | 三顆 | 星 | 就是指 | 營區 | 叫囂,0,1,1
真的 | 玩水 | 地方 | 玩水 | 地方 | 旁邊 | 營區 | 穿過 | 玩 | 營區 | 三區 | 算是 | 各別 | 獨立 | 不太會 | 吵 | 別區 | 兒童 | 遊戲 | 水池 | 距離 | 沙坑 | 太近 | 頑皮 | 小朋友 | 裝沙 | 倒入 | 蠻討厭 | 營位 | 顯得 | 要放 | 客廳 | 帳會 | 擋 | 路線 | 視線 | 應 | 規劃 | 地方 | 停車 | 小朋友 | 地方 | 踢球 | 打球 | 奔跑,1,1,2
營區 | 很小 | 雨棚 | 公路 | 旁無人 | 照看 | 有事 | 旁旁 | 旁旁 | 有事 | 旁 | 旁,-1,1,0
衛浴 | 乾淨 | 洗 | 髮 | 乳 | 沐浴乳 | 營區 | 飲水機 | 脫水機 | 冰箱 | 一應 | 具全 | 唯一 | 缺點 | 小黑 | 蚊 | 白天 | 外出 | 晚上 | 回營區 | 小黑 | 蚊 | 下班 | 影響,1,1,2
老闆 | 親切 | 營區 | 環境 | 乾淨 | 遊樂 | 設施 | 適合 | 親子 | 😍 | 夜景 | 很美 | 喔 | 謝謝 | 老闆 | 美中不足 | 遠方 | 挖土 | 機聲 | 音有 | 點大聲 | 🤣,1,1,2
親切 | 爺爺 | 奶奶 | 喝爺爺 | 泡 | 茶 | 謝謝 | 招待,1,1,2
風景 | 不錯 | 蚊子,0,1,1
B | 區 | 雨棚 | 水泥 | 地板 | 乾淨 | 旁邊 | 浴廁 | 提供 | 桌椅 | 唯一 | 夜晚 | 燈光 | 光線 | 不太足夠 | 喔,1,1,2
這次露 | 風鈴區 | 洗手 | 檯 | 提供 | 洗碗 | 精 | 菜瓜布 | 浴室 | 有大 | 水盆 | 洗 | 髮 | 精 | 沐浴乳 | 一支 | 鼓風 | 機供,0,1,1
草地 | 積水 | 排水 | 不好 | 辦,-1,1,0
營主 | 母女 | 特別 | 親切 | 好客 | 營區 | 環境 | 整理 | 乾淨 | 朋友 | 說 | 機會 | 再度 | 光臨 | 讚,1,1,2
場地 | 很大 | 洗澡 | 熱水 | 忽冷 | 忽熱,1,1,2
野狗 | 說 | 還被 | 咬 | 走 | 隻 | 雞 | 野狗 | 一大堆 | 戴項 | 圈 | 狗 | 洗澡水 | 忽冷 | 忽熱 | 燙傷 | 還碰見 | 程度 | 女露客 | 浴室 | 尿尿還 | 衛生紙 | 丟在 | 地上,-1,1,0
黑店 | 收 | 藉由 | 國家 | 天然 | 資源 | 圖裡 | 黑心 | 暴利 | 求解,-1,1,0
茄 | 苳 | D | 區 | 排水 | 不良 | 積水 | 第一次 | 遇雨 | 因積水 | 撤帳 | 新興 | 整區 | ㄉ | 露友 | 提走 | 撤帳 | 營地 | 草皮 | 混石頭 | 底層 | 石頭 | 偏大顆 | 釘 | 困難 | 若遇 | 雨天,-1,1,0
蚊子 | 多到夠 | 勁兒 | 夏天 | 穿 | 短褲,0,1,1
感覺 | 旁邊 | 菜園 | 雞 | 屎 | 施肥 | 營蒼蠅 | 門口 | 差 | Model3 | 會卡到 | 燈座 | 上山 | 路上 | 差會卡 | 盤 | PS | 低往 | 高才會 | 卡到,0,1,1
如沐春雨 | 小營 | 為 | 螢火蟲 | 露友 | 經驗 | 享受 | 但據 | 說 | 原本 | 一塊 | 腹心 | 土地 | 觀賞 | 開放 | 外賓 | 繞 | 鄰座 | 一大 | 圈 | 隻 | 大人 | 小孩 | 失望 | google | 導航到 | 奇怪 | 路 | 掉頭 | 友人 | 導航,0,1,1
營主 | ㄧ | 家口 | 態度 | 差 | 放 | 狗 | 隨地 | 大小便,-1,1,0
超級 | nice | 老板 | 😁,1,1,2
地處 | 不高 | 老闆 | 和善,0,1,1
廁所 | 太少間 | 排隊,0,1,1
營主 | 原住民 | 可愛的 | 大叔 | 下午 | 醉醺醺 | 幫忙 | 安排 | 場地 | 洗澡 | 熱水 | 柴燒 | 傳統,1,1,2
七月 | 悶熱 | 風景超 | 漂亮 | 天氣 | 好還 | 銀河 | 老闆 | 一家人 | 熱情 | 水蜜桃 | 冰沙 | 濃厚 | 好喝 | 因為 | 滿帳 | 還被 | 招待 | 現搗 | 小米 | 麻 | 糬 | 體驗 | 搗 | 麻 | 糬 | 老闆 | 家 | 種的 | 水蜜桃 | 好吃 | 熱水超 | 燙 | 技巧 | 調整 | 有趣 | 體驗 | 還會 | 拜訪,1,1,2
相鄰 | 狗叫 | 聲太吵 | 蒼蠅 | 蚊子 | 七月 | 尚可,0,1,1
開放 | 熱水 | 時間 | 晚間 | 點到 | 早上 | 點 | 營區 | 24 | 小時 | baby | 實在,1,1,2
適合 | 放空 | 地方 | 休閒 | 地方,1,1,2
大而 | 無當 | 雨棚 | 條件 | 優 | 月 | 還可 | 營區 | 看見瑩 | 火蟲 | 高 | 海拔 | 氣候 | 宜人 | 浴室 | 洗手 | 間 | 合久必分 | 乾淨 | 有步 | 道 | 走 | 上方 | 置 | 高點 | 觀景平 | 臺 | 少 | 兩顆 | 星 | 原因 | 營位 | 標記 | 當日 | 營主 | 現場 | 不知 | 安排 | 先來 | 先到 | 選位 | 易 | 露營 | 團客 | 困擾 | 也許 | 營主 | 不住 | 營區 | 露營 | 詳列 | 下午 | 有露 | 客音樂開 | 很大 | 聲 | 點多 | 露客 | 卡拉 | OK | 伴唱 | 很大 | 嗓門 | 傻眼 | 貓咪 | 幸喜 | 10 | 點多 | 安靜 | 晚上 | 好好 | 睡 | 一覺,0,1,1
乾淨 | 整齊 | 營區 | 水池 | 沙坑 | 小孩 | 玩得 | 不意 | 樂乎 | 營主 | 會來 | 關心 | 狀況 | 還主動 | 提供 | 蚊香 | 下午 | 很大 | 午後雷陣 | 雨 | 很怕 | 積水 | 搞 | 泥濘 | 還好 | 排水 | 狀況 | 還不錯 | 晚上 | 還帶 | 體驗 | 捉 | 蝦 | 活動 | 來趟 | 生態 | 旅 | 很棒 | 露營 | 經驗,1,1,2
營主 | 預留 | 很大 | 草地 | 空間 | 小朋友 | 玩 | 走路 | 很近 | 瀑布 | 玩水 | 營主 | 收 | 垃圾 | 掃 | 麽 | 勤 | 新 | 營地 | 小心 | 搭 | 螞蟻 | 窩 | 滅蟻 | 感謝 | 熱心 | 露友 | 支援 | 香茅油 | 電 | 停 | 更好 | 連露 | 半夜 | 停電 | 😂 | 水槽 | 一點 | 少 | 不錯 | 👍,1,1,2
湖畔 | 區的 | 景 | 緻 | 大樹前 | 位子 | 更好,0,1,1
乾淨 | 營主 | 有求 | 必應 | 晚上 | 天氣 | 星星 | 離奮 | 起湖 | 阿里山 | 不算 | 太遠 | 露營,1,1,2
2015 | 時 | 露營 | 算是 | 接近 | 大自然 | 營區 | 浴室 | 共用 | 熱 | 水器 | 水溫會 | 隔壁 | 而定 | 晚上 | 搗 | 麻 | 糬 | 現吃 | 好吃,0,1,1
營區 | 開闊 | 衛浴 | 設備 | 充足 | 草皮 | 滑草 | 前往 | 露營區 | 路 | 小且 | 顛簸 | 但路況 | 還算 | 不錯,1,1,2
下雨天 | 滿地 | 泥巴 | 😨 | 營地 | 規劃 | 不佳 | 排水 | 不良 | 下雨 | 真的 | 滿地 | 泥濘 | 鞋子 | 會陷 | 進爛 | 泥巴 | 那種 | 小孩 | 狗 | 得關 | 帳篷裡 | 實在 | 可惜,-1,1,0
廁所 | 廁所 | 髒 | 熱 | 水 | 忽大忽小 | 打電話 | 反饋 | 廁 | 髒 | 營主,-1,1,0
洗澡 | 白水 | 水壓,-1,1,0
提供 | 營主 | 提前 | 搭帳 | 話,0,1,1
為 | 說 | 包區 | 沒意義 | 設施 | 小孩,0,1,1
當日入 | 貴營區 | 為 | 竹雞區 | 原本 | 露營 | 清風 | 明月 | 放 | 鬆 | 動 | 日 | 一群 | 青少年 | 搞壞 | 性致 | 當日 | 年 | 輕人 | 晚上 | 喝酒 | 然後飆 | 罵 | 髒 | 話 | 吵 | 半夜 | 點不睡 | 覺 | 本部 | 適逢 | 其會 | 對面 | 吵 | 老小 | 睡眠 | 非 | 人不吵 | 勉強 | 小睡 | 當日 | 營主 | 人員 | 感應 | 電話 | 報告 | 夜晚 | 喧 | 黃 | 湯 | 下肚 | 飲水 | 思源 | 吵 | 貴營區 | 感覺 | 不好,-1,1,0
感覺 | 網友 | 差 | 差 | 為,-1,1,0
老闆娘 | 親近 | 營區 | 乾淨 | 屬於小營區,1,1,2
螢火蟲 | 抓蝦 | 生態 | 體驗 | 不錯,1,1,2
主人 | 熱心 | 服務 | 用心 | Good,1,1,2
營位 | 太小 | 希望 | 少排 | 一點 | 空間 | 大一點,0,1,1
營區 | 規劃 | 好手 | 機訊號 | 穩定 | 快速 | 浴室 | 熱水 | 熱水壓 | 景色 | 無敵 | 夜景 | 無敵 | 浴室 | 寬敞 | 乾濕分 | 離五顆 | 星營區 | 👍 | 👍,1,1,2
廁所略 | 帶遠 | 露客 | 唱 | ktv | 吵 | 勸止,0,1,1
到訪 | 兩次 | 營主 | 很熱情 | 場地 | 很大,1,1,2
首露 | 第一次 | 以客 | 廳帳 | 方式 | 首露 | 推推 | 環境 | 隱蔽 | 蚊蟲少 | 中午 | 過後不太熱,1,1,2
營主 | 態度 | 希望 | E | 區營位 | 備 | 註 | G | 區要 | 滑草 | 露友會 | 營位 | 帳篷 | 前經過 | 希望 | E | 區營位 | 備 | 註 | G | 區要 | 滑草 | 露友會 | 營位 | 帳篷 | 前經過,1,1,2
營主 | 阿公 | 阿嬤 | 親切 | 營區 | 分 | ABCD | 四區 | 寬 | 敞 | 草皮 | 豐厚 | 浴廁 | 分開 | 衛浴 | 清潔 | 有大樹 | 帳篷 | 搭 | 大樹下 | 涼爽 | 蛾類 | 幼蟲 | 傍晚 | 許 | 小黑 | 蚊 | 需防 | 蚊,1,1,2
家人 | 朋友 | 共度 | 美好 | 空間,1,1,2
營地 | Ｏ | Ｋ | 帳 | 公物 | 處電箱 | 洗菜 | 枱 | 廁所 | 浴室 | Ｏ | Ｋ | 屋頂 | 為 | 透光 | 罩 | 三夏 | 烤箱 | 太熱 | 洗手 | 間 | 前 | 涮洗 | 枱 | 纖毫 | 糟糕 | 夠,0,1,1
休閒 | 地方 | 熱情,1,1,2
蒼蠅 | 滿天飛 | 誇張 | 話,-1,1,0
蒙古包 | 潔淨度 | 升任 | 更佳,0,1,1
