content,rating,status,type,label,sequence_num,publishedDate
廁所很乾淨，營主非常好，還有WIFI，8/22那天到時下大雨，護草墊鋪上會濕但不會有泥！,5,1,1,2,3736,2023/11/07
景超美！露營體驗很好~~~營主非常熱情！好喜歡這個空間！,5,1,1,2,353,2021/05/07
建議先問問蒼蠅多不多。上山的路很狹小很陡，注意安全，營地草皮很軟，是巴西地毯草很軟，但是不平整，還有要去的時候，最好注意一下季節，圍繞營區的是果園，說是在施肥，所以蒼蠅誇張多…爆多停在帳篷上一整片…是會多到影響食慾那種…自備十張蒼蠅板黏滿滿…這蒼蠅量是露營以來史上最多，營主養的狗狗會跑來草地上亂大便，要通知營主來清，所以走路要特別注意，環境維護差讓原本想山上放空的心思全沒了，衛浴是電熱水器，算熱，蓮蓬頭壞了水會亂噴要注意還有部分淋浴間水量小，乾淨程度差，連假滿帳遇到跳電一個小時，但是怕蟲的要注意吧，蠻多蟲的，可能太忙了，感覺環境沒有在用心在維護，就剩那山景值得安慰而已，有點失望,3,0,1,1,801,2020/04/08
營主態度很好  友善。希望能夠頻繁地巡視營區，以主人的立場規勸營友的行為..例如講話聲，音樂聲..等,4,1,1,2,2583,2018/08/15
真的很讚。廁所 盥洗室都超乾淨24hr熱水真的超方便,5,1,1,2,6765,2023/10/13
魚超多 魚種也很多 應該是北台灣魚最滿的露釣營地了,5,1,1,2,611,2020/05/06
老闆娘和藹可親廁所乾淨不濕滑落實垃圾分類早上會有雞叫聲喚醒蚊蟲難免會有這就是大自然！^_^雨棚區 讚！,5,1,1,2,3832,2022/05/08
一個漂亮乾淨的露營地，有一個不錯的小商店，以防你忘記帶啤酒或水。露營地的環境不是很自然。露營地到處都是碎石和水泥。如果您在下雨的周末露營，那就太好了。如果您想融入大自然，這不是您所尋找的。不過，他們確實有一個美麗的河濱景點，可以讓您下水游泳。非常容易到達。山上不高，最適合冬季露營。夏天會很熱。,3,0,1,1,3244,2022/05/09
因為是露營新手，所以帶的設備也不多，就向營主租借設備（營地的廁所明明有貼一卡皮箱就可入住的廣告），到營地後，營主就向我們說你們怎麼什麼東西都沒帶？感受十分不佳…晚上要燈條時，發現很短又是白光，根本只能摸黑煮東西，只好邊用手機照燈邊煮東西，好險有好心的營友借燈條給我們並說白光會招蚊蟲不要用，才得救。營主也沒事先跟我說冰箱只有一種溫層讓我們的食材都凍壞了⋯只能說對於露營新手不適合要去前請三思。,1,-1,1,0,648,2023/05/07
雜亂的環境、浴室廁所可以知道營主沒有用心在經營。好處是其它露友隔一天就撤帳，很容易變成包場（前提防蚊液和補蠅板要自備充足，熱水不穩要想辦法準備水桶）,1,-1,1,0,6998,2023/11/08
營區廣大 清風徐來 滿眼山色 是很好的露營區,4,1,1,2,2741,2022/05/09
值得推薦的營地。硬體設施不錯，規劃的很好。水槽高度適中，不會腰酸背痛。有小溝可以玩水。很棒的營地。,5,1,1,2,5153,2019/03/31
很舒服的營區。步行道路可以多加些碎石，下雨時減少泥濘。,5,1,1,2,1911,2017/11/25
營區很漂亮 環境也很優但是半夜有人吵鬧唱卡拉ok一群年輕男女一路鬧到兩點打電話告知營主也無法處理我門也下去講了兩次也沒用然道要去吵架嗎我真心建議 這麼漂亮的營區營區規範強烈妳打清楚整區就那一群再鬧影響其他二十幾帳像我們這種 下次可能就不會再來因為真的很吵你就是間接少了八帳回流客隔天開車回家整個累翻營區真的很好三顆星就是指營區吵鬧部分,3,0,1,1,77,2023/12/07
場地排水差，營主規定多共用洗碗槽浴室乾淨值得加分,3,0,1,1,1781,2023/05/08
缺點：1. 蟲、蟑螂、螞蟻有點多2. 地斜優點：1.熱水穩（冰箱旁邊那間）,3,0,1,1,2483,2023/07/07
補辦補課日衝去露營，A區整個包場了浮誇的海鮮冷盤、羅宋湯、香檳紅白酒短暫的一天一夜，大家忙著搭帳篷、料理晚餐、早餐吃海鮮粥、收帳篷⋯沒能好好看看營區實在可惜下次來可要多留一點時間。,4,1,1,2,5210,2023/05/07
營地風景優美，營主人也很好，常常到營區巡視。小缺點就是最後一小段路刺激了點。,5,1,1,2,513,2018/07/09
小而美且清幽。以娜區草皮維護的很好，地勢平坦廁所浴室乾淨，柴燒熱水非常熱冬天洗澡應該會很舒服兒童設施可能比較少使用，堆積一些塵土年輕營主人很客氣人很好意外驚喜，遇到叭噗阿伯給朋友們很棒的首露經驗,5,1,1,2,988,2022/07/18
風景優美，環境清幽，是個露營的好地方，老闆很親切。,5,1,1,2,4903,2023/05/07
景觀很好! 營主人很好還幫我們第一次夜衝協助搭帳!!!,5,1,1,2,2578,2020/10/07
雙十連假露營超收帳，近50帳只有3間廁所2間浴室水忽冷忽熱，廁所又不乾淨還要強迫換拖鞋，拖鞋比浴室還髒，一晚跳電四次老闆還敢大聲宣導不準用高耗電電器，在跳就不開電，怎麼不想想自己超收那麼多帳，草皮到處都是羊大便，給一顆星是無法選在低了，不會再去第二次,1,-1,1,0,3530,2023/05/07
營主親切 環境優美！不會帳帳相連!值得推薦給朋友唷！ …,5,1,1,2,5071,2019/05/06
營主人是很客氣。廁所很乾淨，但睡到一半大半夜被狗叫聲吵醒。實在很糟糕,2,-1,1,0,2818,2023/11/06
營區環境優美，老闆親切熱情，而且很認真在整理環境，是個很不錯的營區喔！,5,1,1,2,289,2022/02/07
很大自然化 但爛泥巴也太滑了 應該要整修一下路⋯路真的無敵爛 很難開,2,-1,1,0,2198,2022/07/31
大大的草皮，乾淨的衛浴間，還有親切又熱情的營主！小朋友玩到不想回家，是個小孩放電大人放鬆的好地方就在台北近郊噢 …,5,1,1,2,4418,2021/05/07
第五露營主健談、很親切nice風景超棒 從早到晚都不一樣晚上還能看夜景衛浴空間非常大 而且洗澡熱水沒有時間限制！大推,5,1,1,2,3327,2023/05/09
帶團露營從未沒這麼不開心過，營地下雨積水反應給營主，營主就一直找藉口說尖石的營地就如此，營釘都不知道打歪幾支且沒有垃圾桶，都要自己提到廁所去丟，這都是小事，晚上貓咪把我打包好的垃圾咬破，垃圾滿地，一早營主看到，很不客氣要我快清理，我也才剛看到被咬亂的垃圾，傻眼中，就好像是我們亂丟垃圾，一早就滿肚子氣。不到中午十二點就一直說怎麼收這麼久，我在等你們我有付營地費，時間也還沒到，到底是怎樣，是營主就可以收完錢，隨意更改時間就對了。真心不推薦這營地，雖然營區美，但營主的不友善及營地問題，我希望跟我一樣講究露營就是要開心的人，不要花錢買罪受因為不能不按，所以給一顆星星，至少營區是美的，不否認。錄影存證我們離開垃圾不落地，身為戶外人的品格。,1,-1,1,0,6375,2023/05/06
適合親子同遊的營區，環境整理的乾乾淨淨，浴廁都有蠻大空間的，也很乾淨。,4,1,1,2,5420,2023/07/07
營地空間很大，營位種類多，有許多小孩可以玩的草地及設施,5,1,1,2,4108,2023/05/21
反映問題時，營主有用心及時協助處理。1. 實例：1/26造訪時，晚上10點過後鄰帳露友持續聊天與撥放音樂，二度簡訊請營主幫忙，皆獲得快速溝通處理，能遇到有擔當的營主，是不幸中的大幸。2. 美中不足之處：在洗澡熱門時段，熱水供應的續航力仍有改善空間。,4,1,1,2,3570,2019/01/29
整體都很讚 尤其廁所乾淨 洗澡的水壓跟熱水都很滿意 有個很棒的體驗,5,1,1,2,5782,2023/05/08
營主很熱情，還煮甜湯給大家喝。也會注意彈跳床使用的狀況。但雨棚區最多四帳。空間有點擠,5,1,1,2,5156,2023/12/15
"這一陣子都是豪雨特報什麼叫不是依新聞發佈的為準而是看當天你的營區有無豪雨？衝的話怕四面八方來的朋友安危也擔心路況不好的不衝的話你只能退3/2的費用想要延期,卻只能延期到平日起初也有告知是求婚約十帳人數也非常多  並不是每個人都可以延到平日好嗎？",1,-1,1,0,968,2021/05/06
清靜又舒服。環境上乾淨～安靜~地點方面，離泰安豆腐街近，吃東西方便。,3,0,1,1,4912,2019/03/12
營地不供電！廁所及浴室供電時間17：00~22：00浴室全天供應熱水,3,0,1,1,2121,2022/05/08
營區雖小，但什麼都有，也可以到附近營區玩樂，孩子都很開心,4,1,1,2,6866,2023/05/09
露營區草地平整，但小黑蚊非常多,3,0,1,1,1203,2020/05/06
營地乾淨!!老板熱情!!露營守選>>空氣好棒!!下次還要在去!!,5,1,1,2,1463,2023/05/08
白天有點熱，傍晚溫度降下來，到晚上會冷需備著薄外套，晚餐訂營區的烤肉美食，好吃！晚上星空很美，有看到銀河等秋天再二訪～ …,5,1,1,2,5719,2023/07/07
停車動線差  營主一直跑來打擾遊客冰箱只有一個也不夠多人露營使用浴室熱水也不熱   廁所髒亂風景不佳  只有一個接近乾枯的小溪朋友臨時會面還要多收費用  有夠小氣唯一優點  會主動告知下山路況,2,-1,1,0,6730,2022/05/06
"維護得很好, 好營地。臨時有一帳發高燒無法成行, 老闆體諒沒多問. 謝謝老闆!很漂亮的營地! 景觀好, 星空美不太大也不太小, 剛剛好",5,1,1,2,5679,2017/12/12
非常用心的營地。廁所其實不會很遠，草地也很美，浴廁都很乾淨，洗澡水壓很夠熱水穩定，還有山景，已經決定要二訪的地方了～,5,1,1,2,225,2023/05/07
廁所浴室很少，好幾個區共用四間浴室、四間廁所，洗澡跟早上要等一陣子；熱水供應不穩，忽冷忽熱；營主態度很差,1,-1,1,0,2879,2022/05/06
很捧的營區，首先有清涼的山泉水戲水池，也有沙坑，重點是厠所很乾淨，營主及營主兒子常常來巡視。營地的排水性很好，雖然沒有遇到下雨但是我家小朋友有不小心把一筒水灑翻在營地上，完全沒有排水不良的情況。晚上還有捉蝦活動，一堆小朋友超興奮的，隔天早上還有餵魚，營主一家人非常用心經營。希望下次去露時是櫻花盛開的季節。,5,1,1,2,1153,2018/05/07
首露就遇到好營區。營主很親切，連孩子都愛找營主夫妻聊天（哈哈！！）廁所垃圾桶從抵達到離開沒見滿過，掃得很勤浴室水夠熱水量也很大，非常舒適去的兩天都遇到下雨，但沒有積水，排水系統不錯總之整趟下來非常開心，謝謝營主用心維護,5,1,1,2,784,2022/07/18
就一個“離市區近”，其餘還好。,3,0,1,1,4492,2019/05/07
一直跳電一直跳電一直跳電,1,-1,1,0,1260,2023/05/08
二訪這個營地風景漂亮 空氣很舒服晚上看得到淡淡的銀河旁邊有步道很適合散步但兩次造訪洗澡時都遇到沒有熱水情況營區介紹有寫提供設備包含飲水機，最後一天收帳早上飲水機卻不供水，如果需要煮水一定要再自備多一點比較保險,4,1,1,2,785,2023/08/07
營區景色優美無話可批評，唯一廁所太窄小，馬桶方向不對，其它都很ok。營區主人服裝親切,5,1,1,2,6057,2022/06/29
這不是豪華露營。這是露營。我們睡在我們的貨車裡，貨車停在我們的木製平台旁邊，我們在那裡設置座位、一張桌子和爐子。平台很受歡迎，因為下了點雨，地面有點泥濘。浴室足夠而且相對乾淨。他們可以多做一點，但考慮到價格，我並不期待五星級飯店的設施或清潔度。這是足夠的。他們有公用冰箱、熱水，如果您需要的話，也可以租帳篷和睡袋。我們在A2泊位，靠近遊樂場和浴室。店主很友善而且謙遜，但對線上業務一點也不了解。他很樂意把這件事留給他的孩子（如果我沒記錯的話）。景色很美，從山上往下看，雖然沒有在高海拔地區看到的令人驚嘆的景色，但仍然很美麗。這是我們第一次在台灣做這件事，非常完美。,5,1,1,2,1945,2023/12/07
3年來露過最雷露營區:1.洗澡洗到一半沒熱水，小孩全身泡沫等了將近1小時，水壓偏小且不穩2.粗估最少6帳用同一個迴路，電壓非常不穩，連3W10顆LED15米串燈不亮，打氣機罷工，只能手動打氣，改用LED燈條3.環境髒亂，生態池看起來無人管理，超多小黑蚊，點了蚊香擦了防蚊液，每人最少20包起4.在浴室與帳篷區看到2隻在飛的超大蟑螂.蟑螂.蟑螂....5.草地沒有定時修剪，超過腳踝高度，石階佈滿青苔，十幾個大人，4位大人不小心滑倒，最後大家都寧可繞路6.收費不合理，大多數營區超過4人每人需收費100幼兒園以下小孩不收費，此營區一人250且幼兒園以下也收費7.與照片不符，教堂等大多數拍照景點多數老舊，沒有網頁介紹漂亮唯一的優點剛好在溪邊環境算是清幽，其他都是缺點，且有問題詢問服務人員態度實在很不友善以上若不屬實，願負法律責任,1,-1,1,0,195,2023/05/07
營主親切招待   營地景色優美  是個值得再來的好營場,5,1,1,2,5734,2019/05/08
進勝興火車站，由營區爬山上去，可運動兼遊玩。,4,1,1,2,3179,2022/01/08
(1)小營區，適合不愛人擠人的露友。(2)生態豐富，有蜥蜴，螳螂…旁邊有小溪，有不算多的小蝦，小魚…,3,0,1,1,3585,2020/05/08
"交通方便,風景優美,賞山谷之悠好去處。搭在B區高地勢處,碰上連續豪大雨, 只有低窪坑洞有積水現象,其他安然無恙; 不過因車道還未鋪滿水泥,車子上不去,幸好老闆熱心幫忙開出車道,也告知建設持續進行中;風景優美,碰上點小雲海,收帳時藍天如詩如畫! 浴廁似乎與老闆一家共用,清潔度尚可,熱水水壓穩定,沒有碰到需使用水桶的狀況,24小時供應熱水頗優! 不過營地垃圾桶有異味,味道頗重,建議可清洗",4,1,1,2,5701,2017/07/04
親切好客的老闆娘，非常用心的維護環境，草坪長的很漂亮希望露友一起珍惜,5,1,1,2,5925,2020/05/07
很美很放鬆的一個地方營主隨和又熱心，第一次露營的體驗真的非常好,5,1,1,2,7,2022/05/08
"推薦的營區。1.工作人員都很熱情，主動詢問需求，提供護草墊2.廁所衛浴一起，男女分開，原以為人那麼多，洗澡廁所會塞車，但其實沒這個狀況，靠廁所的區域會比較吵一點,淋浴間有密閉式吊櫃可以放衣服，側邊也有小架子放沐浴用品，但蓮蓬頭太高了啊，有點不方便3.洗澡時有人上廁所沖水，正在洗澡的水突然變很燙熱，需要注意4.當天去，其他區可能都是認識的，晚上11點多小孩還在跑來跑去，隔壁的帳篷剛到在搭設，也是大聲交談，未見管理員出來處理",5,1,1,2,2244,2018/11/22
這是一個10點以後就不能聊天小聚的營區，所以想要晚上小酌放鬆聊聊天的人，可能要三思唷 …,1,-1,1,0,2509,2022/05/07
可以釣魚的露營區有吳郭魚還有烏鰡在鋼棚區搭營就不怕颳風下雨唯一的小缺點就是其他帳聊天的聲音也容易傳過來浴室廁所乾淨清潔顯然時常在維護是值得一訪的營地,5,1,1,2,5188,2021/05/06
10/28夜衝，營區環境很整潔， 衛浴設備很乾淨，營主人也很好，旁邊有步道可以走，還有美麗的茶園風景,5,1,1,2,6841,2023/05/07
"這次的體驗是非常的難得又特別, 因為我們兩帳包了整個露營區。所有親子設施玩好玩滿, 非常的值得！ 但如果是一般假日帳數7、8分滿的話, 感覺公共設施, 衛浴設施明顯不夠使用。建議平日來造訪享受優質的時光。",4,1,1,2,5866,2023/05/06
老闆熱心，環境優，離市區近，是個鬧中取靜的好營地,5,1,1,2,4183,2017/12/26
很簡單的泡茶地點，想到溪邊沖涼亦可，是一個心態放輕鬆食物飲品自帶的輕鬆自然活動區,3,0,1,1,3186,2023/05/08
空氣清新。有高壓電塔在附近是稍微扣分的，其他還不錯。,4,1,1,2,6686,2018/05/07
營主人很好，水果免費自採。浴廁沒乾濕分離。場地不大，建議帳數少一點,3,0,1,1,5523,2018/12/30
"會再回訪的營區。營主很熱心,也很勤快打掃,浴廁稍微小間,但乾淨熱水夠熱,水壓稍稍微不穩定,要自行調整下,手機收訊很好,設施很齊全,小朋友玩得很開心",5,1,1,2,4022,2023/10/09
衛浴乾淨，熱水穩定，冬日各區提供熱水洗碗槽。草皮植披養護好。正值櫻花季，山櫻.富士櫻，粉色桃色，點綴山野，景色優美。,5,1,1,2,3913,2023/05/07
草地很大。這次的風很大，還好有雨棚區可以擋風。,5,1,1,2,6211,2019/01/02
引流動溪水，玩水就在帳旁隨時可以顧到，夏季十分理想。,5,1,1,2,1720,2019/05/07
原本想要跨年去露營，結果太晚預約沒營位了，老闆熱情建議我228連假過去，說那時候櫻花都開了。果真！完全沒失望。熱情的老闆總是不會讓人失望，除了很用心維護營地，衛浴設備也很新很乾淨，等老闆把新的地養好，肯定會再去的 …,5,1,1,2,405,2023/05/07
老闆及老闆娘人很好！。希望營區的標示能清楚一些（因為跑錯營位…）除了這個以外都還蠻棒的。,4,1,1,2,718,2020/10/12
環境好氣氛佳視野棒，老闆跟老闆娘為人客氣熱心,5,1,1,2,6157,2024/04/08
110/12/30快快樂樂出門看了風評都寫的不錯一到營區實在是太讓人驚嚇一個營位給四片互草墊重點地板真的很不平穩根本無法好好搭帳篷營主說明天才會在載來當晚就只有我們夜衝難道不能先給我們用嗎？說什麼明天調來在給阿帳篷都搭好了隔天在拆掉嗎？12/31早上7:00準時火車狂經過（怪手）整地一直到晚上5:00才善罷甘休當天露友陸續到場好了插電的供電區只有兩個插座結果大家來了插頭不夠營主說要用分接插頭分享插四個營位一個供電區居然才兩個插頭真的很棒當地天晚上跳電了7-8次跨年夜欸⋯⋯一直跳電…..當夜店霓虹燈？晚上熱水水壓根本不足洗澡洗碗都要耗上1-2個小時1/1早上7:00又是怪手整地天啊整個很火營主前後都養狗歸剛欸我們都聽狗叫聲怪手挖地聲就飽了啊⋯⋯這是我們唯一一次遇到最好最棒的露營地近期想去的朋友要快點預約喔！還有真的要多做功課因為照片真的很….美很夢幻抵達現場你一定會有不一樣的臨場感還有還有廁所無敵乾淨都沒人整理沒有衛生紙要自備,1,-1,1,0,6266,2022/05/07
空氣如三百年前般潔淨，即便上山的路不好走，一到現場後看見如此風景便不覺疲累了。便是以營地之氣息卸除工作一週的精神倦怠。晴日時，陽光如手掌般的安撫肌膚;霧氣深厚時，使人如同立於蜀山之巔，霧氣安寧且冷靜。一輩子倘若不來過一次便說不過去了罷。,5,1,1,2,677,2018/05/07
草皮很漂亮，又厚又軟，樹木比較少，白天比較熱，唯一一棵大樹，就在遊樂區，很吵。老闆沒有主動告知要從暨南大學門口進去，導致我們十分鐘的路程，繞路繞了一個小時。廁所浴室在同一間，雖然乾淨，但是當天同住的人素質可能比較差一點，尿騷味很重。雨棚區在正中間，草皮在兩邊，空間配置導致雨棚區的說話音量很清楚的傳出來，也沒有噪音勸導，整個晚上都在忍受雨棚區的深夜講話和小孩子大叫噪音。是唯一一次被噪音吵得很痛苦的露營經驗。如果怕噪音干擾的，最好要考慮一下。,2,-1,1,0,5807,2020/05/07
排水很差，雨後草地很泥濘。,2,-1,1,0,5653,2019/05/06
可以親水及池釣的活動，營地設施和規劃都不錯,5,1,1,2,4988,2022/05/06
宜蘭大同鄉星光山夜露營區 腹地不大 但整理的很清悠乾淨 景色優美,5,1,1,2,1202,2020/05/07
柴燒熱水又燙又爽，在山區中間非常舒服，設備堪用，營主讚。,5,1,1,2,4057,2020/05/07
樂哈山露營區共有八個區，進入樂哈山大門左側小路可到達一、二區，其它區則由右彎小路往上分佈。第八區最高視野也是最好的，說是視野最好也就是可以遠眺遠方的山巒。營區地面有濃密的草地，地面算平整透水性還算可以。第七、八兩區共用衛浴，對第八區來說要走一段樓梯，夜晚要如廁雖有路燈，但雨後濕滑有一點危險與不便。這次住在第八區又逢午後雨，雨下到晚上約10點，營帳底下因些許積水而不方便入睡，最後只能改成車宿留下了一些遺憾。,4,1,1,2,3290,2023/08/07
帳太多廁所髒連洗兩天冷水早洗晚洗都一樣沒熱水非常不推薦,2,-1,1,0,3234,2022/05/06
營位有點暗，我們中午到營地時，廁所就很髒亂了，直到晚上要10點了，也未改善！垃圾桶爆炸，衛生紙散落一地，馬桶很髒，幾乎每一間都很可怕 …,1,-1,1,0,2077,2023/05/06
遠離城市，可以讓小孩跑跑跳跳，有時可喝到老闆娘的咖啡,4,1,1,2,6588,2019/05/07
廁所清潔要加強（垃圾都滿滿滿）。營區位置很大，插座和洗手台也是一個營位獨立的，浴室男生吃電的，多人使用後會沒熱水，需要等30分鐘以上，女生目前是瓦斯，倒是沒問題！但是寒流時，風大浴室內好冷。雲海也很美～,5,1,1,2,1195,2023/10/30
小而美的營地，營主是一對用心經營營地的熱情夫妻，女營主是愛花人士，在營地種植許多美麗的花草妝點營地！。營地的腹地雖不大，但營主也不會超收，所以是不會感覺到擁擠的溫馨營地，有規劃一區簡單的遊具區讓孩子們有地方放電,5,1,1,2,2214,2023/02/02
如果帳數少（5～10）是個很棒的營地（5帳以上才有提供臨時供電喔！），滿帳就不好了，因為連中間都搭，就沒什麼空間了，相對的也比較吵，因為大家都圍繞在一起，唯一好的地方就是18:00～22:00左右會有電（營主用發電機供電），可是也是缺點，剩下時間都沒電，如果半夜要上廁所要自備燈，所以如果帳數太多，勢必會比較危險，因為都沒有燈，整片暗黑黑...連廁所也沒有....廁所好像也沒有準備衛生紙（我去3天2夜都沒有，要徹帳發現有了？？是因為平日的關係？），廁所4間，衛浴也4間，廁所跟衛浴是分開的，衛浴上面沒全封，導致洗澡時，風都會跑進來，會比較冷，還好熱水很熱，不會乎冷乎熱.....只是不知道為何廁所哪裡都會積水，明明都沒有下雨....如果要去，保暖措施要做好，半夜溫度有機會來到負2～5度....所以如果沒有好的睡袋＋煤油暖爐的話，不建議去....會冷死（我第一次遇到餐具沒有洗，用水浸泡著，隔天早上起來，水結冰了....）如果你有辦法克服以上的缺點，那值得去一趟，個人覺得比武陵農場跟福壽山農場好多了...至少不會那麼擁擠跟熱鬧....,3,0,1,1,5834,2021/05/08
露營的好地方，有水有電。很安靜。這裡的團體伙食很新鮮，魚都是現撈現烹調的完全沒有土味。,5,1,1,2,5377,2021/05/07
四間廁所四間衛浴提供的不是護草墊，是黑色厚墊黑色厚墊第一次在營區使用覺得在雨天很方便夠厚所以沒有滲水進去帳篷裡面但是可能需要汰換因為大小不同還有缺洞會讓走入帳篷內帳的時候東缺一角西缺一角8/11五 接近中午進營區還好有聽營主的話先搭帳再走步道否則雨天搭帳真的很狼狽欸還好六日都是好天氣沒有提供冰箱沒有飲水機前往的人需要自行處理唷營區ABC劃分沒有很清楚所以如果直接搭帳可能會比較有移帳的風險記得先打電話確認再搭喲營區離巨木林道很近不用開車出去還要擔心會車這個就很棒剛好遇到流星雨極大期看到好多流星真的很滿足,4,1,1,2,5738,2023/09/08
不錯，但家人被黑蚊及螞蟻攻擊!。海拔雖然不高，但晚上不會熱！ 買東西不方便，要自備食物跟飲料!,4,1,1,2,6684,2018/08/12
是一個對露營新手來說很友善的露營區！設備蠻多的（大冰箱、飲水機、戲水池、籃球場..）不太需要擔心設施的問題，但也因為冰箱裡的食材蠻多的，所以造成溫度不夠低的狀況（？，我們有三袋冰塊冰一整天還是水水的。比較需要準備的是大量的防蚊液，最好是防小黑蚊的防蚊液，畢竟露營是接近大自然的活動，不能避免遇到許多的昆蟲們～這次跟朋友們待了兩天一夜，我們都對此感到非常滿意！是一個讓人放鬆的好地方(  ˶ˊᵕˋ),5,1,1,2,874,2023/06/08
什麼都要收費，廁所環境衛生差。說真的露營的話真的來錯地方了，晚上連燈都沒有，廁所距離遠。差差,2,-1,1,0,1849,2020/05/08
環境清幽如仙境 山溪流水蟲鳴鳥叫。來這營地很多次了  環境不錯  空氣清新 不建議怕蚊蟲的人來露營  畢竟這裡蠻山區的,2,-1,1,0,2282,2023/10/11
d區隔壁鄰居晚上卡拉ok唱的很嗨！（營主雖有勸導…..無用）露營不是要親近大自然嗎？為什麼要來山上用擴音機唱歌？山上生靈都沒辦法睡覺休息…….,2,-1,1,0,7197,2024/01/07
"營主張太太為人親切,風趣,營區乾淨,山景美麗,,列入下次再去的營地",4,1,1,2,6805,2019/10/27
市區裡的秘境，三餐宵夜皆可外食，離全聯只有五分鐘，白天很熱但一直有微風，天幕下搭配電扇還算舒適，草皮維護的還不錯，浴寑5間，有一間較大親子的在角落，營主親切，無吹風機，無冰箱(看評價是在營主家，很遠)，營位劃分是一格一格270X270的小碎石，空間上要確認清楚，不然隧道帳或印地安不太好搭，整體來說想輕鬆放風不開伙，很推薦,5,1,1,2,6405,2020/05/07
"就在我家附近,車程不到20分鐘,有這麼美的露營地，竟然不知，太誇張了！因為要陪女兒及其閨蜜露營，特別指定要美美的湖畔營地，才會找到這𥚃。而這𥚃不就是曾經到烏來上班必經之路嗎？當太太找到這𥚃時還不敢相信。原來這𥚃以前是釣魚池，後來改成婚紗攝影場所，再改成現在的露營區。目前僅開放五六兩日，平日要3頂以上才開放。而星期五也僅開放夜衝，星期五早上11點到達時營主還很訝異我們怎麼這麼早到，露營樂訂位系統沒有跟營主提到有我們的訂位，好理家在，營主沒有去做工，否則......。剛進到營區就被眼前美麗的湖泊吸引了，直呼太美了！搭配遠方的山景，猶如人間仙境般。很值得露營愛好者前來，夏季可到營區內溪邊戲水，冬季平地又不寒冷。營區就像一座公園，不同區有不同的景色，營主又貼心的替每區搭設了棚架，給露營者遮日又可避雨。",5,1,1,2,6319,2021/05/07
很棒的營區，景觀美麗。整體來說很棒的露營體驗，唯一不足的是交通指標，進去跟出來都差點開到私人果園裡，多幾個指標會更好,5,1,1,2,832,2020/08/30
交通方便，整體環境乾淨。選E區廁所及淋浴間大，旁邊就是溪流，夏天適合玩水且安全。,5,1,1,2,4620,2022/04/08
"羅老爸很親切不錯,下次有機會還是會去。這次去7/7~8住兩晚,第一晚還OK很清靜,但第二晚羅老爸的親戚朋友和孫子從下午5點多開始烤肉歡唱很大聲一直到晚上10點隔壁帳要休息提醒他們才停,不然他們是完全沒考慮是不是會吵到我們,這點就很糟糕,希望他們可以改進",3,0,1,1,6207,2022/07/10
這次選在波羅蜜區環境很好，如果廁所和衛浴分開的話就更完美了,5,1,1,2,3353,2018/12/03
環境清靜，衛浴超乾淨，小孩的玩樂天堂，營主夫婦超親切，是一個很棒的營區,5,1,1,2,4606,2019/03/02
往營區的一段路約五分鐘，是沒有辦法會車，而且是很陡的髮夾彎（連續三個彎哦），需要非常小心，注意沒辦法會車！營區風景還好，有些是碎石區，浴室裡面有附沐浴乳和洗髮精，但是廁所、浴室不多⋯⋯主要的衛浴A：是在風鈴區，坐式馬桶也只有一間，浴室二間，其他區大部分要走過去。下午會有大蚊子，叮到至少癢一周⋯⋯,3,0,1,1,2012,2021/05/07
水的忽冷忽熱太瘋狂了，明明調在中間的位置，突然變成極燙的水，好險不是在洗小孩，手都燙紅，嚇到欸，水的問題很不ok但小朋友設施很多，孩子玩的很開心，所以給二顆星,2,-1,1,0,5524,2024/01/07
：海拔600公尺：路況佳：野貓：水壓穩定：無衛浴很多間就算全滿使用中也不會忽冷忽熱喔,5,1,1,2,6409,2024/01/06
建議浴室跟廁所分開，以免有人洗澡就無法上廁所。建議浴室跟廁所分開，以免有人洗澡就無法上廁所,3,0,1,1,1634,2019/02/17
浴室數量不夠用，好不容易排到了，卻洗到前10秒的溫水，接著是不得不洗的冷水澡，在寒溪露營讓人寒心,3,0,1,1,6438,2023/05/07
下午一點半到，三、四點就開始涼快了，草皮柔軟，只是老闆想把一些乾枯的草養起來，是個好營地,5,1,1,2,1747,2021/05/08
營主用心經營，服務也很好，很能採納露友給的意見。1，廁所&浴室，營主原本維持的真的很乾淨，還有清潔阿姨來巡視，如果廁所髒亂，營友們自己是否也要負擔責任2，小黑蚊，是否因為附近農地噴灑農藥，因此小黑蚊都往營區跑?當然這個是不確定的，只知道我們家沒有被叮咬3，烏鴉成群，其實這個地方的環境是好的，換個角度來想，有那個營區可以讓烏鴉叫你起床看日出呢？4，打雷閃電下雨，絕對不是營主可以控制的，何況雷電打到不該打的地方造成區域性停電，這也不是營主可以去進行修復的，依(營主=小路)的表現，已經真的很不錯了(相信我，我有遇到更爛的),5,1,1,2,5652,2018/07/01
