content,label,rating,type,publishedDate,tokenization,sequence_num,status,origin,origin_label
營主親切，任何人都很親切。地點好找，營地很大，營主家對人都非常親切，一直來關心。雖然離馬路不遠，卻像在山中一樣安靜。不過唯一讓我困擾的一點，可能附近菓園剛好有施肥，白天的蒼蠅多到嚇人，可能要觀察一下那一區會比較少一點唷有機會會再回露~,中立,5,1,2020/5/7,,4178,1,1,正向
營區小而美鄰近海邊，棧板很大但小黑蚊實在太多了！雖然有提供蚊香 穿長褲狂噴防蚊液手跟腳還是被咬得很慘 不知道是不是旁邊是田地的關係 ，衛浴水壓不穩不是超燙就是超冷！,中立,3,1,2023/5/6,,4179,0,1,中立
營主無法溝通 不通人情服務：1地點：1,負向,1,1,2022/5/6,,4180,-1,1,負向
【請注意!!】線上訂位僅提供部份營位預訂，如需包場，請洽營主。。滑草很棒~小孩們玩得超開心~營主也很熱情，衛浴垃圾都有派人巡還請我們吃香蕉~但 我們定位時沒注意到網頁上有這句【請注意!!】線上訂位僅提供部份營位預訂，如需包場，請洽營主。所以 這是跨年露營多了很多很多營主收的營友跟我們一起跨年喔~半夜還有在滑草區紮營的營友們嚎叫~ 增添不少跨年的氣氛~~超棒~~,正向,3,1,2024/1/3,,4181,0,1,中立
建議自己準備裝備 跟營主租的裝備很多都不適合露營使用,負向,1,1,2023/5/7,,4182,-1,1,負向
雖然營位兩租，但後來營主有處理。設施與風景都不錯！,正向,4,1,2022/8/11,,4183,1,1,正向
這營區很棒，營主也很熱情，偶爾都會巡一下看大家需要什麼，每個區都有自己的廁所跟衛浴，這點非常好～,正向,5,1,2023/5/7,,4184,1,1,正向
剛好遇寒流，溫度都在9-14度間，幾乎沒有遇到傳說中可怕的小黑蚊或蚊子，大約一半的時間都在飄細雨，草地就已有一些泥濘，排水應該如一些評價一樣，沒有很好。營區沒什麼燈，雖然有些露友覺得太暗看不到路，但其實氣氛蠻好，光害很少，配著溪流的聲音，算是輕鬆愜意，夜衝當晚睡很熟直到隔天10點才起床。營區離最近的全家開車約五分鐘，美聯社約15分鐘，忘記帶東西或要補給都很方便，營位空間還不錯，但大型隧道帳搭下去可能就沒有太多餘裕。2016跟2017曾兩訪此營區，相隔多年再來，許多造景沒有維護，但也讓人工感降低，算是可以很親近自然的好選擇。,中立,4,1,2024/2/7,,4185,1,1,正向
內建草莓園的營區，讓大家可以在空閒時間採採草莓非常適合老小一同遊玩,正向,5,1,2021/5/8,,4186,1,1,正向
營區很小  雨棚3*3  公路旁  無景觀。營區很小  無人照看  有事自己去旁邊的餐廳去問  晚上就找不到人了,負向,2,1,2021/4/26,,4187,-1,1,負向
廁所離營區超爆遠，當初說會蓋廁所，所以我們才訂的，結果到了才說廁所還沒好，還說如果覺得廁所遠那就就地解決，走了一堆樓梯斜坡為了上廁所，浴室跟廁所是在一起的，只要有人洗澡，想上廁所的就只能憋爆等待，還只開兩間浴室，是懶得再掃第三間廁所嗎？進去的路超難開，因為在上面的營地，離廁所遠，倒垃圾或飲水機裝水一樣要走到廁所那，是來重訓的嗎？一個垃圾桶都沒有，還好我們自己帶垃圾袋，這個地方根本跟野營地沒兩樣。會有一堆狗叫聲叫整天整晚，淺眠的要來真的要想想。想要來辦驚喜求婚或其他驚喜活動的，營主會破梗喔想清楚再來。,負向,1,1,2023/5/8,,4188,-1,1,負向
場地有鋪石子且平坦、視野遼闊、光還少可以看到許多星星、老闆親切洗手間洗手間及沐浴間乾淨、但熱水要等一陣子,正向,5,1,2023/5/7,,4189,1,1,正向
風景跟園內都很美，可惜晚上盥洗時水會忽冷忽熱但是也很有露營的feel，下次還會再去。,正向,4,1,2020/5/7,,4190,1,1,正向
衛浴設備乾淨，營主親切和善，場地活動空間大，週邊景色清幽！,正向,5,1,2023/5/6,,4191,1,1,正向
第一次來到這個露營區，三天兩夜包了A.B兩區，小小的整理一下，首先要到達這個營區底盤太低需要有心理準備，路實在不太好開，營位規劃略為可惜，須先將車子停在外部的石子地，下完裝備才能將露營用品拿進去，如最裡面就必須拖很遠在能搭設，有點太耗費體力….，營地訊號不好，提供的wifi 也連不到，不知道是區域問題還是？衛浴設備過少，第一有時間限制（AM7’30-11:00)，假設一個帳五個人，營區總共有30個營位，共150人，只有六個衛浴，150人/6=平均一間25人，一個人平均洗30分鐘，750分鐘/60=12.5小時，這樣好像有點緊湊⋯？，第二ABC三區共用一個廁所，ABC三區共14帳，廁所實在上的很有壓力..，營位旁邊洗手台電燈10點關閉，只能摸黑洗碗了q。。。總結不會二訪、總結不會二訪、總結不會二訪…..,負向,1,1,2022/5/7,,4192,-1,1,負向
帳篷地墊舒服好睡，環境乾淨。老闆很用心的幫每位旅客服務。,正向,5,1,2023/5/7,,4193,1,1,正向
搭完營後下一場大雨，地上排水不良，雨水從上面及下面漫進帳篷，連地上的墊子都濕透了，還好氣墊床比較高，免於‘‘濕身’’。最扯的是沒有熱水，雨天搭帳本想洗個熱水澡，七搞八搞，才來熱水，在浴室等了近30分鐘。白天蒼蠅多，白天晚上蚊子多，至少20包起跳，露過65次，最差的一次。,負向,1,1,2023/10/8,,4194,-1,1,負向
營主熱情親切。。晚上洗澡的時候熱水有點忽冷忽熱，水壓也有點不穩定。,中立,5,1,2018/8/9,,4195,1,1,正向
營主人很nice，小孩第一次看到螢火蟲玩溪水好開心，建議B區可設個冰箱，不然B到A還有一段距離..,正向,5,1,2021/5/7,,4196,1,1,正向
TOP區推薦！有獨立衛浴，包區很可以！稍微可惜是沒有冰箱，需走到營本部營本部區有個小溪邊，提供網子桶子給小孩撈撈蝌蚪、踩踩水，玩到不想回來，還有水球！！下午營主還煮了一大桶玉米跟我們分享值得回訪的營區！,正向,5,1,2023/5/7,,4197,1,1,正向
小而美營區，離海很近，廁所乾淨，老闆很健談，老闆有隻狗狗叫肉粽很親人，他還會會客人帶路去海邊喔,正向,5,1,2023/9/8,,4198,1,1,正向
"喜歡這棵寬大傘狀的樹,樹下微風徐徐吹來好涼爽個人覺得這棵樹比金城武樹還美。網美樹,哈哈百萬的夜景,可以看到三義.苑裡.銅鑼.通宵的平地還有遠處的海黃昏的夕陽更是棒呆了,太陽下山後天空更是紅.好美夜晚睡覺有微微的蟲鳴鳥叫聲音很好入眠猶如置身在田園的幽靜沒有過度開發,原始的露營環境,草皮很豐厚營主又有種植蔬菜.水果,也有讓我們摘取,真是不賴剛好需要九層塔來料理,正好摘來派上用場營主很好聊,很親和力像是朋友般的感覺給我喝芭樂茶好好喝,好解渴包的水餃內餡好幾種,也好吃,還跟她買了兩包營主的爸爸還拿出酒來給我們品嚐還拿山苦瓜給我們，真是感謝下次有機會還會再造訪的營地，推薦！",正向,5,1,2021/5/8,,4199,1,1,正向
近郊但有巨黑蚊。主人家很友善 自有湖在露營地滿不錯但蚊子很驚人 超大又多，沒看到浴廁,正向,4,1,2019/3/31,,4200,1,1,正向
兒童很重要。地方風景不錯很放松，如果能加一些兒童玩的地方就更好了,中立,5,1,2017/12/31,,4201,1,1,正向
"我覺得景色真的很美，可以看到雲海瀑布，只是如果廁所、wifi可以重新規劃就五顆星了，我們搭的地方,一點訊號都沒有喔，wife也跑不動，至於廁所….衛浴還可以每一區都有一個行動廁所，不髒但實在太臭了 …",負向,4,1,2023/5/7,,4202,1,1,正向
非常非常非常棒的營地♡♡♡。我們是住B區的小情侶，非常喜歡這裡環境~很舒服、很乾淨還有營主親自種的菜可以吃!!! 又大又好吃!!!風景更是無可挑剔肯定會再去!! 適合放鬆、放空、放下鳥事的好地方   ,正向,5,1,2020/1/14,,4203,1,1,正向
這次來C區，營位空間還可以，但因為下雨所以地上很泥濘，特別是廁所附近的營位都很積水又泥濘（看照片）所以就算偶爾晴天有太陽，積水泥濘也退不掉，整體感受很差有些地方腳下去，泥巴會包住你的鞋子，甚至很滑不小心可能會滑倒，這樣的狀況下護草墊數量也不夠水槽數量也不太夠浴廁數量算足夠，但是水壓不穩，同時洗澡開熱水，原本的熱水會變溫浴廁有提供衛生紙有飲水機但出水很慢，同露的阿伯有試著拿起水桶看好像裡面有青苔..所以設備維護可能還有改善的空間,負向,3,1,2023/10/7,,4204,0,1,中立
輕鬆放空的好地方。營主很親切熱情 這次家族露營很順利 大大小小都很開心 洗澡的熱水也都夠熱 值得再次造訪的好地方,正向,5,1,2019/2/18,,4205,1,1,正向
"服務很好。我們這次入住最底層的營區,如果要找營主需要走一小段路,希望營主能在搭營完後巡視營區詢問大家是否有什麼需求?",正向,5,1,2017/8/21,,4206,1,1,正向
營地設施還可以，不過營位太集中，衛浴設備也不足。此外，營地也沒什麼管理，營區到晚上11點還有人在打麻將賭博⋯⋯。另外，這裡離馬路很近，晚上睡覺除了潺潺水聲外，還有不時車輛呼嘯而過的聲音……。,負向,1,1,2023/5/6,,4207,-1,1,負向
記得要從內灣那邊上去...車子有點多但是路程比較短,正向,3,1,2023/5/7,,4208,0,1,中立
"營主熱心時常來關心狀況 比較可惜的是沒有摘到他們自家種的草莓…應該要留些給自己露友品嘗一番草地很舒適 希望可以維護越來越棒 衛浴很乾淨 熱水不只充足而且穩定 是個少帳包場的不錯選擇.唯有兩個建議之處 ~衛浴內要增設的小配件及上下樓梯的安全顧慮,希望不久後可以看到其他露友照片是已經改善.加油加油.",中立,5,1,2021/5/8,,4209,1,1,正向
廁所規劃的不錯，但只有營本部有冰箱，我們在C區要走很遠不方便B區的大草皮讓孩子遊戲玩水也很棒也有衛浴，但是沒有冰箱很不方便A區的營位比較狹長形，如果是大帳篷可能會有點擠，而且草地不是很平整，有的地方有窟窿，所以搭帳篷的時候還要注意位子營位洗手台不足，看訂位網站寫3帳，也是三個洗手台，然後營主把我們四帳安排在同一區這個季節來附近有很多螢火蟲，但是也有很多小黑蚊和螞蟻蜘蛛（都很不小隻）白天會有一些蒼蠅，最可怕的是還有大蟑螂生態非常豐富,中立,3,1,2023/5/8,,4210,0,1,中立
"在3區包區，在不大的營地硬是塞四帳，冰食材時，發現冷凍的冰箱竟然還晾在倉庫裏、廁所故障。洗澡，水不熱，瓦斯被關，熱度不夠，瓦斯爐旋鈕停在夏天，澡間燈跳電，吹風機無法使用，瓦斯爐沒電。經“力爭”，營主後來有處理，並在營本部插電供吹風機使用，陸續引發一些小插曲，營主氣到要把電池拔走，因為10點後不給使用熱水，我們有小小孩要用熱水洗屁股，最後還是說了好久，才給使用(露營樂寫24小時供熱水)。最後是要離開收帳時，快要收完了，當時是10點27分，噹噹.....,營主又出了，我們收，他也收，不一會兒洗廁所，我們來特別跟他說還沒11點耶，營主又忽略....。我們是元旦（6、日、1）,發生這些事後，就被下逐客令了，星期日早上拔營，趕在11點收帳完成。",負向,1,1,2023/5/9,,4211,-1,1,負向
不錯的露營場地，營主會來關心大家的狀況，下雨天剛好租到有雨遮的場地真的輕鬆很多，但上去的路不好開，建議開低盤高一點的車,正向,4,1,2022/5/7,,4212,1,1,正向
舒適的 營區 都棧板區提醒 魚骨釘無法用 無縫棧板,正向,5,1,2021/5/8,,4213,1,1,正向
大推五星營區。老闆娘不是在掃廁所就是在掃廁所的路上，真的風景優美，五星營區,正向,5,1,2023/1/25,,4214,1,1,正向
浴室内有狗大便，洗澡水温也非常不穩定,負向,1,1,2022/5/7,,4215,-1,1,負向
老闆娘很熱情，淋浴間、廁所、烹飪地都很棒。租的帳篷、睡袋都很乾淨。上拉拉山神木森林遊樂區，途中車子拋錨，老闆娘還很熱情的前來關心！好地方，視野廣，風景好！,正向,5,1,2018/5/8,,4216,1,1,正向
營主人親切，營區外出去景點，補給方便，廁所衛浴在一起，地面潮濕,正向,5,1,2024/1/4,,4217,1,1,正向
場地都還可以，但就是各家電訊完全沒有任何訊號，除了中華電信吧（？） 所以 應該不會想再來了建議營主裝設wifi …,負向,3,1,2024/4/8,,4218,0,1,中立
營主很熱情 營主媽媽還請我們吃超甜的紅肉梨 營地有用心經營  推薦大家恰巧看到剛生完的貓媽咪和小貓 好可愛啊,正向,5,1,2023/8/7,,4219,1,1,正向
很棒的“初露”體驗，很適合一群朋友在這裡渡假，好像十帳就能包場囉！所以這次是我們的主場營區碰到柿子的季節，還能吃到營主親手栽種的柿子哦！營主人很好唷！哎呀！差點忘了，早上起床還能喝到營主的手沖咖啡呢！ …,正向,5,1,2022/5/7,,4220,1,1,正向
真不錯的營區～小而美～營主大哥也很親切，下次會再去的,正向,5,1,2023/5/15,,4221,1,1,正向
各個營位都有足夠的距離做區隔，不會互相干擾。浴室24小時都有瓦斯熱水，柴燒熱水19:00~22:00。,正向,5,1,2023/5/7,,4222,1,1,正向
環境真的很棒！唯一廁所的部分真的很髒又臭、沒有在清的，尿垢很厚。我臭到受不了還幫她刷廁所,負向,1,1,2024/4/8,,4223,-1,1,負向
風景超讚白天 傍晚 晚上 完全不同感覺！一整天都超舒服的營主丹妮姐人很親切，很用心在經營，現在還在改建衛浴設備，好期待下次去的新廁所整體的感覺紓壓、認真不想回都市上班真心推薦這是一個很自在、很放鬆的地方，壓力大心情不好的一定要去，想約會、聚會心情特好的，更要去這次兩天一夜完全不滿足啊啊啊！不過有點難預定，都要提早預約，我已經約到過年那時候了，帶全家大小一起來 …,正向,5,1,2021/5/8,,4224,1,1,正向
整個營區收那麼多帳，就只有6間浴室，營位小又擠一堆帳篷，不會再來第二次,負向,1,1,2022/5/8,,4225,-1,1,負向
這營區沒有特別的大山大景，但卻是我們到訪最多次的營區，路況良好，營區規劃舒適.簡單.安靜，環境乾淨.用心，浴室熱水穩定，洗臉.洗頭.洗身，老闆都裝備俱全，是個舒服的地方。,正向,5,1,2023/5/6,,4226,1,1,正向
大學畢業旅行跑來這裡玩 老闆跟老闆娘人都很好 絕對是大拇指的啦 …,正向,5,1,2023/6/7,,4227,1,1,正向
適合小小孩的露營區，離老街近，可順便去玩！,正向,5,1,2019/5/7,,4228,1,1,正向
老闆人親切，營位都是小包區梯田式營地，草皮顧的很好，這時間跨年剛好園區果樹還有小橘子超甜免費讓妳吃到飽自己摘。,正向,4,1,2021/5/7,,4229,1,1,正向
這裡除了小黑蚊跟紅火蟻多了點沒什麼挑剔了,中立,1,1,2022/5/6,,4230,-1,1,負向
兩顆星一顆是給景，一顆給工作人員態度親切的實在是建議ABC三區需減帳一半，不然就是只限包區，帳跟帳近的不像話，從高處往下拍跟難民營一樣，好像南投都流行這樣擠？以後還是會寧可開遠一點去苗栗、新竹的營區，人家都在減帳提昇露營品質了，真的感覺糟到差一點提早拔營撤帳下山，單飛被包圍在整群團露的中間，實在是感覺很糟，提早到也沒法先選邊邊位置，希望營主能顧慮到單飛人的露營品質，而不是只想賺錢⋯⋯,負向,2,1,2024/1/9,,4231,-1,1,負向
營位很大，營主人很好沒有蚊子～剛好遇到別區晚上很吵，營主也有即時處理,正向,4,1,2023/5/7,,4232,1,1,正向
很不錯的露營區，如果浴廁可以在多一兩間，就超級讚 …,中立,5,1,2021/5/7,,4233,1,1,正向
衛浴超級乾淨，營主親自柴燒熱水也辛苦了，無法看到日出，火紅的夕陽餘暉非常漂亮,正向,4,1,2022/5/7,,4234,1,1,正向
A2區無景空間小浴廁近無法容納碟型天幕。早上睡醒 有別的狗大便出現在我們帳前面，差點中獎^_^,負向,3,1,2022/9/12,,4235,0,1,中立
下雨天排水不良，嚴重積水如果想要取得挖溝技能可以雨天來這練習！！記得蝦皮先買好鏟子,負向,1,1,2023/5/6,,4236,-1,1,負向
舒適的露營自然環境，衛浴乾淨，老闆娘熱情親切，香菇現採超新鮮好吃，還看到滿滿的螢火蟲喔！推薦來體驗,正向,5,1,2023/5/7,,4237,1,1,正向
群山圍繞風景棒，進入部落前的道路方便，附近小烏來蠻多景點，適合三天兩夜的深度旅遊。冬季晚上會刮大風。,正向,4,1,2018/1/3,,4238,1,1,正向
除了上山路稍微有一點點難會車外 沒甚麼缺點。本來訂B區景觀區 後來營主推薦換去E區(說B區比較熱門很滿) 真的是換對了! E區營位更大風景也很棒 到了晚上B區好像有一群年輕人露營 稍微有點過HIGH不過因為人在E區只有聽到一點點的聲音總的來說 是很棒的營區 推薦給大家(已經放入口袋名單 如果國五不這麼塞的話 真的可以常常去),正向,5,1,2020/7/14,,4239,1,1,正向
很棒的場地，除露營外還可辦草地茶席，天地人和一，很舒服,正向,5,1,2021/5/7,,4240,1,1,正向
營區夜景真的超美～環境很棒，營主很細心經營，廁所浴室乾淨，營主很親切人超好，只是地理位置不要跟Google map走，會嚇死！建議先問營主走哪條路～,正向,5,1,2024/4/7,,4241,1,1,正向
第一次遇到這樣的營主，營地設備上的問題無法解決，還怪客人是不是用電有問題，時不時跳電，詢問時還被營主兒子拿刀恐嚇，營主也一直推拖，一家老老小小整個驚嚇晚上都難睡好，規矩很多沒關係，錢也照給，但確是這樣被對待，請要露營的朋友真的要三思，這樣的經歷希望你們不要遇到。,負向,1,1,2022/5/8,,4242,-1,1,負向
設備不佳，出現露客素質不佳的情況。1. 營主晚上多去現場關心一下露客，半夜2.3點還在嗨，嚴重影響睡眠品質.....2. 廁所浴室蚊蟲多，落葉阻塞導致排水不佳....3. 交通便利，風景佳,負向,4,1,2023/2/12,,4243,1,1,正向
老闆非常客氣收費很佛心營主不是在和露友聊天就是在刷廁所離竹東市區也很近，很推但會有螞蟻，要小心,正向,5,1,2023/5/8,,4244,1,1,正向
營區規劃很乾淨，營主人也很好，營區走一段坡上去有景觀台，風景很美，我家比熊玩的很開心。,正向,5,1,2024/2/7,,4245,1,1,正向
整個營區超小各區位子超級近營位給的也非常小有些營位甚至不能稱上營位…營主的狗關起來一直叫很吵全營區目前僅有2處有廁所（2處位子很近）所以外圍營位上廁所要走超遠營位沒有垃圾桶、廚餘桶只有廁所旁邊有統一收集區營住還會再三強調要幫他拿垃圾下去丟杉C路沒柏油 都是沙土地+大坑洞車性能不夠、低底盤這區完全NG最後：離開前發現一整桶全新煤油被營主收尾款時摸走了雖然回應是以為前一個人留下的但我不覺得正常人全新未開要拿不會問一下況且旁邊還有3袋前面留下的垃圾沒收你卻顧著收煤油 誇張了吧總之我不知道前面的人為什麼會推薦但這個營區簡言之就是小又爛,負向,1,1,2023/5/8,,4246,-1,1,負向
營主夫婦都很用心經營的營地，值得再次造訪，進營區的最後一段路有點陡。,正向,5,1,2020/5/1,,4247,1,1,正向
超棒的場地，舒適的環境，悠閒的氛圍老闆超熱情，任何問題都立即處理，整個夜晚超開心,正向,5,1,2022/5/7,,4248,1,1,正向
我超喜歡這個營地 以來過n次了環境廁所都很乾淨 （本人有廁所控）營主非常nice 有求必應 有種回家的感覺  推推～ …,正向,5,1,2023/5/8,,4249,1,1,正向
衝著流星雨臨時決定前往，電話詢問營地是否可看星空？營主回覆可以！但到了現場才發現，我們的營地只能透過樹林間的空隙看到星空…如要看到廣濶一點的景色需要走到營地帳蓬外一處都是雜草碎石幾乎沒有整理過的小空地才能看到請營主搭架的帳篷(無天幕客廳帳)居然是在一個極小的坡道平台上，從自己的營地要前往廁所盥洗連走路空間都有困難，需要經過他人的營區才能通行！借用的瓦斯爐、打火機都有瑕疵不易點燃請營主來協助，第一次有位小朋友來幫忙，第二次電話中就要我們自己去請隔壁帳的鄰居協助，結果鄰居同樣點不著，再次撥電話請求幫忙仍然沒有要前來處理的反應，最後自己想盡辦法亂試總算成功了…等早餐都煮完吃完準備撤帳時人才出現＆詢問瓦斯爐可以嗎？那妳們知道怎麼用了吧⋯⋯沒有留意自己租的區域，晚間6:20扺達住一晚，營地帳蓬全租搭(無桌椅、客廳帳)+借用的二光瓦斯爐(不確定有無計費)，總計$2800，官網上查無租搭、瓦斯爐的費用…只能說這樣的價格感受，雖然樹林很美、空氣很清新，大自然很美好，但應該不會再訪了給評二顆️，一顆給大自然，一顆給假日臨時有位,負向,2,1,2023/12/8,,4250,-1,1,負向
假日露營的人多 帳挨著帳有的已經睡覺打呼 有的小孩還在喜鬧 大人都不管嗎？車裡不知有多少東西開門關門他也不覺得煩 別人還覺得吵 露營有太多這種人覺得這地方不優假日大概會好些,負向,1,1,2020/5/8,,4251,-1,1,負向
門口一進去右手邊連續兩個洗手臺的水時有時無，洗碗只能跨區使用別人的，需改進。,負向,4,1,2018/5/6,,4252,1,1,正向
第一次到神秘氣場露營區露營就碰到一群年輕人從下午唱KTV唱個不停，這不打緊，重點是這群人喝酒大聲嚷嚷到凌晨3點才停止，真是一群老鼠屎壞了一鍋粥，年輕人你是小包區，不是整個營區包場啊！一點都沒有公德心，凌晨大聲嚷嚷影響到別人休息，非常自私自利。,負向,3,1,2022/5/7,,4253,0,1,中立
1：場地沒規劃好，下雨天變泥巴地，c區甚至變一攤泥巴坑。我們不是C區的，但為此區的遊客默哀。2：反應廁所有螞蟻（多到無法上），營主回：你可以上別間啊？3：瓦斯只有沸水跟冰水，洗澡全看運氣。有反映營主，營主回：你沒反應我怎麼知道？而且我們有防燙機制，太燙會自動切到冷水？4：沒有大垃圾桶在營地旁邊，可回收垃圾沒地方丟5：三個營區共用一台冰箱，完全不夠用其實以上這些都不會讓人氣到想留一星，一句會改進就好了，是營主的消極態度實在讓人不敢恭維，回覆不是態度極差，就是在跳針，只有收錢的時候最積極，強烈建議不要來,負向,1,1,2023/11/6,,4254,-1,1,負向
景色優美，夜晚安靜，空間充足，旅程愉快。謝謝，我們會再回來的。,正向,4,1,2018/5/7,,4255,1,1,正向
營區雖然不大但每區的帳位不多相對很舒適，兩帳的位置我們搭到三帳還能打羽毛球，營區草皮養護的很美營主阿公阿嬤也把衛浴打掃的很乾淨，重點也很親切真的有一種回阿公阿嬤家的感覺，會讓人還想再去 …,正向,5,1,2023/5/7,,4256,1,1,正向
浴廁非常的乾淨冰箱/冷凍櫃/飲水機 全部齊全,正向,5,1,2023/11/7,,4257,1,1,正向
營主人很好 親切。景色美 營地讚 衛浴乾淨住VIP區的話 桌椅燈條可不用帶 營主都有用好了,正向,5,1,2021/10/12,,4258,1,1,正向
用心，乾淨，放鬆的好營區感謝國文課本熱情接待,正向,5,1,2024/4/6,,4259,1,1,正向
c區4帳包區大推有區內的冰箱 衛浴還有水池可玩,正向,5,1,2023/8/7,,4260,1,1,正向
到貴地露營目的是要達到放鬆體驗大自然如果您要整修營地或者維修是否應該要沒有客人的時候在施工營地不止有施工 怪手還就在旁邊而已 我們不只有大人還有小朋友 是否會有安全疑慮你們施工也沒有告知就算了露營還要跟上班差不多 工地8點開工 就在帳篷外面用電鋸在那鋸樹木晚上8-9點還在用打鑿機打地板根本無法達到露營的放鬆休息收費跟公告差異太大 多一台車200來收費時還說400算300就好還以日計算 不是沒錢給 是跟公告不符有欺騙消費者的疑慮冷氣如果要收費我們可以接受但是公告沒說 就跑來收費一台一天300 這電費怎麼算的蚊蟲多 螞蟻多 在戶外沒什麼好意外的但是你們家會飛的螞蟻 比較喜歡白光所以你們都用黃光 這是否也可以提醒小費者們  晚餐都跟這些螞蟻共餐對於這營區我覺得非常需要加強再加強這次體驗真的是非常的不愉悅,負向,1,1,2023/9/7,,4261,-1,1,負向
這次住D區，營區非常乾淨，營主早上&下午各打掃廁所一次，垃圾桶也是定時清理。最靠近廁所的洗手台有熱水，油膩的鍋具一下子就洗乾淨了。共用冰箱裡面也維持得很乾淨。第二天下午剛好遇到強大的東北季風，營主出來巡視各區，發現我們的帳篷快被吹翻，還教我們拉風繩、幫忙下釘，非常推薦！,正向,5,1,2022/5/7,,4262,1,1,正向
營地很乾淨 晚上營主還會帶大家看螢火蟲介紹星象！真的很直得來這露營,正向,5,1,2021/5/6,,4263,1,1,正向
A區雨棚區環境還不錯空間大、有遮陽布廉但偶有蒼蠅、飄雞屎味,中立,4,1,2022/5/8,,4264,1,1,正向
初二造訪，環境清幽，晚上有點燈（很有氛圍，孩子們都很高興），營主和善。值得再訪！,正向,5,1,2023/5/6,,4265,1,1,正向
蚊子稍多，但老闆也提供特製蚊子水，環境很不錯，熱水也夠熱,正向,5,1,2019/1/2,,4266,1,1,正向
離市區不遠補給方便，有冰箱食物保存方便，晚上有夜景。建議搭帳位置增加草皮密度，穩定熱水水壓。,正向,5,1,2018/5/18,,4267,1,1,正向
"打從露營以來最接近野營體驗的一個營區，但收費卻是五星消費⋯從上山的路況狹窄會車不易先不談，一到營區也沒有帶位讓露客自行在營地內打轉尋找？ 這是在海拔1000m以上的高山局限地欸，一行車好幾輛，回車不易啊⋯再來從露營以來沒遇到的雷都奉獻給此營區了，半夜電箱爆了跳電，當下是8度室外溫度⋯此區中華遠傳都訊號薄弱，雖營區有提供Wi-Fi,但是停電連Wi-Fi都不能使用，剛好被營主戒網路⋯洗碗槽沒水或水壓低，營主想訓練露客環保無水洗碗吧！？小朋友洗澡洗ㄧ半停水！！聽說連抽水馬達抽不到水燒了，馬桶水槽壞了無法蓄水沖便，需要自行舀水沖便，讓我們體驗早期農村生活⋯廁所髒臭，有屎未被沖洗處理⋯營區無宵夜靜聲管制，非常適合夜貓狂歡族蒞臨～這營區管理不佳，收的露客數量超出營區硬體設備可負載量，非常不愉快的經驗⋯",負向,1,1,2023/5/9,,4268,-1,1,負向
去過最糟糕的露營區，蚊蟲滿天飛營區陣陣的臭味噁心極了，廁所沒適時的打掃營區女主人卻怪罪客人搞的那麼髒，一大早還來趕我們12點前要趕快走下午還有人要來，一點人情味都沒有的女營主，下次不會再來了,負向,1,1,2021/5/6,,4269,-1,1,負向
洗碗槽和插座太少，熱水也遇到忽冷忽熱的情況，建議營主規定一下夜間十點過後請降低音量，此次遇到隔壁帳的人都半夜十二點還在大聲聊天，跟他們反應，一開始有稍微變小聲，過沒多久又故態復萌，其中一人一直自誇業績成長了好幾倍，要其他人多學著點，吵得要命。,負向,1,1,2021/5/6,,4270,-1,1,負向
風景漂亮/廁所乾淨/帳蓬區有雨棚很讚，推薦給大家常來喔,正向,5,1,2021/11/3,,4271,1,1,正向
很舒服的營區，風景優美，老闆又親切，活動也很好玩，重點是廁所超乾淨，會再去玩喔！！,正向,5,1,2018/4/8,,4272,1,1,正向
地處隱密森林中，夏天的好露營區，衛浴還不錯.可是怕蚊叮的人，真的會抓狂,中立,4,1,2022/5/7,,4273,1,1,正向
B區營位 夜衝+普通週六一晚的心得優點環境乾淨 距離北埔市區近非常方便補給 不想開伙都沒問題 適合短暫偷閒的輕裝露營其他要注意的1. 營區照片沒更新 原本A區旁的鞦韆/水池（球池）/沙坑 不知道什麼原因都消失了？ 剩草皮區域記得自己帶遊具2. 洗到一半沒有熱水 （2030左右）可能是尖峰時段的關係 and 沐浴/洗髮精的按壓試了兩間都有故障出不來3. 標示2200後安靜 但第一晚隔壁區的喝酒喧鬧到深夜 第二晚有小孩比賽奔跑喧嘩到2230 都未見營主實際出來規勸,負向,3,1,2023/12/7,,4274,0,1,中立
露營區不大，風景不錯，浴室廁所都非常乾淨。價格合理，還不錯。,正向,3,1,2018/5/7,,4275,0,1,中立
令人放鬆的營地。貼心又乾淨的衛浴；營主的果樹種類繁多，如果加上告示牌，會讓孩子們有機會認識更多呦！,正向,5,1,2018/11/6,,4276,1,1,正向
環境優美，營主熱心親切也超有責任感，是個值得推薦的好營區,正向,5,1,2019/3/2,,4277,1,1,正向
太棒了。我的前10露就獻給輪園秘境我只能說整個環境跟營區都給我非常好的體驗讚啦!,正向,5,1,2022/1/4,,4278,1,1,正向
